damel,时间,省,流域,河名,库水位(米),站点编号,站名,蓄水量(百万3),入库(米3/秒)
65,2023-04-15 14:00:00,广东省,珠江,迎咀河,52.39,81025020,迎咀,28,0
64,2023-04-15 14:00:00,广东省,珠江,银盏河,45.17,81025040,银盏,7,0
62,2023-04-15 14:00:00,广东省,珠江,江谷河,44.44,81026100,江谷,20,0
173,2023-04-15 14:00:00,广东省,珠江,东江,153.87,81100250,枫树坝,992,15
124,2023-04-15 14:00:00,广东省,珠江,新丰江,108.43,81102100,新丰江,8222,214
88,2023-04-15 14:00:00,广东省,珠江,西枝江,65.29,81102900,白盆珠,243,0
279,2023-04-15 08:00:00,广东省,珠江,二渡河,267.87,81103600,上板桥,3,0
87,2023-04-15 14:00:00,广东省,珠江,东江,79.02,81103800,七礤水库,0,0
58,2023-04-15 14:00:00,广东省,珠江,东江,53.41,81104000,红花湖,14,0
24,2023-04-15 08:00:00,广东省,珠江,黄沙水,17.32,81105000,同沙,19,2
60,2023-04-15 14:00:00,广东省,珠江,横岭水,42.65,81124680,鸡心石,2,0
72,2023-04-15 14:00:00,广东省,珠江,稿树下水,59.15,81124780,稿树下,15,0
62,2023-04-15 14:00:00,广东省,珠江,里波水,50.43,81200650,联和,39,0
159,2023-04-15 14:00:00,广东省,珠江,增江,137.48,81200760,天堂山,80,0
240,2023-04-15 08:00:00,广东省,流溪河,流溪河,223.14,81202850,流溪河,170,15
239,2023-04-15 08:00:00,广东省,流溪河,天湖水库水,227.14,81202920,天湖,3,0
42,2023-04-15 08:00:00,广东省,流溪河,沙坑,34.22,81203460,和龙,8,0
0,2023-04-15 14:00:00,广东省,珠江,沙河,20.91,81220200,显岗,29,0
178,2023-04-15 08:00:00,广东省,流溪河,流溪河,167.55,81221360,黄龙带,51,1
37,2023-04-14 08:00:00,广东省,珠江,茅洲河,25.22,81222640,罗田,5,0
30,2023-04-15 08:00:00,广东省,珠江,西乡水,24.12,81222680,铁岗,50,15
33,2023-04-15 14:00:00,广东省,珠江,南头河,27.24,81222720,西沥,17,0
31,2023-04-15 14:00:00,广东省,珠江,深圳水,24.98,81222740,深圳,23,0
60,2023-04-15 08:00:00,广东省,珠江,新洲河,0.0,81286400,梅林,5,0
68,2023-04-15 08:00:00,广东省,珠江,龙岗河,59.3,81287600,松子坑,13,0
38,2023-04-15 14:00:00,广东省,珠江,莲塘水,31.3,81304800,宝鸭仔,13,0
75,2023-04-15 14:00:00,广东省,珠江,沙坪水,63.55,81320180,四堡,13,0
30,2023-04-15 14:00:00,广东省,珠江,小隐涌,21.81,81320400,长江,18,0
101,2023-04-15 14:00:00,广东省,珠江,潭江,85.28,81320860,锦江,198,0
39,2023-04-15 14:00:00,广东省,珠江,鹤洲水,30.1,81321400,大沙河,64,0
30,2023-04-15 14:00:00,广东省,珠江,镇海水,23.16,81321410,镇海,50,0
23,2023-04-15 08:00:00,广东省,珠江,大镜山溪,15.95,81383500,大镜山,5,0
159,2023-04-15 14:00:00,广东省,韩江,五华河,146.43,81501820,益塘,63,0
164,2023-04-15 14:00:00,广东省,韩江,和山河,155.88,81501960,和山岩,5,0
179,2023-04-15 14:00:00,福建省,韩江,汀江,159.61,81502880,棉花滩水库,1013,697
78,2023-04-15 14:00:00,广东省,韩江,汀江,72.84,81503020,青溪,58,760
171,2023-04-15 14:00:00,广东省,韩江,程江,164.92,81521540,梅西,23,4
444,2023-04-15 14:00:00,广东省,韩江,凤凰溪,420.06,81526860,凤溪,10,0
0,2023-04-15 14:00:00,广东省,粤东沿海诸河,五经富水,88.52,81600750,龙颈(上),57,0
60,2023-04-15 14:00:00,广东省,粤东沿海诸河,五经富水,53.38,81600800,龙颈(下),19,0
72,2023-04-15 14:00:00,广东省,粤东沿海诸河,小龙溪,52.0,81601570,小龙溪,2,0
177,2023-04-15 14:00:00,广东省,粤东沿海诸河,龙溪水,169.28,81601580,龙溪一级,1,0
80,2023-04-15 08:00:00,广东省,粤东沿海诸河,龙溪水,49.96,81601590,龙溪二级,2,0
258,2023-04-15 14:00:00,广东省,粤东沿海诸河,锣鼓水,236.86,81601610,红场,3,0
102,2023-04-15 14:00:00,广东省,粤东沿海诸河,金溪河,85.25,81601620,上金溪,4,0
182,2023-04-15 14:00:00,广东省,粤东沿海诸河,三坑溪,166.4,81601630,上三坑,11,0
385,2023-04-15 14:00:00,广东省,粤东沿海诸河,练江,363.68,81601640,白沙溪,2,0
52,2023-04-15 14:00:00,广东省,粤东沿海诸河,雷岭河,41.36,81601660,镇北,3,0
0,2023-04-15 14:00:00,广东省,粤东沿海诸河,雷岭河,44.76,81601670,蜈蚣岭,8,0
221,2023-04-15 14:00:00,广东省,粤东沿海诸河,黄江,201.98,81602360,朝面山,7,0
81,2023-04-15 14:00:00,广东省,粤东沿海诸河,横江水,68.3,81620680,横江,41,0
0,2023-04-15 14:00:00,广东省,粤东沿海诸河,练江,47.54,81621380,汤坑,13,0
0,2023-04-15 14:00:00,广东省,粤东沿海诸河,练江,35.14,81621500,秋风岭,16,0
78,2023-04-15 14:00:00,广东省,粤东沿海诸河,龙江,60.21,81621620,龙潭,21,0
0,2023-04-15 14:00:00,广东省,粤东沿海诸河,罗溪,40.88,81621800,石榴潭,13,0
21,2023-04-15 14:00:00,广东省,粤东沿海诸河,黄江,12.61,81622340,公平,72,0
58,2023-04-15 08:00:00,广东省,粤东沿海诸河,大液河,45.76,81622400,黄山洞,5,0
49,2023-04-15 14:00:00,广东省,粤东沿海诸河,新西河,31.96,81684800,新西河,15,0
39,2023-04-15 14:00:00,广东省,珠江,大隆洞河,25.48,81700100,大隆洞,94,0
138,2023-04-15 14:00:00,广东省,鉴江,小水河,128.68,81702000,高城,3,0
112,2023-04-15 14:00:00,广东省,鉴江,六雅河,104.65,81702050,尚文,15,0
93,2023-04-15 14:00:00,广东省,鉴江,大井河,80.44,81702900,良德水库(大坝),266,0
119,2023-04-15 14:00:00,广东省,鉴江,庙背水,107.67,81704100,罗坑,60,0
124,2023-04-15 14:00:00,广东省,鉴江,袂花江,113.31,81704150,黄沙,29,0
20,2023-04-15 14:00:00,广东省,粤西沿海诸河,东运河,15.29,81705280,西湖,6,0
61,2023-04-15 14:00:00,广东省,粤西沿海诸河,龙门河,52.99,81705600,龙门,16,0
60,2023-04-15 14:00:00,广东省,粤西沿海诸河,大水桥河,54.63,81706150,大水桥,67,0
44,2023-04-15 14:00:00,广东省,粤西沿海诸河,九洲江,36.99,81706600,鹤地水库(大坝),483,0
42,2023-04-15 14:00:00,广东省,粤西沿海诸河,武陵河,36.63,81707000,武陵,48,0
50,2023-04-15 14:00:00,广东省,粤西沿海诸河,沙铲河,41.06,81707050,岭背下,34,0
46,2023-04-15 14:00:00,广东省,粤西沿海诸河,沙铲河,36.12,81707100,仙人域,8,0
94,2023-04-15 08:00:00,广东省,珠江,漠阳江,77.3,81720640,北河,13,0
0,2023-04-15 14:00:00,广东省,珠江,那龙河,25.3,81721390,东湖,37,0
0,2023-04-15 14:00:00,广东省,珠江,洋边河,26.83,81721500,茅垌,6,0
46,2023-04-15 14:00:00,广东省,珠江,儒洞河,37.01,81721620,陂底,6,0
196,2023-04-15 14:00:00,海南省,南渡江,南渡江,180.87,81800500,松涛水库（南丰）,0,0
116,2023-04-15 08:00:00,海南省,万泉河,万泉河,104.08,81801600,牛路岭水库,478,25
26,2023-04-15 14:00:00,海南省,太阳河,太阳河,18.99,81801750,万宁水库（大坝）,0,0
77,2023-04-15 08:00:00,海南省,宁远河,宁远河,49.05,81802480,大隆水库,145,0
163,2023-04-15 08:00:00,海南省,望楼河,望楼河,152.75,81802600,长茅水库,48,0
145,2023-04-15 08:00:00,海南省,昌化江,昌化江,131.8,81803075,大广坝水库,791,2
130,2023-04-15 08:00:00,海南省,昌化江,石碌河,114.65,81803200,石碌水库,24,0
3960,2023-04-15 08:00:00,青海省,内陆河,雪水河,3952.67,01200100,温泉,49,0
230,2023-04-15 08:00:00,,海河流域,滦河,217.59,30101101,潘家口,1795,0
138,2023-04-15 08:00:00,,海河流域,滦河,132.5,30101201,大黑汀,298,0
146,2023-04-15 14:00:00,河北省,海河,青龙河,136.23,30104403,桃林口水库,0,0
42,2023-04-15 14:00:00,河北省,海河,陡河,29.4,30201101,陡河水库(坝上),0,0
0,2023-04-15 14:00:00,天津市,海河,潮白新河,4.65,30300500,黄白桥上,0,0
0,2023-04-15 14:00:00,天津市,海河,潮白新河,0.55,30300600,宁车沽上,0,0
602,2023-04-15 08:00:00,,海河,白河,593.27,30301400,白河堡,46,2
160,2023-04-15 08:00:00,,海河,白河,151.47,30301800,密云白河坝上,2953,6
262,2023-04-15 08:00:00,,海河,牤牛河,252.89,30302100,半城子水库,4,0
470,2023-04-15 08:00:00,,海河,安达木河,445.29,30303000,遥桥峪水库,1,0
170,2023-04-15 08:00:00,,海河,红门川,162.8,30303400,沙厂水库,12,0
68,2023-04-15 08:00:00,,海河,怀河,57.14,30303600,怀柔水库,33,2
91,2023-04-15 08:00:00,,海河,雁栖河,81.74,30304100,北台上水库,13,0
176,2023-04-15 08:00:00,,海河,沙河,170.72,30304200,大水峪水库,11,0
118,2023-04-15 08:00:00,,海河,泃河,105.45,30401400,海子水库,51,0
206,2023-04-15 08:00:00,,海河,泃河,201.95,30402100,黄松峪水库,7,0
220,2023-04-15 08:00:00,,海河,泃河,213.1,30402200,西峪水库,5,0
28,2023-04-15 14:00:00,天津市,海河,州河,19.91,30402800,于桥坝上,0,0
76,2023-04-15 14:00:00,河北省,海河,还乡河,60.9,30404500,邱庄水库(坝上),0,0
0,2023-04-15 08:00:00,天津市,海河,引滦明渠,4.48,30405306,尔王庄库,34,0
103,2023-04-15 08:00:00,,海河,温榆河,89.83,30503400,十三陵水库,19,0
0,2023-04-15 08:00:00,,海河,东沙河,538.5,30503403,十三陵水库上池,0,0
74,2023-04-15 08:00:00,,海河,温榆河,53.0,30503500,桃峪口水库,0,0
492,2023-04-15 08:00:00,,海河,永定河,476.81,30700100,官厅水库,596,0
962,2023-04-15 08:00:00,山西省,海河,桑干河,952.6,30702400,册田,82,0
470,2023-04-15 08:00:00,,海河,清水河,455.22,30707501,斋堂水库,24,0
167,2023-04-15 08:00:00,河北省,海河,中易水,152.25,30803001,安格庄水库(坝上),103,0
77,2023-04-15 08:00:00,,海河,刺猬河,70.51,30805100,崇青水库,7,0
0,2023-04-15 08:00:00,河北省,海河,白洋淀,8.5,30806201,十方院（白）（堰上）,367,0
209,2023-04-15 08:00:00,河北省,海河,滹沱河,194.02,30909200,岗南水库(坝上),634,0
127,2023-04-15 08:00:00,河北省,海河,滹沱河,116.84,30909303,黄壁庄水库(坝上),348,0
188,2023-04-15 08:00:00,河南省,海河,安阳河,163.83,31006700,小南海,24,0
159,2023-04-15 08:00:00,,海河流域,漳河,140.03,31007100,岳城水库（坝上）,366,0
2610,2023-04-15 08:00:00,青海省,黄河,黄河,2580.14,40100400,龙羊峡,16660,310
1160,2023-04-15 08:00:00,宁夏回族自治区,黄河,黄河,1156.05,40102050,青铜峡水库,39,500
982,2023-04-15 08:00:00,,黄河,黄河,974.47,40103458,万家寨上,466,415
353,2023-04-15 08:00:00,河南省,黄河,黄河,317.78,40104430,史家滩,611,0
281,2023-04-15 08:00:00,河南省,黄河,黄河,261.77,40104690,小浪底水库,6038,0
2986,2023-04-15 08:00:00,青海省,黄河,巴燕河,2982.69,40400120,东大滩,22,0
1190,2023-04-14 08:00:00,陕西省,黄河,杏子河,1180.01,40606550,王瑶,6,0
615,2023-04-14 08:00:00,陕西省,黄河,居水,599.04,40900150,薛峰,14,0
657,2023-04-15 08:00:00,河南省,黄河,宏农涧河,640.54,40902500,窄口,95,1
1131,2023-04-15 08:00:00,山西省,黄河,汾河,1121.19,41000500,汾河水库,130,0
600,2023-04-14 08:00:00,陕西省,黄河,黑河,574.99,41107180,金盆,103,18
735,2023-04-15 08:00:00,陕西省,黄河,石砭峪,725.93,41107950,石砭峪,21,2
792,2023-04-14 08:00:00,陕西省,黄河,沮河,776.4,41109450,桃曲坡,14,2
411,2023-04-14 08:00:00,陕西省,黄河,沋河,403.22,41110550,沋河,8,0
1126,2023-04-15 08:00:00,甘肃省,黄河,蒲河,1112.58,41202690,巴家嘴水库,1,0
46,2023-04-15 08:00:00,山东省,黄河,东平湖,41.28,41502460,东平湖老湖,499,0
93,2023-04-14 14:00:00,山东省,黄河,光明河,87.23,41503400,光明水库,35,0
333,2023-04-15 08:00:00,河南省,黄河,伊河,313.79,41602500,陆浑坝上,453,0
551,2023-04-15 08:00:00,河南省,黄河,洛河,527.75,41605400,故县水库,516,0
108,2023-04-15 08:00:00,山东省,淮河,潍河,98.45,41806800,墙夼水库(东库),83,0
108,2023-04-15 08:00:00,山东省,淮河,潍河,98.45,41806810,墙夼水库(西库),13,0
44,2023-04-15 08:00:00,山东省,淮河,潍河,37.14,41807100,峡山水库,497,0
114,2023-04-15 14:00:00,河南省,淮河,浉河,99.89,50201800,南湾,427,0
85,2023-04-15 08:00:00,河南省,淮河,小潢河,75.16,50202300,石山口,59,0
93,2023-04-15 14:00:00,河南省,淮河,青龙河,85.78,50202600,五岳,55,0
87,2023-04-15 14:00:00,河南省,淮河,泼陂河,77.01,50203500,泼河,81,0
245,2023-04-15 14:00:00,湖北省,淮河,界河,233.39,50223150,花山,82,0
112,2023-04-15 14:00:00,河南省,淮河,滚河,106.72,50300100,石漫滩,67,0
120,2023-04-15 08:00:00,河南省,淮河,汝河,107.86,50302010,板桥,136,0
59,2023-04-15 08:00:00,河南省,淮河,汝河,52.1,50302400,宿鸭湖,164,0
130,2023-04-15 08:00:00,河南省,淮河,臻头河,110.42,50304900,薄山,168,0
141,2023-04-15 14:00:00,安徽省,淮河,史河,110.92,50500301,梅山,525,0
115,2023-04-15 14:00:00,河南省,淮河,灌河,96.87,50502400,鲇鱼山,175,0
236,2023-04-15 08:00:00,河南省,淮河,颍河,221.33,50600300,白沙,73,0
181,2023-04-15 14:00:00,河南省,淮河,沙河,163.34,50603000,昭平台,98,0
110,2023-04-15 14:00:00,河南省,淮河,沙河,101.24,50603200,白龟山,198,0
161,2023-04-15 14:00:00,河南省,淮河,澧河,148.83,50605800,孤石滩,34,0
204,2023-04-15 14:00:00,安徽省,淮河,淠河东源,177.28,50700901,磨子潭,107,0
131,2023-04-15 14:00:00,安徽省,淮河,淠河东源,117.25,50701001,佛子岭,200,0
144,2023-04-15 14:00:00,安徽省,淮河,淠河西源,109.16,50701301,响洪甸,495,0
185,2023-04-15 08:00:00,山东省,淮河,沂河,174.37,51100300,跋山水库,185,0
181,2023-04-15 14:00:00,山东省,淮河,东汶河,171.74,51103400,岸堤水库,259,0
192,2023-04-15 14:00:00,山东省,淮河,浚河,182.98,51104700,唐村水库,43,0
30,2023-04-15 14:00:00,江苏省,淮河,淋头河,25.25,51106500,阿湖水库站,5,0
26,2023-04-15 14:00:00,江苏省,淮河,骆马湖,22.96,51107800,骆马湖水库,822,0
76,2023-04-15 14:00:00,山东省,淮河,沭河,65.55,51110700,沙沟水库,24,0
31,2023-04-15 14:00:00,江苏省,淮河,新沭河,23.53,51112101,石梁河水库,209,0
20,2023-04-15 14:00:00,江苏省,淮河,厚镇河,15.88,51114500,安峰山水库,39,0
132,2023-04-15 14:00:00,山东省,淮河,浔河,123.24,51114800,陡山水库,104,0
81,2023-04-15 14:00:00,山东省,淮河,西泇河,73.18,51209900,会宝岭水库(南),80,0
38,2023-04-15 14:00:00,江苏省,淮河,青口河,30.63,51300601,小塔山水库,85,0
185,2023-04-15 14:00:00,湖北省,长江,长江,155.28,60106980,三峡,22984,5500
298,2023-04-15 14:00:00,重庆市,长江,大洪河,287.76,60512050,大洪河,57,4
350,2023-04-15 08:00:00,重庆市,长江,龙溪河,336.1,60512080,狮子滩,337,6
482,2023-04-15 08:00:00,重庆市,长江,龙河,455.32,60531770,石板水,37,3
710,2023-04-15 14:00:00,甘肃省,长江,白龙江,702.53,60706825,碧口水库,138,111
765,2023-04-15 14:00:00,贵州省,长江,乌江,731.09,60800520,乌江渡水电站,1070,0
1243,2023-04-15 14:00:00,贵州省,长江,猫跳河,1230.467,60805700,红枫水库,222,0
1199,2023-04-15 14:00:00,贵州省,长江,猫跳河,1191.0,60805809,百花水库,130,0
1475,2023-04-15 14:00:00,湖北省,长江,郁江,1464.6,60811560,福宝山水库,4,0
330,2023-04-15 14:00:00,湖北省,长江,黄柏河,300.68,60900610,西北口水库,68,0
174,2023-04-15 14:00:00,湖北省,长江,玛瑙河,168.25,60903700,白河水库,9,0
153,2023-04-15 14:00:00,湖北省,长江,印河,145.78,60908800,跑马水库,22,0
129,2023-04-15 14:00:00,湖北省,长江,漳河,115.08,60911010,李家州,417,0
126,2023-04-15 14:00:00,湖北省,长江,漳河,115.08,60917010,烟墩,593,0
92,2023-04-15 14:00:00,湖北省,长江,花庙河,85.17,60918000,石子岭水库,9,0
82,2023-04-15 14:00:00,湖北省,长江,长江,76.11,60931200,鲁家港水库,12,0
138,2023-04-15 14:00:00,湖北省,长江,巩河,124.92,60938000,巩河水库,66,0
409,2023-04-15 14:00:00,湖北省,长江,清江,368.443,61002791,水布垭(坝上),2636,188
206,2023-04-15 14:00:00,湖北省,长江,清江,183.2,61003101,隔河岩(坝上),2027,102
83,2023-04-15 14:00:00,湖北省,长江,清江,79.13,61004710,高坝洲(坝上),379,32
740,2023-04-15 14:00:00,湖北省,长江,车坝河,719.86,61004950,车坝水库,22,0
43,2023-04-15 14:00:00,湖北省,长江,沮漳河,36.72,61013300,太湖港水库,26,0
324,2023-04-15 14:00:00,湖南省,长江,江华水,299.08,61103150,涔天河,761,130
176,2023-04-15 14:00:00,湖南省,长江,湘江,162.78,61103450,双牌,199,288
134,2023-04-15 14:00:00,湖南省,长江,舂陵水,125.8,61105650,欧阳海,179,20
294,2023-04-15 14:00:00,湖南省,长江,耒水,270.7,61108050,东江,6013,204
170,2023-04-15 08:00:00,湖南省,长江,攸水,153.49,61111500,酒埠江,111,23
251,2023-04-15 08:00:00,湖南省,长江,永乐江,226.12,61111750,青山垅,25,7
97,2023-04-15 08:00:00,湖南省,长江,涟水,87.81,61113550,水府庙,158,74
169,2023-04-15 08:00:00,湖南省,长江,沩水,145.84,61116200,黄材,33,10
128,2023-04-15 08:00:00,湖南省,长江,涧江,107.29,61140750,官庄,27,19
176,2023-04-15 14:00:00,湖南省,长江,资水,152.52,61201300,柘溪,1200,600
117,2023-04-15 14:00:00,湖南省,长江,沅水,96.06,61302350,五强溪,1505,1278
211,2023-04-15 14:00:00,湖南省,长江,酉水,189.15,61312550,凤滩,794,20
539,2023-04-15 14:00:00,湖北省,长江,新峡河,523.35,61312950,新峡水库,19,0
94,2023-04-15 08:00:00,湖南省,长江,白洋河,81.5,61315100,黄石,200,4
98,2023-04-15 14:00:00,湖北省,长江,洈水,87.04,61501000,洈水水库,229,0
54,2023-04-15 14:00:00,湖北省,长江,界溪河,47.76,61501150,卷桥水库,3,0
88,2023-04-15 14:00:00,湖南省,长江,涔水,72.65,61504200,王家厂,0,0
130,2023-04-15 14:00:00,湖北省,长江,新河,118.42,61520250,北河水库,13,0
96,2023-04-15 08:00:00,湖南省,长江,新墙河,86.99,61534300,铁山,357,38
65,2023-04-15 14:00:00,湖北省,长江,富水,51.05,61606600,富水,573,0
129,2023-04-15 08:00:00,湖北省,长江,湄港,119.4,61607280,雨山水库,5,0
268,2023-04-15 08:00:00,湖北省,长江,宋家港,239.12,61607350,石门塘水库,0,0
75,2023-04-15 14:00:00,湖北省,长江,三溪河,63.21,61608180,王英,314,0
60,2023-04-15 08:00:00,湖北省,长江,泊漠河,51.82,61609500,院基寺,50,0
54,2023-04-15 08:00:00,湖北省,长江,泊漠河,48.28,61609510,泥河,14,0
68,2023-04-15 14:00:00,湖北省,长江,栗树河,57.03,61609700,梅店,42,0
53,2023-04-15 14:00:00,湖北省,长江,夏家河,47.48,61609810,夏家寺,146,0
115,2023-04-15 14:00:00,湖北省,长江,檀树岗河,105.97,61610700,檀树岗,30,0
120,2023-04-15 14:00:00,湖北省,长江,张家河,113.13,61610750,八角庙,9,0
122,2023-04-15 14:00:00,湖北省,长江,四马河,112.64,61610810,烟宝地,28,0
89,2023-04-15 14:00:00,湖北省,长江,火莲畈,77.51,61610900,火莲畈,7,0
74,2023-04-15 14:00:00,湖北省,长江,金沙河,66.34,61611010,金沙河,76,0
128,2023-04-15 14:00:00,湖北省,长江,芭茅河,116.51,61612580,芭茅河,5,0
156,2023-04-15 14:00:00,湖北省,长江,阎家河,142.21,61612610,三河口,81,0
98,2023-04-15 14:00:00,湖北省,长江,白杲河,89.03,61613010,明山,81,0
71,2023-04-15 14:00:00,湖北省,长江,浮桥河,59.8,61614200,浮桥河,140,0
73,2023-04-15 14:00:00,湖北省,长江,杨家河,65.67,61614410,尾斗山,55,0
88,2023-04-15 14:00:00,湖北省,长江,沙河,74.24,61615000,道观河,45,0
303,2023-04-15 14:00:00,湖北省,长江,新昌河,288.06,61615810,天堂,63,0
250,2023-04-15 14:00:00,湖北省,长江,新昌河,247.0,61615820,天堂二级,9,0
111,2023-04-15 14:00:00,湖北省,长江,浠水,95.87,61617810,白莲河,377,0
256,2023-04-15 14:00:00,湖北省,长江,西河,237.51,61619298,张家嘴,49,0
128,2023-04-15 14:00:00,湖北省,长江,蕲水,113.42,61619410,大同,103,0
98,2023-04-15 14:00:00,湖北省,长江,蕲水,87.55,61619800,花园,46,0
168,2023-04-15 08:00:00,湖北省,长江,石门港,159.86,61625400,石门水库,11,0
180,2023-04-15 14:00:00,湖北省,长江,长河,170.09,61649400,跨马墩,16,0
183,2023-04-15 14:00:00,湖北省,长江,长河,169.27,61650000,凤凰关,11,0
80,2023-04-15 08:00:00,湖北省,长江,巴水,71.93,61651200,牛车河,54,0
55,2023-04-15 14:00:00,湖北省,长江,新桥河,44.89,61658300,鹞鹰岩,8,0
95,2023-04-15 14:00:00,湖北省,长江,雷溪河,80.84,61658400,黄河厂,4,0
58,2023-04-15 14:00:00,湖北省,长江,陆水,50.48,61705000,陆水水库,364,135
170,2023-04-15 14:00:00,湖北省,长江,鲤港,158.93,61706500,阁壁,4,0
207,2023-04-15 14:00:00,湖北省,长江,何家港,191.32,61707500,龙潭,5,0
127,2023-04-15 14:00:00,湖北省,长江,青山河,115.59,61708010,青山,244,0
30,2023-04-15 14:00:00,湖北省,长江,陆马河,26.18,61710900,三湖连江,50,0
110,2023-04-15 08:00:00,湖北省,长江,汀泗河,86.62,61711500,双石水库,9,0
112,2023-04-15 14:00:00,湖北省,长江,淦河,99.41,61712900,南川,54,0
440,2023-04-15 14:00:00,湖北省,长江,易家段河,422.08,61726000,百丈潭,3,0
93,2023-04-15 08:00:00,湖北省,长江,黄水河,84.73,61749000,四门楼水库,13,0
416,2023-04-15 08:00:00,陕西省,长江,汉江,404.19,61800850,石泉,162,180
367,2023-04-15 08:00:00,陕西省,长江,汉江,361.55,61800950,喜河,162,130
338,2023-04-15 14:00:00,陕西省,长江,汉江,317.45,61801250,安康库,1730,80
176,2023-04-15 14:00:00,湖北省,长江,汉江,154.37,61802700,丹江口水库,13806,630
515,2023-04-15 08:00:00,陕西省,长江,岚河,495.52,61810550,蔺河口,87,10
252,2023-04-15 14:00:00,湖北省,长江,堵河,231.62,61902580,黄龙滩,436,287
346,2023-04-15 14:00:00,湖北省,长江,霍河,336.06,61905710,霍河,68,0
149,2023-04-15 14:00:00,湖北省,长江,北河,138.28,61909010,潭口,25,0
154,2023-04-15 14:00:00,湖北省,长江,南河,148.1,61910310,南河,41,0
124,2023-04-15 14:00:00,湖北省,长江,红水河,112.61,61915600,红水河,21,0
127,2023-04-15 14:00:00,湖北省,长江,柳堰河,121.68,61915700,柳堰集,6,0
138,2023-04-15 14:00:00,湖北省,长江,莺河,130.71,61915980,莺河一库,63,0
158,2023-04-14 08:00:00,湖北省,长江,蛮河,137.88,61918010,三道河,55,0
171,2023-04-15 14:00:00,湖北省,长江,黑河,138.95,61919210,云台山,19,0
111,2023-04-15 14:00:00,湖北省,长江,敖水,95.89,61919710,温峡口,190,0
146,2023-04-15 14:00:00,湖北省,长江,汉江,136.79,61940700,孟桥川,44,0
117,2023-04-15 14:00:00,湖北省,长江,迴龙河,107.43,61948500,回龙河,9,0
117,2023-04-15 14:00:00,湖北省,长江,西排子河,111.34,61949700,西排子河,116,0
81,2023-04-15 14:00:00,湖北省,长江,敖水,72.09,61959000,黄坡,33,0
297,2023-04-15 14:00:00,河南省,长江,老灌河,281.75,62008500,石门,0,0
183,2023-04-15 14:00:00,河南省,长江,白河,169.06,62011000,鸭河口,335,0
225,2023-04-15 14:00:00,河南省,长江,赵河,215.07,62015300,赵湾,32,0
191,2023-04-15 08:00:00,河南省,长江,十八道河,182.59,62017200,宋家场,44,0
125,2023-04-15 08:00:00,湖北省,长江,苍龙河,121.37,62018400,周桥,17,0
203,2023-04-15 08:00:00,湖北省,长江,沙河,197.26,62019350,石梯,41,0
173,2023-04-15 14:00:00,湖北省,长江,沙河,164.27,62019410,沙河,11,0
146,2023-04-15 08:00:00,湖北省,长江,沙河,141.15,62019450,吉河,14,0
179,2023-04-15 08:00:00,湖北省,长江,沙河,173.31,62019600,姚棚,6,0
157,2023-04-15 08:00:00,湖北省,长江,沙河,150.84,62019620,马安山,4,0
137,2023-04-15 08:00:00,陕西省,长江,银花河,131.68,62019800,洛峪*,20,0
91,2023-04-15 14:00:00,湖北省,长江,官沟河,85.77,62058450,官沟,14,0
148,2023-04-15 14:00:00,湖北省,长江,华阳河,136.79,62058700,华阳河,17,0
130,2023-04-15 14:00:00,湖北省,长江,熊河,121.12,62059200,熊河,83,0
178,2023-04-15 14:00:00,湖北省,长江,涢水,171.81,62200210,大洪山,82,0
203,2023-04-15 14:00:00,湖北省,长江,溠水,188.56,62202410,吴山,52,0
122,2023-04-15 14:00:00,湖北省,长江,溠水,113.56,62202610,黑屋湾,54,0
192,2023-04-15 14:00:00,湖北省,长江,封江口河,179.29,62203010,天河口,52,0
127,2023-04-15 14:00:00,湖北省,长江,封江口河,120.61,62203210,封江口,131,0
114,2023-04-15 14:00:00,湖北省,长江,澴水支流，晏家河,105.83,62203800,观音岩,50,0
112,2023-04-15 14:00:00,湖北省,长江,浆溪店河,104.38,62203810,先觉庙,122,0
126,2023-04-15 14:00:00,湖北省,长江,两河口河,116.27,62204210,两河口,4,0
77,2023-04-15 14:00:00,湖北省,长江,徐家河,69.04,62204810,徐家河,289,0
105,2023-04-15 14:00:00,湖北省,长江,涢水支流，漳河,92.12,62205180,郑家河,37,0
91,2023-04-15 08:00:00,湖北省,长江,澴水支流，胡家河,82.34,62205950,芳畈,22,0
77,2023-04-15 08:00:00,湖北省,长江,澴水支流，晏家河,67.07,62206420,金盆,6,0
110,2023-04-15 14:00:00,湖北省,长江,界河,97.55,62206490,滑石冲,11,0
97,2023-04-15 14:00:00,湖北省,长江,寨子河,83.21,62207610,石门,25,0
89,2023-04-15 14:00:00,湖北省,长江,鬼水,77.89,62208010,惠亭山,82,0
125,2023-04-15 14:00:00,湖北省,长江,大富水,107.89,62208800,高关,66,0
58,2023-04-15 08:00:00,湖北省,长江,大富水,54.22,62246400,短港,40,0
105,2023-04-15 14:00:00,江西省,长江流域,赣江,86.89,62301230,万安水库,410,887
166,2023-04-15 14:00:00,江西省,长江流域,云亭水,147.29,62307750,老营盘水库,36,15
185,2023-04-15 14:00:00,江西省,长江流域,富田水,172.28,62308250,白云山水库,44,51
164,2023-04-15 14:00:00,江西省,长江流域,牛吼江,152.07,62309670,南车水库,65,40
175,2023-04-15 14:00:00,江西省,长江流域,泸水,165.09,62309880,社上水库,78,17
78,2023-04-15 14:00:00,江西省,长江流域,袁水,67.41,62311050,江口,248,272
