时间,水位,流量,WPTN,警戒水位,OBHTZ,OBHTZTM,比警戒,HIS,ADDVCD,市,ATCUNIT,BGFRYM,主流,基本站,DRNA,DSTRVM,DTMEL,基准面,DTPR,ESSTYM,FRGRD,支流,LGTD,LOCALITY,LTTD,MODITIME,PHCD,河名,STAZT,STBK,STCD,站点编号,站点位置,站名站点类型,USFL,HN_NUM
2023-04-19T08:00:00.000Z,127.41,7.5,6,-,-,,-,NaN,431122,永州,水文,,长江,中小河流,327,35.0,,黄海,,201601,3,湘江,111.473995,湖南水文,26.616754,2023-04-14T05:10:05.000Z,LHS,芦洪江,,,611E0370,永州市东安县芦洪市镇芦洪市村,芦洪市,ZQ,1,1
2023-04-19T08:00:00.000Z,25.15,-,6,-,-,,-,NaN,430623,洞庭湖分中心,,0,长江,长江委水文,-,,-1.801,黄海,,193508,3,四口,112.726944,长江委水文,29.305,2020-03-16T02:58:08.000Z,ZZKS,藕池河(北支),,,61503200,岳阳市华容县注滋口镇联合社区,注滋口(三),ZZ,1,8
2023-04-19T08:00:00.000Z,134.53,40.1,4,-,-,,-,NaN,431123,永州,水文,,长江,中小河流,147,2.0,,黄海,,201608,3,湘江,111.660994,湖南水文,25.949099,2023-04-14T05:11:42.000Z,ZB,永江,,,611E0470,永州市双牌县泷泊镇八亩田村,泷泊,ZQ,1,1
2023-04-19T06:12:18.000Z,112.27,-,,-,-,,-,NaN,431321,娄底水利(山洪),山洪,,长江,山洪预警,-,,,假定,,201201,5,湘江,112.443611,湖南水文,27.448889,2023-04-14T05:12:06.000Z,BB,涓水,,,611H7406,娄底市双峰县井字镇水湾村,白碧,ZZ,1,1
2023-04-19T08:00:00.000Z,118.69,195.6,4,-,-,,-,NaN,431102,永州,水文,,长江,中小河流,416,2.0,,黄海,,201601,3,湘江,111.580387,湖南水文,26.101335,2023-04-14T05:12:37.000Z,YXQ,贤水河,,,611E0475,永州市零陵区富家桥镇永兴桥村,永兴桥,ZQ,1,1
2023-04-19T08:00:00.000Z,55.98,-,6,-,-,,-,NaN,430922,益阳水利(山洪),山洪,201511,长江,山洪预警,-,,,85基准,,201509,5,资水,111.745,湖南水文,28.516944,2023-04-14T05:11:56.000Z,WT,资水,,,612H2102,益阳市桃江县马迹塘电站上游,武潭,ZZ,1,2
2023-04-19T08:00:00.000Z,126.21,-,,-,-,,-,NaN,430626,岳阳,水文,201310,长江,中小河流,225,12.0,,黄海,0.0,201305,3,洞庭湖,113.945278,湖南水文,28.839444,2023-04-14T05:11:55.000Z,HP,木瓜河,,1,615E2000,岳阳市平江县木金乡和平村,和平,ZZ,1,5
2023-04-19T08:00:00.000Z,292.27,-,5,-,-,,-,NaN,430822,张家界,水文,,长江,中小河流,671,15.0,,假定,,201007,2,澧水,109.996111,湖南水文,29.471667,2023-04-14T05:12:36.000Z,CJH,澧水,135.0,0,61400150,张家界市桑植县陈家河镇黄木潭居委会,陈家河,ZQ,1,4
2023-04-19T08:00:00.000Z,197.11,11.6,6,-,-,,-,NaN,431003,郴州,水文,201310,长江,中小河流,169,,,假定,0.0,201401,3,湘江,113.019554,湖南水文,25.679464,2023-04-14T05:12:14.000Z,MJ,郴江,,1,611E1500,郴州市苏仙区坳上镇,毛家,ZZ,1,1
2023-04-19T00:00:00.000Z,58.60,-,4,-,-,,-,NaN,430481,衡阳水利,水利,,长江,中型,-,,,,,198812,2,湘江,112.8686,湖南水文,26.59419,2023-04-14T05:12:24.000Z,YT,耒水,,,611K1366,衡阳市耒阳市遥田镇,遥田,RR,1,1
2023-04-19T08:00:00.000Z,87.09,-,4,-,-,,-,NaN,430481,衡阳,水文,201310,长江,中小河流,126,14.0,,85基准,0.0,201304,3,湘江,112.829639,湖南水文,26.30925,2023-04-14T05:11:46.000Z,XS,小水,,,611E1580,衡阳市耒阳市小水镇农科村,小水,ZZ,1,1
2023-04-19T08:00:00.000Z,28.24,-,4,-,-,,-,NaN,430623,岳阳水利(山洪),山洪,,长江,山洪预警,-,,,,,201911,5,洞庭湖,112.509985,湖南水文,29.572255,2023-04-14T05:12:17.000Z,WYZ,华容河,,,615H0220,岳阳市华容县万庾镇,万庾,ZZ,1,5
2023-04-19T08:00:00.000Z,42.40,-,5,-,-,,-,NaN,430381,湘潭,水文,201905,长江,防汛站,-,,,,,201905,4,湘江,112.591411,湖南水文,27.75801,2023-04-14T05:12:31.000Z,DSDZ,涟水,,,61113806,湘潭市湘乡市东效乡花亭村,东山电站,ZZ,1,1
2023-04-19T08:00:00.000Z,27.75,-,6,-,-,,-,NaN,430603,岳阳水利(山洪),山洪,,长江,山洪预警,-,,,其它,,201209,5,洞庭湖,113.206667,湖南水文,29.500278,2023-04-14T05:10:11.000Z,SYH,云溪河,,,615H0008,岳阳市云溪区永济乡茅岭头村,松阳湖,ZZ,1,5
2023-04-19T08:00:00.000Z,192.97,-,6,-,-,,-,NaN,430225,株洲,水文,,长江,中小河流,-,,,假定,,201405,3,湘江,113.662139,湖南水文,26.412861,2023-04-14T05:12:21.000Z,YDL,斜濑水,,0,611E1850,株洲市炎陵县鹿原镇柳山村,炎帝陵,ZQ,1,1
2023-04-19T08:00:00.000Z,54.33,-,6,-,-,,-,NaN,430922,益阳水利(山洪),山洪,201511,长江,山洪预警,-,,,85基准,,201509,5,资水,111.784444,湖南水文,28.503056,2023-04-14T05:11:28.000Z,MJTZ,资水,,,612H2101,益阳市桃江县马迹塘镇渡口,马迹塘镇,ZZ,1,2
2023-04-19T08:00:00.000Z,326.95,-,6,-,-,,-,NaN,431081,郴州,水文,201310,长江,中小河流,213,,,假定,0.0,201402,3,湘江,113.453444,湖南水文,26.132505,2023-04-14T05:11:58.000Z,XP,永乐江,,1,611E1985,郴州市资兴市州门司镇波水村,下坪,ZZ,1,1
2023-04-19T08:00:00.000Z,261.22,17,6,-,-,,-,NaN,431025,郴州,水文,201310,珠江,中小河流,130,,,假定,0.0,201401,3,北江,112.602993,湖南水文,25.21174,2023-04-14T05:10:09.000Z,TT,人民河,,1,810E0050,郴州市临武县南强镇田头村,田头,ZZ,1,8
2023-04-19T08:00:00.000Z,148.70,0,,-,-,,-,NaN,431028,郴州,水文,,长江,中小河流,100,14.0,,85基准,,201606,3,湘江,113.423056,湖南水文,26.440278,2023-04-14T05:10:38.000Z,XZ,浦阳河,,,611E1994,郴州市安仁县金紫仙镇新洲村,新洲,ZQ,1,1
2023-04-19T08:00:00.000Z,50.53,-,4,-,-,,-,NaN,430408,衡阳水利(山洪),山洪,,长江,山洪预警,-,,,假定,,201310,5,湘江,112.560417,湖南水文,26.932806,2023-04-14T05:11:35.000Z,SSGZ,杉旭河,,,611H1011,衡阳市蒸湘区呆鹰岭镇新民村,十狮港闸,ZZ,1,1
2023-04-19T08:00:00.000Z,32.58,-,6,-,-,,-,NaN,430212,株洲,水文,201310,长江,中小河流,-,,,假定,0.0,201305,3,湘江,113.146389,湖南水文,27.701667,2023-04-14T05:11:38.000Z,ZK,渌水,,1,611E2200,株洲市渌口区渌口镇,渌口,ZZ,1,1
2023-04-19T08:00:00.000Z,30.36,-,6,-,-,,-,NaN,430623,岳阳水利(山洪),山洪,,长江,山洪预警,-,,,,,201911,5,洞庭湖,112.726148,湖南水文,29.23867,2023-04-14T05:11:56.000Z,LQH,洞庭湖,,,615H0213,岳阳市华容县注滋口镇农安村农安剅闸,隆庆河,ZZ,1,5
2023-04-19T08:00:00.000Z,62.25,-,6,-,-,,-,NaN,430212,株洲,水文,,长江,中小河流,-,,,假定,,201509,3,湘江,113.095278,湖南水文,27.316111,2023-04-14T05:11:56.000Z,ZT,朱亭港,,0,611E2120,株洲市渌口区朱亭镇龙形村,朱亭,ZQ,1,1
2023-04-19T08:00:00.000Z,36.85,3.8,4,-,-,,-,NaN,430302,湘潭,水文,,长江,中小河流,-,,,假定,,201512,3,湘江,112.947222,湖南水文,27.920833,2023-04-14T05:12:27.000Z,ZG,争光河,,0,611E2645,湘潭市雨湖区响塘乡响塘村,争光,ZQ,1,1
2023-04-19T08:00:00.000Z,137.23,59.9,6,-,-,,-,NaN,431382,娄底,水文,201310,长江,中小河流,420,,,假定,0.0,201408,3,湘江,111.778056,湖南水文,27.842778,2023-04-14T05:11:39.000Z,ZJ,湄江,,,611E2460,娄底市涟源市湄江镇白石村,湄江,ZZ,1,1
2023-04-19T08:00:00.000Z,188.36,30.2,5,-,-,,-,NaN,431022,郴州,水文,201310,珠江,中小河流,238,,,假定,0.0,201401,3,北江,113.002131,湖南水文,25.202275,2023-04-14T05:10:19.000Z,ZK,新塘河,,0,810E0150,郴州市宜章县栗源镇迳口村,迳口,ZZ,1,8
2023-04-19T08:00:00.000Z,49.00,1.5,5,-,-,,-,NaN,430321,湘潭,水文,201310,长江,中小河流,120,15.0,,85基准,,201312,3,湘江,112.734111,湖南水文,27.701389,2023-04-14T05:12:38.000Z,SQ,烈雁金河,,1,611E2600,湘潭市湘潭县射埠镇高泉村,上桥,ZZ,1,1
2023-04-19T08:00:00.000Z,213.56,-,6,-,-,,-,NaN,431224,怀化,水文,,长江,中小河流,250,30.0,,假定,,201510,3,沅水,110.6725,湖南水文,27.711389,2023-04-14T05:10:56.000Z,HH,高明溪,,,613E1120,怀化市溆浦县两丫坪镇两丫坪社区,荷花,ZQ,1,3
2023-04-19T08:00:00.000Z,110.52,-,,-,-,,-,NaN,431222,怀化,水文,,长江,中小河流,408,16.5,,假定,,201512,3,沅水,110.186667,湖南水文,28.436389,2023-04-14T05:10:54.000Z,EY,酉溪河,,,613E2540,怀化市沅陵县二酉苗族乡棋坪村,二酉,ZQ,1,3
2023-04-19T08:00:00.000Z,393.78,-,6,-,-,,-,NaN,430822,张家界,水文,201310,长江,中小河流,215,,,假定,,201305,3,澧水,109.922194,湖南水文,29.708611,2023-04-14T05:10:40.000Z,WJP,澧水(北源),0.0,1,614E0100,张家界市桑植县五道水镇五道水居委会,汪家坪,ZZ,1,4
2023-04-19T07:07:54.000Z,168.52,-,,-,-,,-,NaN,431271,怀化水利(山洪),山洪,,长江,山洪预警,-,,,85基准,,201005,5,沅水,110.006111,湖南水文,27.112778,2023-04-14T05:11:51.000Z,TLY,桃李园溪,,,613H9507,怀化市洪江区桂花园乡堆边村,桃李园,ZZ,1,3
2023-04-19T08:00:00.000Z,116.87,-,,-,-,,-,NaN,360323,宜春水文局,,,长江,江西水文,-,,,,,,5,湘江,113.9,江西水文,27.566666,2020-05-22T02:22:55.000Z,QX,南坑水,,,61136340,江西省萍乡市芦溪县南坑镇圭田村,桥下,ZZ,1,1
2023-04-19T08:00:00.000Z,31.34,-,5,-,-,,-,NaN,430112,长沙,水文,,长江,中小河流,316,5.0,,85基准,,201601,3,湘江,112.777694,湖南水文,28.343972,2023-04-14T05:12:41.000Z,GTL,八曲河,,,611E2950,长沙市望城区乌山镇金树村,高塘岭,ZQ,1,1
2023-04-19T08:00:00.000Z,260.62,-,4,-,-,,-,NaN,431025,郴州水利(山洪),山洪,201301,珠江,山洪预警,-,,,黄海,,201105,5,北江,112.560463,湖南水文,25.280862,2023-04-14T05:11:26.000Z,WSQ,武江,,,810G0060,郴州市临武县武水镇乌溪河坝,武水桥,ZZ,1,8
2023-04-19T08:00:00.000Z,201.66,-,,-,-,,-,NaN,431222,怀化,水文,,长江,中小河流,218,41.1,,假定,,201512,3,沅水,110.625,湖南水文,28.800556,2023-04-14T05:11:24.000Z,DHP,珠红溪,,,613E2490,怀化市沅陵县大合坪乡大合坪村,大合坪,ZQ,1,3
2023-04-19T08:00:00.000Z,252.56,-,4,-,-,,-,NaN,431025,郴州水利(山洪),山洪,201301,珠江,山洪预警,-,,,黄海,,201105,5,北江,112.594694,湖南水文,25.225,2023-04-14T05:10:05.000Z,RMH,人民河,,,810G0260,郴州市临武县南强镇文溪村河坝,人民河,ZZ,1,8
2023-04-19T08:00:00.000Z,39.07,194,,-,-,,-,NaN,430181,长沙,水文,201901,长江,防汛站,3356,64.1,,85基准,,201901,4,湘江,113.293333,湖南水文,28.033611,2023-04-14T05:10:14.000Z,JP,浏渭河,,,611F2003,长沙市浏阳市镇头镇金牌村,金牌,ZQ,1,1
2023-04-19T08:00:00.000Z,204.05,-,,-,-,,-,NaN,431022,郴州水利(山洪),山洪,201301,珠江,山洪预警,-,,,黄海,,201105,5,北江,112.816742,湖南水文,25.325222,2023-04-14T05:10:27.000Z,YXQ,武江,,,810G0360,郴州市宜章县梅田镇遇仙桥村,遇仙桥,ZZ,1,8
2023-04-19T08:00:00.000Z,34.64,-,,-,-,,-,NaN,430903,益阳,水文,201807,长江,防汛站-内湖共享,-,,,,,201807,4,湘江,112.588111,湖南水文,28.541092,2023-04-14T05:11:23.000Z,XHDPQS,新河电排引水渠,,,611F2711,益阳市赫山区,新河电排渠首,ZZ,1,1
2023-04-19T08:00:00.000Z,391.49,-,4,-,-,,-,NaN,433123,湘西,水文,,长江,中小河流,97,,,85基准,,201601,3,沅水,109.458611,湖南水文,27.885,2023-04-14T05:11:56.000Z,HS,白泥江,,,613E0900,湘西州凤凰县新场乡合水村,合水,ZQ,1,3
2023-04-19T08:00:00.000Z,29.99,-,,-,-,,-,NaN,430903,益阳,水文,201807,长江,防汛站-内湖共享,-,,,,,201807,4,湘江,112.587517,湖南水文,28.542616,2023-04-14T05:10:12.000Z,SQZW,张芦渠,,,611F2716,益阳市赫山区,双庆闸(外),ZZ,1,1
2023-04-19T08:00:00.000Z,34.19,-,6,-,-,,-,NaN,430723,常德水利(山洪),山洪,,长江,山洪预警,-,,,假定,,201212,5,洞庭湖,111.855833,湖南水文,29.696694,2023-04-14T05:10:21.000Z,ZZXHQ,涔水,,,615H1002,常德市澧县涔澹蓄洪区合同铺村,涔澹蓄洪区,ZZ,1,5
2023-04-19T08:00:00.000Z,257.60,-,,-,-,,-,NaN,431225,怀化,水文,,长江,中小河流,757,8.8,,假定,0.0,201406,3,沅水,109.630556,湖南水文,26.793333,2023-04-14T05:12:36.000Z,GP,广坪河,,0,613E0600,怀化市会同县广坪镇铁炉头村,广坪,ZQ,1,3
2023-04-19T08:00:00.000Z,172.48,-,6,-,-,,-,NaN,431226,怀化水利(山洪),山洪,,长江,山洪预警,-,,,85基准,,201203,5,沅水,109.785556,湖南水文,27.900278,2023-04-14T05:12:24.000Z,SCK,老溪,,,613H1400,怀化市麻阳县高村镇兴隆湾村,双岔口,ZZ,1,3
2023-04-19T08:00:00.000Z,30.04,-,,-,-,,-,NaN,430903,益阳,水文,201807,长江,防汛站-内湖共享,-,,,,,201807,4,湘江,112.707156,湖南水文,28.62971,2023-04-14T05:12:38.000Z,XQSZN,烂泥湖撇洪河,,,611F2734,益阳市赫山区,新泉寺闸(内),ZZ,1,1
2023-04-19T08:00:00.000Z,36.27,-,4,-,-,,-,NaN,430681,岳阳水利(山洪),山洪,,长江,山洪预警,-,,,其它,,201209,5,洞庭湖,113.176944,湖南水文,28.661944,2023-04-14T05:11:59.000Z,MJSX,湄江,,,615H0508,岳阳市汨罗市沙溪镇沙溪村,眉江(沙溪),ZZ,1,5
2023-04-19T08:00:00.000Z,286.85,-,,-,-,,-,NaN,431026,郴州水利(山洪),山洪,201301,长江,山洪预警,-,,,黄海,,201105,5,湘江,113.697472,湖南水文,25.672416,2023-04-14T05:11:58.000Z,CGW,沤江,,,611G3030,郴州市汝城县暖水镇双联村,称钩湾,ZZ,1,1
2023-04-19T08:00:00.000Z,194.77,-,,-,-,,-,NaN,431022,郴州水利(山洪),山洪,201301,珠江,山洪预警,-,,,黄海,,201105,5,北江,112.940556,湖南水文,25.401667,2023-04-14T05:11:30.000Z,XMQ,玉溪河,,,810G0740,郴州市宜章县玉溪镇西门桥,西门桥,ZZ,1,8
2023-04-19T08:00:00.000Z,80.10,40.983,4,-,-,,-,NaN,430181,长沙,水文,202201,长江,防汛站,-,,,,,202201,4,湘江,113.737167,湖南水文,28.202419,2023-04-14T05:12:05.000Z,GP,浏渭河,,,611F2005,长沙市浏阳市高坪镇向阳村,高坪,ZQ,1,1
2023-04-19T08:00:00.000Z,0.67,-,6,-,-,,-,NaN,431022,郴州水利(山洪),山洪,201301,珠江,山洪预警,-,,,黄海,,201105,5,北江,112.867941,湖南水文,24.984101,2023-04-14T05:11:44.000Z,LJHD,乐水,,,810G5500,郴州市宜章县莽山瑶族乡刘家,刘家河道,ZZ,1,8
2023-04-19T08:00:00.000Z,21.85,-,5,-,-,,-,NaN,431122,永州水利(山洪),山洪,201301,长江,山洪预警,26,14.0,,黄海,,201301,5,湘江,111.090278,湖南水文,26.390833,2023-04-14T05:11:41.000Z,YJHB,紫水河,,,611H0106,永州市东安县大庙口镇扬江河坝,扬江河坝,ZZ,1,1
2023-04-19T08:00:00.000Z,264.46,-,,-,-,,-,NaN,431022,郴州水利(山洪),山洪,201301,珠江,山洪预警,-,,,黄海,,201209,5,北江,113.175623,湖南水文,25.520014,2023-04-14T05:12:08.000Z,YXHHD,渔溪河,,,810H0007,郴州市宜章县赤石乡,渔溪河河道,ZZ,1,8
2023-04-19T08:00:00.000Z,186.59,-,5,-,-,,-,NaN,431125,永州水利(山洪),山洪,201301,长江,山洪预警,505,23.0,,黄海,,201301,5,湘江,111.364167,湖南水文,25.279167,2023-04-14T05:10:13.000Z,YMHD,永明河,,,611H0251,永州市江永县上江圩镇下新屋村,永明河道,ZZ,1,1
2023-04-19T08:00:00.000Z,29.97,-,6,-,-,,-,NaN,430103,长沙,水文,,长江,洪水易发,82120,89.0,,85基准,,201010,2,湘江,112.988917,湖南水文,27.988889,2023-04-14T05:10:58.000Z,MY,湘江,,,61139710,长沙市天心区兴马洲渡口,暮云,ZZ,1,1
2023-04-19T00:10:29.000Z,106.52,-,,-,-,,-,NaN,431321,娄底水利(山洪),山洪,,长江,山洪预警,-,,,假定,,201201,5,湘江,112.108333,湖南水文,27.329444,2023-04-14T05:11:00.000Z,CT,侧水,,,611H7404,娄底市双峰县锁石镇锁石村,车田,ZZ,1,1
2023-04-19T08:00:00.000Z,32.07,-,4,-,-,,-,NaN,430722,常德水利(山洪),山洪,,长江,山洪预警,-,,,假定,,201212,5,洞庭湖,112.123944,湖南水文,28.915556,2023-04-14T05:11:18.000Z,PTDPW,洞庭湖,,,615H0905,常德市汉寿县坡头镇坡头电排,坡头电排(外),ZZ,1,5
2023-04-19T08:00:00.000Z,374.92,-,6,-,-,,-,NaN,431127,永州水利(山洪),山洪,201301,长江,山洪预警,4,1.8,,黄海,,201301,5,湘江,112.1525,湖南水文,25.266944,2023-04-14T05:11:53.000Z,SCHD,舜水,,,611H0361,永州市蓝山县所城镇所城村,所城河道,ZZ,1,1
2023-04-19T08:00:00.000Z,84.32,-,6,-,-,,-,NaN,430182,长沙,水文,201310,长江,中小河流,234,34.0,0.061,冻结(85基准),,201305,3,湘江,112.334722,湖南水文,27.992222,2023-04-14T05:12:27.000Z,HT,乌江,,,611E2920,长沙市宁乡市灰汤镇花果村,灰汤,ZZ,1,1
2023-04-19T08:00:00.000Z,47.06,19,6,-,55.5,2006-07-14T16:00:00.000Z,-,-8.44,430481,衡阳,水文,,长江,基本站,390,16.0,47.426,冻结(黄海),,195901,1,湘江,113.0,湖南水文,26.366667,2023-04-14T05:11:54.000Z,CJTE,淝江,,1,61110400,衡阳市耒阳市夏塘镇新江村,操箕潭(二),ZQ,1,1
2023-04-19T08:00:00.000Z,47.62,-,4,-,-,,-,NaN,430321,湘潭,水文,,长江,中小河流,-,,,假定,0.0,201512,3,湘江,112.936389,湖南水文,27.463611,2023-04-14T05:11:16.000Z,HT,朝阳渠,,0,611E2115,湘潭市湘潭县白石镇湖田村,湖田,ZQ,1,1
2023-04-19T08:00:00.000Z,164.14,-,,-,-,,-,NaN,431023,郴州水利(山洪),山洪,201301,长江,山洪预警,-,,,85基准,,201209,5,湘江,112.941021,湖南水文,26.040825,2023-04-14T05:11:33.000Z,JJQHD,九山河,,,611H0603,郴州市永兴县高亭司镇油市村,军家桥河道,ZZ,1,1
2023-04-19T08:00:00.000Z,26.64,-,4,-,-,,-,NaN,430722,常德水利(山洪),山洪,,长江,山洪预警,-,1.0,,假定,,201212,5,洞庭湖,112.205889,湖南水文,28.998556,2023-04-14T05:12:33.000Z,NJJDP,洞庭湖,,,615H0901,常德市汉寿县鸭子港乡牛角尖,牛角尖电排,ZZ,1,5
2023-04-19T08:00:00.000Z,285.03,-,,-,-,,-,NaN,431225,怀化,水文,,长江,中小河流,170,12.4,,假定,0.0,201406,3,沅水,109.744722,湖南水文,26.936389,2023-04-14T05:11:30.000Z,PC,会同河,,0,613E0590,怀化市会同县坪村镇坪村村,坪村,ZQ,1,3
2023-04-19T08:00:00.000Z,8.24,-,,-,-,,-,NaN,431022,郴州水利(山洪),山洪,201301,珠江,山洪预警,-,,,黄海,,201105,5,北江,112.870808,湖南水文,25.177272,2023-04-14T05:12:25.000Z,SJT,乐水,,,810G0480,郴州市宜章县一六镇石街头村,石街头,ZZ,1,8
2023-04-19T08:00:00.000Z,52.45,-,6,-,-,,-,NaN,430406,衡阳水利(山洪),山洪,,长江,山洪预警,-,,,假定,,201310,5,湘江,112.6425,湖南水文,26.864806,2023-04-14T05:12:02.000Z,DJQ,湘江,,,611H1016,衡阳市雁峰区湘江乡湘江村,丁家桥,ZZ,1,1
2023-04-19T08:00:00.000Z,75.64,63.3,6,-,85.87,1980-08-01T16:00:00.000Z,-,-10.23,430726,常德,水文,200401,长江,基本站,3000,15.0,-2.005,吴淞(黄海),,195205,1,澧水,111.233333,湖南水文,29.666667,2023-04-14T05:12:36.000Z,ZSE,渫水,,,61402400,常德市石门县皂市镇居委会,皂市(二),ZQ,1,4
2023-04-19T08:00:00.000Z,68.93,-,6,-,-,,-,NaN,430424,衡阳水利(山洪),山洪,,长江,山洪预警,-,,,假定,,201209,5,湘江,113.203889,湖南水文,26.837917,2023-04-14T05:12:37.000Z,WRYHB,永乐江,,,611H1259,衡阳市衡东县高塘乡石塘村,望日岩河坝,ZZ,1,1
2023-04-19T08:00:00.000Z,160.81,-,6,-,-,,-,NaN,431123,永州水利(山洪),山洪,201201,长江,山洪预警,18,1.4,,85基准,,201105,5,湘江,111.710278,湖南水文,25.742222,2023-04-14T05:12:04.000Z,JC,湘江,,,611G0790,永州市双牌县江村镇五里村,江村,ZZ,1,1
2023-04-19T08:00:00.000Z,269.96,-,5,-,-,,-,NaN,430225,株洲水利(山洪),山洪,,长江,山洪预警,-,,,假定,,201304,5,湘江,113.934167,湖南水文,26.551389,2023-04-14T05:12:18.000Z,SDZ,沔水,,,611H1654,株洲市炎陵县十都镇十都村,十都镇,ZZ,1,1
2023-04-19T08:00:00.000Z,223.43,-,4,-,-,,-,NaN,431128,永州水利(山洪),山洪,201301,长江,山洪预警,3,3.0,,黄海,,201301,5,湘江,112.178611,湖南水文,25.965278,2023-04-14T05:11:54.000Z,YD,日西河,,,611H0400,永州市新田县骥村镇音洞村,音洞,ZZ,1,1
2023-04-19T08:00:00.000Z,208.16,-,4,-,-,,-,NaN,430225,株洲水利(山洪),山洪,,长江,山洪预警,-,,,假定,,201304,5,湘江,113.769722,湖南水文,26.485833,2023-04-14T05:10:49.000Z,CPH,草坪河,,,611H1655,株洲市炎陵县霞阳镇,草坪河,ZZ,1,1
2023-04-19T08:00:00.000Z,12.14,-,4,-,-,,-,NaN,430223,株洲水利(山洪),山洪,,长江,山洪预警,-,,,假定,,201209,5,湘江,113.266667,湖南水文,26.866667,2023-04-14T05:11:47.000Z,DZC,洣水,,,611H1552,株洲市攸县渌田镇大洲村,大洲村,ZZ,1,1
2023-04-19T08:00:00.000Z,35.51,-,6,-,-,,-,NaN,430121,长沙水利(山洪),山洪,,长江,山洪预警,-,,,85基准,,201209,5,湘江,113.172,湖南水文,28.326,2023-04-14T05:12:25.000Z,CSH,榨山港,,,611H1837,长沙市长沙县黄花镇,赤石河,ZZ,1,1
2023-04-19T08:00:00.000Z,278.64,-,6,-,-,,-,NaN,430524,邵阳,水文,,长江,中小河流,400,13.7,,黄海,,201510,3,资水,110.85,湖南水文,27.183333,2023-04-14T05:12:12.000Z,HBQ,西洋江,,,612E1070,邵阳市隆回县横板桥镇复兴村,横板桥,ZQ,1,2
2023-04-19T08:00:00.000Z,45.14,-,4,-,-,,-,NaN,430182,长沙水利(山洪),山洪,,长江,山洪预警,-,,,黄海,,201209,5,湘江,112.533333,湖南水文,28.25,2023-04-14T05:12:40.000Z,YT,沩水,,,611H1953,长沙市宁乡市玉潭镇龙头湾,玉潭,ZZ,1,1
2023-04-19T08:00:00.000Z,42.46,-,,-,46.6,1976-07-07T16:00:00.000Z,-,-4.14,431125,永州,水文,197204,长江,基本站,505,45.0,174.779,冻结(黄海),,197201,1,湘江,111.35,湖南水文,25.283333,2023-04-14T05:10:31.000Z,JY,永明河,,1,61104100,永州市江永县消浦镇一中路,江永,ZQ,1,1
2023-04-19T08:00:00.000Z,295.42,-,5,-,-,,-,NaN,430225,株洲水利(山洪),山洪,,长江,山洪预警,-,,,假定,,201304,5,湘江,113.803333,湖南水文,26.344167,2023-04-14T05:11:47.000Z,SKZ,河漠水,,,611H1650,株洲市炎陵县水口镇水西村,水口镇,ZZ,1,1
2023-04-19T08:00:00.000Z,118.28,-,4,-,-,,-,NaN,430224,株洲水利(山洪),山洪,,长江,山洪预警,-,,,假定,,201304,5,湘江,113.618611,湖南水文,26.720833,2023-04-14T05:12:41.000Z,NZ,洣水,,,611H1606,株洲市茶陵县舲舫乡官溪村,舲舫,ZZ,1,1
2023-04-19T08:00:00.000Z,43.88,-,6,-,-,,-,NaN,430424,衡阳水利(山洪),山洪,,长江,山洪预警,-,,,假定,,201209,5,湘江,112.941194,湖南水文,27.318611,2023-04-14T05:11:44.000Z,SWHD,湘江,,,611H1251,衡阳市衡东县石湾镇石坝村,石湾河堤,ZZ,1,1
2023-04-19T07:55:00.000Z,75.43,-,5,-,-,,-,NaN,431121,永州水利(山洪),山洪,201301,长江,山洪预警,12,14.0,,黄海,,201301,5,湘江,111.975278,湖南水文,26.430833,2023-04-14T05:10:45.000Z,BS,白水,,,611H0071,永州市祁阳县白水镇湘江村,白水,ZZ,1,1
2023-04-19T08:00:00.000Z,32.80,-,6,-,-,,-,NaN,430321,湘潭水利(山洪),山洪,201301,长江,山洪预警,-,,,假定,,201203,5,湘江,112.719722,湖南水文,27.787778,2023-04-14T05:11:05.000Z,YJQ,涟水,,,611H2560,湘潭市湘潭县石潭镇涟滨村撇洪渠入河口上游1Km,杨嘉桥,ZZ,1,1
2023-04-19T08:00:00.000Z,29.01,-,5,-,-,,-,NaN,430624,岳阳,水文,201807,长江,防汛站,-,,,,,201804,4,洞庭湖,112.775555,湖南水文,28.706666,2023-04-14T05:11:30.000Z,GT,湘江,,,615F0370,岳阳市湘阴县古塘镇古塘村,古塘,ZZ,1,5
2023-04-19T08:00:00.000Z,31.04,-,,-,-,,-,NaN,430903,益阳,水文,,长江,中小河流,519,9.9,,85基准,,201501,3,资水,112.27,湖南水文,28.526111,2023-04-14T05:11:48.000Z,XLG,志溪河,,0,612E2890,益阳市赫山区谢林港镇谢林港村,谢林港,ZQ,1,2
2023-04-19T08:00:00.000Z,68.54,-,4,-,-,,-,NaN,430281,株洲水利(山洪),山洪,,长江,山洪预警,-,,,假定,,201209,5,湘江,113.596944,湖南水文,27.706944,2023-04-14T05:10:50.000Z,WXH,王仙河,,,611H1719,株洲市醴陵市王仙镇香水村,王仙河,ZZ,1,1
2023-04-19T08:00:00.000Z,208.86,-,6,-,-,,-,NaN,430503,邵阳,水文,,长江,中小河流,12074,426.0,,黄海,,201605,3,资水,111.375222,湖南水文,27.192278,2023-04-14T05:11:28.000Z,SYFSZ,资水,,,61200550,邵阳市大祥区雨溪镇塘瑶村,邵阳附属站,ZZ,1,2
