流域,站点编号,行政区,河名,站名,时间,水位(米),流量(米3/秒),警戒水位(米)
淮河,51200301,山东省,大运河,后营,2023-04-17 08:00:00,34.45,-91,37.7
淮河,51201601,山东省,南阳湖,南阳,2023-04-17 08:00:00,34.21,0,35.0
淮河,51202101,山东省,独山湖,马口,2023-04-17 08:00:00,34.3,0,35.0
淮河,51203401,山东省,微山湖,微山,2023-04-17 08:00:00,31.77,0,34.5
淮河,51203501,山东省,微山湖,韩庄(微),2023-04-17 08:00:00,31.78,0,34.5
淮河,51205000,江苏省,大运河,滩上集,2023-04-17 14:00:00,23.08,0,0.0
淮河,51205100,江苏省,大运河,运河,2023-04-17 14:00:00,23.01,0,24.5
淮河,51206801,山东省,洸府河,黄庄,2023-04-17 08:00:00,36.25,0,37.5
淮河,51207201,山东省,泗河,书院,2023-04-17 08:00:00,66.69,0,67.7
淮河,51208001,山东省,白马河,马楼,2023-04-17 08:00:00,4.45,0,8.12
淮河,51209500,江苏省,分洪道,林子,2023-04-17 14:00:00,24.82,0,28.5
淮河,51213201,山东省,万福河,孙庄（二）,2023-04-17 08:00:00,34.37,0,36.5
淮河,51213801,山东省,东鱼河,鱼台,2023-04-17 08:00:00,34.09,0,35.45
淮河,51214001,山东省,胜利河,黄寺,2023-04-17 08:00:00,45.05,0,0.0
长江,60100700,青海省,通天河,直门达,2023-04-17 08:00:00,3524.3,208,0.0
长江,60100800,四川省,金沙江,岗拖(三),2023-04-17 14:00:00,3570.53,230,0.0
长江,60101300,云南省,金沙江,石鼓,2023-04-17 14:00:00,1818.48,570,1822.5
长江,60102100,四川省,金沙江,攀枝花(二),2023-04-17 14:00:00,986.22,454,999.91
长江,60102400,云南省,金沙江,龙街(三),2023-04-17 14:00:00,964.34,0,0.0
长江,60102800,四川省,金沙江,华弹,2023-04-17 14:00:00,783.53,0,0.0
长江,60103800,四川省,金沙江,宜宾(二),2023-04-17 14:00:00,260.6,0,277.9
长江,60104100,四川省,长江,李庄,2023-04-17 14:00:00,257.59,0,270.5
长江,60104500,四川省,长江,泸州(三),2023-04-17 14:00:00,225.53,0,240.5
长江,60104600,四川省,长江,合江,2023-04-17 14:00:00,208.09,0,221.8
长江,60104800,重庆市,长江,朱沱(三),2023-04-17 14:00:00,197.68,4150,211.0
长江,60105400,重庆市,长江,寸滩,2023-04-17 14:00:00,160.67,5870,180.5
长江,60105500,重庆市,长江,长寿(二),2023-04-17 14:00:00,155.5,0,0.0
长江,60105700,重庆市,长江,清溪场(四),2023-04-17 14:00:00,155.26,0,0.0
长江,60105900,重庆市,长江,忠县(二),2023-04-17 14:00:00,155.29,0,0.0
长江,60106000,重庆市,长江,万县(二),2023-04-17 14:00:00,155.28,0,0.0
长江,60106300,重庆市,长江,奉节(二),2023-04-17 14:00:00,155.17,0,0.0
长江,60106600,重庆市,长江,巫山,2023-04-17 14:00:00,155.03,0,0.0
长江,60106700,湖北省,长江,巴东(三),2023-04-17 14:00:00,155.09,0,0.0
长江,60107000,湖北省,长江,茅坪(二),2023-04-17 14:00:00,155.12,0,0.0
长江,60107100,湖北省,长江,三斗坪(二),2023-04-17 14:00:00,65.26,0,0.0
长江,60107170,湖北省,长江,黄陵庙(陡),2023-04-17 14:00:00,65.13,5970,0.0
长江,60107200,湖北省,长江,南津关(二),2023-04-17 14:00:00,65.06,0,0.0
长江,60107245,湖北省,长江,葛洲坝5#,2023-04-17 14:00:00,65.05,0,0.0
长江,60107300,湖北省,长江,宜昌,2023-04-17 14:00:00,39.64,6540,53.0
长江,60107400,湖北省,长江,枝城,2023-04-17 14:00:00,37.96,6600,49.0
长江,60107700,湖北省,长江,马家店,2023-04-17 14:00:00,33.08,0,0.0
长江,60108100,湖北省,长江,陈家湾,2023-04-17 14:00:00,29.94,0,43.0
长江,60108300,湖北省,长江,沙市,2023-04-17 14:00:00,29.47,6750,43.0
长江,60108900,湖北省,长江,郝穴(二),2023-04-17 14:00:00,27.49,0,0.0
长江,60109100,湖北省,长江,新厂(二),2023-04-17 14:00:00,26.64,0,0.0
长江,60109400,湖北省,长江,石首,2023-04-17 14:00:00,26.04,0,38.5
长江,60110100,湖北省,长江,调弦口,2023-04-17 14:00:00,25.73,0,37.0
长江,60110500,湖北省,长江,监利(二),2023-04-17 14:00:00,24.61,6680,35.7
长江,60111200,,长江,莲花塘,2023-04-17 14:00:00,21.63,0,32.5
长江,60111300,湖北省,长江,螺山,2023-04-17 14:00:00,20.51,12400,32.0
长江,60112200,湖北省,长江,汉口,2023-04-17 14:00:00,15.7,13400,27.3
长江,60112900,湖北省,长江,黄石港,2023-04-17 14:00:00,13.05,0,24.5
长江,60113205,江西省,长江,码头镇,2023-04-17 14:00:00,11.85,0,21.5
长江,60113400,江西省,长江,九江,2023-04-17 14:00:00,11.168,14500,20.0
长江,60114700,安徽省,长江,安庆,2023-04-17 14:00:00,8.2,0,16.7
长江,60115000,安徽省,长江,大通(二),2023-04-17 14:00:00,6.888,21200,14.4
长江,60202100,云南省,硕多岗河,下桥头,2023-04-17 14:00:00,1842.44,5,1844.6
长江,60202200,云南省,五郎河,总管田,2023-04-17 14:00:00,1522.88,3,1525.4
长江,60202300,云南省,漾弓江,木家桥,2023-04-17 14:00:00,2358.035,0,2360.0
长江,60202400,云南省,漾弓江,鹤庆,2023-04-17 14:00:00,2182.26,6,2184.7
长江,60203700,云南省,落漏河,黄坪,2023-04-17 14:00:00,1317.62,0,1319.8
长江,60204300,云南省,马过河,仁里（二）,2023-04-17 14:00:00,1349.564,0,1351.6
长江,60204400,云南省,万马河,中和街,2023-04-17 14:00:00,1554.37,2,1555.7
长江,60301000,四川省,雅砻江,甘孜（二）,2023-04-17 14:00:00,3342.44,131,3345.08
长江,60301100,四川省,雅砻江,雅江（三）,2023-04-17 14:00:00,2562.48,283,2575.57
长江,60301400,四川省,雅砻江,泸宁,2023-04-17 14:00:00,1419.57,216,1431.1
长江,60301700,四川省,鲜水河,道孚（三）,2023-04-17 14:00:00,2972.53,61,2974.79
长江,60302600,云南省,宁蒗河,庄房（二）,2023-04-17 14:00:00,2232.57,12,2235.0
长江,60303400,四川省,安宁河,德昌,2023-04-17 14:00:00,1330.63,13,0.0
长江,60400900,云南省,龙川江,楚雄,2023-04-17 14:00:00,1768.38,0,1771.18
长江,60401000,云南省,龙川江,小黄瓜园,2023-04-17 14:00:00,1044.59,0,1048.85
长江,60403909,四川省,鲹鱼河,会东桥,2023-04-17 08:00:00,1659.09,6,1662.3
长江,60405200,云南省,牛栏江,七星桥,2023-04-17 14:00:00,1859.79,2,1863.96
长江,60405400,云南省,牛栏江,小河,2023-04-17 14:00:00,776.368,107,779.3
长江,60405800,四川省,黑水河,宁南,2023-04-17 14:00:00,904.17,0,0.0
长江,60406000,四川省,昭觉河,昭觉,2023-04-17 14:00:00,2044.0,0,2048.3
长江,60406650,四川省,美姑河,美姑,2023-04-17 14:00:00,1395.2,0,0.0
长江,60406700,云南省,关河,豆沙关（二）,2023-04-17 14:00:00,461.96,71,467.8
长江,60407000,四川省,西宁河,西宁,2023-04-17 14:00:00,760.21,7,766.5
长江,60407100,四川省,横江,横江(二),2023-04-17 14:00:00,285.5,120,290.0
长江,60407200,云南省,白水江,牛街,2023-04-17 14:00:00,537.44,38,542.45
长江,60505000,四川省,南广河,福溪,2023-04-17 14:00:00,274.58,23,287.26
长江,60505900,四川省,永宁河,叙永,2023-04-17 14:00:00,324.76,6,331.6
长江,60506200,贵州省,赤水河,赤水河,2023-04-17 14:00:00,793.33,16,798.0
长江,60506300,贵州省,赤水河,茅台,2023-04-17 14:00:00,404.3,26,412.1
长江,60506800,贵州省,赤水河,赤水,2023-04-17 14:00:00,222.04,58,230.0
长江,60507300,贵州省,牛渡河,二郎坝,2023-04-17 14:00:00,393.28,2,400.0
长江,60507500,贵州省,官渡河,桐梓,2023-04-17 14:00:00,918.49,2,923.0
长江,60508800,四川省,小槽河-塘河（狮头河）,天堂岩,2023-04-17 14:00:00,235.73,6,241.9
长江流域（区域）,60509300,重庆市,綦江,东溪,2023-04-17 14:00:00,278.79,27,283.59
长江,60509700,重庆市,綦江,五岔,2023-04-17 14:00:00,193.09,7,198.51
长江,60510000,贵州省,松坎河,松坎(三),2023-04-17 14:00:00,405.89,2,410.0
长江流域（区域）,60510700,重庆市,蒲河,石角,2023-04-17 14:00:00,236.7,0,241.11
长江,60511000,重庆市,复兴河,沙滩,2023-04-17 14:00:00,245.92,0,250.0
长江,60512200,重庆市,渠溪河,两河,2023-04-17 14:00:00,237.21,0,240.5
长江,60512400,重庆市,龙河,石柱,2023-04-17 14:00:00,551.45,10,556.83
长江,60513220,重庆市,普里河,花林,2023-04-17 14:00:00,185.9,2,191.4
长江,60513700,重庆市,梅溪河,明水,2023-04-17 14:00:00,196.02,0,205.0
长江,60513820,重庆市,大宁河,巫溪(二),2023-04-17 14:00:00,202.96,24,210.3
长江,60513900,重庆市,大宁河,大昌(二),2023-04-17 14:00:00,149.25,0,0.0
长江,60534350,重庆市,南河,临江,2023-04-17 14:00:00,0.0,0,0.0
长江,60601100,四川省,岷江,镇江关,2023-04-17 14:00:00,2450.48,42,2452.26
长江,60601700,四川省,岷江,凤仪,2023-04-17 14:00:00,1541.44,148,1545.29
长江,60602480,四川省,岷江,都江堰,2023-04-17 14:00:00,729.79,194,734.04
长江,60602600,四川省,岷江,彭山（四）,2023-04-17 14:00:00,418.16,87,423.6
长江,60603000,四川省,岷江,乌尤寺,2023-04-17 14:00:00,353.66,1050,360.5
长江,60603100,四川省,岷江,五通桥（二）,2023-04-17 14:00:00,335.23,1710,340.7
长江,60603300,四川省,岷江,高场(五),2023-04-17 14:00:00,275.29,1090,285.0
长江,60603700,四川省,黑水河,黑水,2023-04-17 14:00:00,2302.86,0,2304.871
长江,60603900,四川省,杂谷脑河,杂谷脑,2023-04-17 08:00:00,1828.43,30,1830.86
长江,60604400,四川省,渔子溪,渔子溪,2023-04-17 14:00:00,890.25,0,892.53
长江,60604800,四川省,南河,邛崃,2023-04-17 14:00:00,493.83,10,497.43
长江,60605100,四川省,斜江-南河,大邑,2023-04-17 14:00:00,525.87,1,529.83
长江,60605200,四川省,文井江-西河,跃子岩,2023-04-17 14:00:00,653.96,13,656.34
长江,60605509,四川省,干五里河,和平,2023-04-17 14:00:00,628.08,0,631.6
长江,60605900,四川省,府河,望江楼,2023-04-17 14:00:00,486.89,0,487.38
长江,60606800,四川省,马边河,马边,2023-04-17 14:00:00,532.37,67,536.0
长江,60607100,四川省,马边河,清水溪（二）,2023-04-17 14:00:00,326.56,139,332.3
长江,60607300,四川省,龙溪河,底堡,2023-04-17 14:00:00,406.01,2,414.0
长江,60607500,四川省,越溪河,观音,2023-04-17 14:00:00,296.76,0,309.13
长江,60607700,四川省,大金川,大金,2023-04-17 14:00:00,2141.22,215,2145.871
长江,60607800,四川省,大渡河,丹巴,2023-04-17 14:00:00,1844.04,208,1852.82
长江,60607900,四川省,大渡河,泸定（二）,2023-04-17 14:00:00,1301.14,236,1307.97
长江,60608100,四川省,大渡河,石棉,2023-04-17 14:00:00,848.92,958,853.96
长江,60608300,四川省,大渡河,峨边,2023-04-17 14:00:00,531.27,1270,536.0
长江,60610000,四川省,小金川,小金,2023-04-17 14:00:00,2266.98,24,2269.82
长江,60610200,四川省,折多河,康定（四）,2023-04-17 14:00:00,2484.23,12,2485.58
长江,60610509,四川省,流沙河,流沙河,2023-04-17 14:00:00,851.59,0,854.59
长江,60610700,四川省,尼日河,岩润,2023-04-17 14:00:00,999.29,11,1005.4
长江,60611379,四川省,宝兴河,宝兴,2023-04-17 14:00:00,992.05,101,994.911
长江,60611500,四川省,青衣江,多营坪,2023-04-17 14:00:00,579.9,146,588.78
长江,60612000,四川省,青衣江,夹江,2023-04-17 14:00:00,406.42,114,411.7
长江,60612200,四川省,天全河,天全,2023-04-17 14:00:00,746.38,44,750.98
长江,60612300,四川省,荥经河,荥经,2023-04-17 14:00:00,729.85,27,735.32
长江,60612500,四川省,周公河,孔坪,2023-04-17 14:00:00,616.37,11,624.21
长江,60612600,四川省,花溪河,天宫,2023-04-17 14:00:00,495.14,0,498.5
长江,60612800,四川省,沱江,三皇庙（二）,2023-04-17 14:00:00,435.45,0,0.0
长江,60613300,四川省,沱江,登瀛岩,2023-04-17 14:00:00,320.15,128,330.6
长江,60613950,四川省,沱江,富顺,2023-04-17 14:00:00,261.77,136,272.3
长江,60614300,四川省,绵远河,汉王场,2023-04-17 14:00:00,698.64,21,703.06
长江,60614400,四川省,石亭江,高景关,2023-04-17 14:00:00,699.44,11,703.03
长江,60614500,四川省,湔江,关口,2023-04-17 14:00:00,748.83,0,0.0
长江,60614800,四川省,毗河,石堤堰,2023-04-17 14:00:00,533.0,11,535.26
长江,60615000,四川省,索溪-资水河（阳化河）,涌泉,2023-04-17 14:00:00,385.28,0,387.19
长江,60615100,四川省,球溪河,北斗,2023-04-17 14:00:00,341.98,3,351.5
长江,60615209,四川省,濛溪河,元滩湾,2023-04-17 14:00:00,329.74,0,333.45
长江,60615900,四川省,釜溪河,自贡,2023-04-17 14:00:00,278.23,0,284.2
长江,60616600,四川省,乌龙河(长滩河)-釜溪河,凌家场,2023-04-17 14:00:00,290.4,0,296.6
长江,60616700,重庆市,濑溪河,弥陀,2023-04-17 14:00:00,362.14,0,365.96
长江,60616809,四川省,濑溪河,福集,2023-04-17 14:00:00,279.02,0,284.0
长江,60625350,四川省,岷江,青神,2023-04-17 14:00:00,389.79,0,0.0
长江,60701400,,嘉陵江,谈家庄,2023-04-17 08:00:00,740.56,30,747.32
长江,60701600,陕西省,嘉陵江,略阳,2023-04-17 08:00:00,628.88,58,0.0
长江,60701850,四川省,嘉陵江,广元,2023-04-17 14:00:00,471.13,0,475.5
长江,60702500,四川省,嘉陵江,阆中,2023-04-17 14:00:00,351.68,0,355.37
长江,60702900,四川省,嘉陵江,金溪,2023-04-17 14:00:00,292.95,471,0.0
长江,60703100,四川省,嘉陵江,南充,2023-04-17 14:00:00,262.49,554,269.8
长江,60703700,四川省,嘉陵江,武胜,2023-04-17 14:00:00,211.3,462,224.5
长江,60703800,重庆市,嘉陵江,北碚(三),2023-04-17 14:00:00,174.78,1090,194.5
长江,60704300,甘肃省,长丰河,成县,2023-04-17 08:00:00,992.17,4,994.58
长江,60705800,,白龙江,白云,2023-04-17 08:00:00,2217.28,8,2219.1
长江,60706300,甘肃省,白龙江,舟曲,2023-04-17 08:00:00,1314.37,27,1316.5
长江,60706400,,白龙江,武都,2023-04-17 08:00:00,997.06,80,998.8
长江,60706700,,白龙江,碧口,2023-04-17 08:00:00,610.71,154,614.75
长江,60707000,四川省,白龙江,三磊坝（二）,2023-04-17 14:00:00,467.99,566,474.4
长江,60708700,四川省,乔庄河,青川,2023-04-17 14:00:00,801.91,0,803.5
长江,60708800,四川省,清江河,上寺（二）,2023-04-17 14:00:00,497.73,0,504.0
长江,60709000,四川省,闻溪河,剑阁（二）,2023-04-17 14:00:00,459.64,0,468.3
长江,60709500,四川省,东河,旺苍,2023-04-17 14:00:00,468.42,11,474.5
长江,60709859,四川省,东河,清泉乡,2023-04-17 14:00:00,359.47,26,0.0
长江,60710000,四川省,雍河-插江-东河,三川,2023-04-17 14:00:00,410.34,0,417.9
长江,60710650,四川省,西河,肖家,2023-04-17 14:00:00,321.23,0,329.36
长江,60710850,四川省,清溪河,蓬安,2023-04-17 14:00:00,296.69,146,0.0
长江,60711209,四川省,李子溪,赵家祠,2023-04-17 14:00:00,257.01,0,0.0
长江,60711600,四川省,南江-巴河,巴中,2023-04-17 14:00:00,355.96,18,363.7
长江,60711650,四川省,巴河,七里沱,2023-04-17 14:00:00,287.77,18,304.63
长江,60711700,四川省,巴河,风滩,2023-04-17 14:00:00,284.99,0,299.38
长江,60711800,四川省,渠江,三汇,2023-04-17 14:00:00,242.78,188,257.75
长江,60712000,四川省,渠江,罗渡溪(二),2023-04-17 14:00:00,203.7,155,219.0
长江,60712050,四川省,通江-巴河,通江,2023-04-17 14:00:00,339.12,0,343.35
长江,60712100,四川省,大通江-通江-巴河,碧溪,2023-04-17 14:00:00,370.03,22,385.41
长江,60712150,四川省,小通江-通江-巴河,青峪,2023-04-17 14:00:00,440.49,17,449.73
长江,60712900,四川省,长滩河-巴河,永红,2023-04-17 14:00:00,309.07,0,317.47
长江,60713300,四川省,后河-州河,毛坝,2023-04-17 14:00:00,349.27,8,359.76
长江,60713400,四川省,中河-后河-州河,黄金口,2023-04-17 14:00:00,341.18,5,350.19
长江,60713800,四川省,流江河,静边,2023-04-17 14:00:00,256.78,67,262.79
长江,60714300,四川省,肖溪河(东滩河）,长滩桥,2023-04-17 14:00:00,260.72,1,267.47
长江,60714600,四川省,涪江,平武,2023-04-17 14:00:00,858.57,101,863.49
长江,60714950,四川省,涪江,江油,2023-04-17 14:00:00,528.2,54,0.0
长江,60715000,四川省,涪江,涪江桥（二）,2023-04-17 14:00:00,459.68,155,464.02
长江,60715350,四川省,涪江,潼川,2023-04-17 14:00:00,365.84,0,374.14
长江,60715400,四川省,涪江,射洪,2023-04-17 14:00:00,323.86,178,0.0
长江,60715700,四川省,涪江,南北堰,2023-04-17 14:00:00,285.16,201,288.49
长江,60715955,重庆市,涪江,小河坝(三),2023-04-17 14:00:00,237.33,164,0.0
长江,60716400,四川省,通口河,治城,2023-04-17 14:00:00,713.23,47,720.26
长江,60716800,四川省,凯江,罗江,2023-04-17 14:00:00,494.12,2,497.99
长江,60717050,四川省,凯江,三台,2023-04-17 14:00:00,367.81,3,374.13
长江,60717300,四川省,梓江,梓潼,2023-04-17 14:00:00,466.83,0,470.06
长江,60717500,四川省,梓江,天仙寺（二）,2023-04-17 14:00:00,348.51,0,352.58
长江,60718000,四川省,郪江,胡家坝,2023-04-17 14:00:00,301.95,3,304.06
长江,60718300,重庆市,安居河,泰安,2023-04-17 14:00:00,242.6,4,246.5
长江,60800410,贵州省,乌江,乌江渡(三),2023-04-17 14:00:00,620.99,37,644.4
长江,60801600,贵州省,乌江,思南,2023-04-17 14:00:00,362.488,0,372.0
长江,60802310,贵州省,乌江,沿河,2023-04-17 14:00:00,288.15,0,309.0
长江,60802400,重庆市,乌江,龚滩(二),2023-04-17 14:00:00,289.87,0,0.0
长江,60802700,重庆市,乌江,彭水(四),2023-04-17 14:00:00,213.34,922,225.0
长江,60803000,重庆市,乌江,武隆,2023-04-17 14:00:00,170.41,823,193.0
长江,60804450,贵州省,六冲河,洪家渡（二）,2023-04-17 14:00:00,975.48,22,989.0
长江,60805000,贵州省,织金河,织金,2023-04-17 14:00:00,50.16,0,51.8
长江,60806420,贵州省,型江,平寨,2023-04-17 14:00:00,1264.74,0,1268.0
长江,60806700,贵州省,修文河,修文,2023-04-17 14:00:00,1232.4,0,1236.0
长江,60809420,贵州省,鱼梁河,禾丰,2023-04-17 14:00:00,906.49,2,910.2
长江,60809500,贵州省,南明河,贵阳(三)水文站,2023-04-17 14:00:00,1044.71,4,1049.3
长江,60809700,贵州省,独木河,下湾,2023-04-17 14:00:00,972.91,6,977.3
长江,60810060,贵州省,余庆河,余庆(三),2023-04-17 14:00:00,562.14,0,564.5
长江,60810400,贵州省,石阡河,石阡(二),2023-04-17 14:00:00,450.89,3,455.0
长江,60810800,贵州省,印江河,印江,2023-04-17 14:00:00,447.71,3,451.0
长江,60810900,贵州省,马蹄河,长丰水库,2023-04-17 14:00:00,405.03,23,409.5
长江,60811600,重庆市,郁江,保家楼,2023-04-17 14:00:00,237.89,41,248.71
长江,60811800,贵州省,芙蓉江,旺草,2023-04-17 14:00:00,670.13,1,674.5
长江,60812000,贵州省,芙蓉江,长坝,2023-04-17 14:00:00,382.33,0,393.5
长江,60812700,重庆市,大溪河,沿塘,2023-04-17 14:00:00,491.01,0,497.0
长江,60903010,湖北省,雾渡河,雾渡河,2023-04-17 14:00:00,404.88,1,410.0
长江,60908000,湖北省,沮漳河,河溶,2023-04-17 14:00:00,39.3,11,48.5
长江,61000500,湖北省,清江,利川（二）,2023-04-17 14:00:00,63.86,2,70.0
长江,61002000,湖北省,清江,恩施,2023-04-17 14:00:00,408.64,9,415.5
长江,61003000,湖北省,清江,渔峡口,2023-04-17 14:00:00,183.69,0,0.0
长江,61004000,湖北省,清江,长阳(二),2023-04-17 14:00:00,79.27,0,0.0
长江,61004750,湖北省,清江,高坝洲,2023-04-17 14:00:00,38.23,7,51.5
长江,61004810,湖北省,清江,高坝洲,2023-04-17 14:00:00,38.12,0,51.0
长江,61006500,湖北省,忠建河,宣恩（二）,2023-04-17 14:00:00,493.43,1,496.0
长江,61010000,湖北省,丹水,高家堰,2023-04-17 14:00:00,12.72,1,17.0
长江,61010500,湖北省,渔洋河,渔洋关,2023-04-17 14:00:00,14.21,0,18.5
长江,61011010,湖北省,渔洋河,聂家河,2023-04-17 14:00:00,80.62,75,84.0
长江,61100700,广西壮族自治区,湘江,全州（二）,2023-04-17 14:00:00,143.71,89,150.5
长江,61101000,湖南省,湘江,祁阳(二),2023-04-17 14:00:00,75.72,310,83.0
长江,61101200,湖南省,湘江,归阳,2023-04-17 14:00:00,40.71,597,45.5
长江,61101400,湖南省,湘江,衡阳,2023-04-17 14:00:00,52.6,1009,56.5
长江,61101600,湖南省,湘江,衡山(二),2023-04-17 14:00:00,42.59,1240,49.0
长江,61101900,湖南省,湘江,株洲,2023-04-17 14:00:00,31.336,1566,40.0
长江,61102000,湖南省,湘江,湘潭,2023-04-17 14:00:00,31.15,1865,38.0
长江,61102200,湖南省,湘江,长沙(三),2023-04-17 14:00:00,31.04,0,36.0
长江,61102700,广西壮族自治区,灌江,灌阳,2023-04-17 14:00:00,245.25,15,248.0
长江,61103400,湖南省,消水,道县(二),2023-04-17 14:00:00,165.66,152,170.0
长江,61104100,湖南省,永明河,江永,2023-04-17 14:00:00,42.25,0,0.0
长江,61106100,湖南省,钟水,嘉禾(二),2023-04-17 14:00:00,91.74,18,95.5
长江,61106500,湖南省,新田河,新田,2023-04-17 14:00:00,186.33,12,188.05
长江,61107100,湖南省,蒸水,石门坎,2023-04-17 14:00:00,35.01,11,0.0
长江,61107300,湖南省,蒸水,神山头,2023-04-17 14:00:00,90.92,23,96.0
长江,61108200,湖南省,耒水,永兴(二),2023-04-17 14:00:00,93.96,0,96.5
长江,61108400,湖南省,耒水,耒阳,2023-04-17 14:00:00,73.03,97,77.5
长江,61109600,湖南省,郴水,郴州,2023-04-17 14:00:00,0.98,6,4.0
长江,61110600,湖南省,洣水,龙家山,2023-04-17 14:00:00,90.92,0,95.71
长江,61110900,湖南省,河漠水,炎陵,2023-04-17 14:00:00,86.29,18,0.0
长江,61111300,湖南省,攸水,黄丰桥,2023-04-17 14:00:00,92.88,0,0.0
长江,61111800,湖南省,永乐江,安仁,2023-04-17 14:00:00,87.29,19,89.0
长江,61113100,湖南省,涓水,射埠(二),2023-04-17 14:00:00,43.89,15,46.5
长江,61113500,湖南省,涟水,娄底,2023-04-17 14:00:00,89.31,6,92.96
长江,61113800,湖南省,涟水,湘乡,2023-04-17 14:00:00,41.37,0,47.0
长江,61114000,湖南省,侧水,双峰(二),2023-04-17 08:00:00,71.89,7,76.0
长江,61114400,湖南省,浏渭河,双江口,2023-04-17 14:00:00,20.29,63,26.7
长江,61114700,湖南省,浏渭河,朗梨,2023-04-17 14:00:00,30.58,0,36.0
长江,61116100,湖南省,金井河,螺岭桥,2023-04-17 14:00:00,22.32,0,0.0
长江,61116400,湖南省,沩水,宁乡(三),2023-04-17 14:00:00,36.61,24,42.5
长江,61200200,湖南省,赧水,黄桥,2023-04-17 14:00:00,264.25,28,267.0
长江,61200300,湖南省,赧水,隆回,2023-04-17 08:00:00,245.43,45,250.0
长江,61200500,湖南省,资水,罗家庙,2023-04-17 08:00:00,224.78,140,230.0
长江,61200600,湖南省,资水,邵阳,2023-04-17 14:00:00,209.49,0,214.0
长江,61200800,湖南省,资水,冷水江(二),2023-04-17 14:00:00,166.38,139,173.5
长江,61200900,湖南省,资水,新化,2023-04-17 14:00:00,159.73,0,170.22
长江,61202100,湖南省,资水,桃江(二),2023-04-17 14:00:00,32.12,249,39.2
长江,61202400,湖南省,资水,益阳(二),2023-04-17 14:00:00,28.28,0,36.5
长江,61202700,湖南省,平溪,洞口(二),2023-04-17 14:00:00,312.47,0,316.5
长江,61203400,湖南省,夫夷水,新宁,2023-04-17 14:00:00,290.46,15,294.25
长江,61203750,湖南省,夫夷水,塘渡口,2023-04-17 08:00:00,222.71,40,228.0
长江,61205600,湖南省,洢溪,竹溪坡,2023-04-17 14:00:00,125.18,8,0.0
长江,61205800,湖南省,沂溪,蒙公塘,2023-04-17 14:00:00,66.39,0,0.0
长江,61300200,贵州省,清水江,施洞,2023-04-17 14:00:00,508.68,25,515.0
长江,61300800,湖南省,沅水,黔城,2023-04-17 14:00:00,189.17,0,193.0
长江,61301200,湖南省,沅水,安江,2023-04-17 14:00:00,154.06,430,163.0
长江,61301600,湖南省,沅水,浦市(二),2023-04-17 14:00:00,108.49,486,119.46
长江,61302400,湖南省,沅水,五强溪(二),2023-04-17 14:00:00,50.87,723,0.0
长江,61302800,湖南省,沅水,桃源,2023-04-17 14:00:00,32.24,2062,42.5
长江,61302900,湖南省,沅水,常德(二),2023-04-17 14:00:00,30.67,0,39.0
长江,61303100,贵州省,马尾河,文峰塔,2023-04-17 14:00:00,764.82,217,767.8
长江,61303300,贵州省,马尾河,下司(二),2023-04-17 14:00:00,603.25,1010,605.0
长江,61304000,贵州省,六洞河,六洞桥,2023-04-17 14:00:00,525.04,7,527.5
长江,61304300,湖南省,渠水,通道,2023-04-17 14:00:00,203.83,42,206.0
长江,61304500,湖南省,渠水,岩头,2023-04-17 14:00:00,85.5,27,93.3
长江,61305000,贵州省,舞阳河,施秉,2023-04-17 14:00:00,521.74,539,524.0
长江,61305050,贵州省,舞阳河,大菜园二(水位),2023-04-17 14:00:00,456.54,5,460.0
长江,61305900,贵州省,舞阳河,玉屏(崇滩),2023-04-17 14:00:00,327.58,10,336.0
长江,61307600,湖南省,巫水,洪江(二),2023-04-17 14:00:00,171.03,0,174.5
长江,61307700,湖南省,莳竹水,党坪,2023-04-17 14:00:00,97.18,3,101.0
长江,61308500,湖南省,溆水,溆浦(二),2023-04-17 14:00:00,149.45,0,155.0
长江,61310400,湖南省,辰水,陶伊,2023-04-17 08:00:00,130.8,84,136.5
长江,61311000,湖南省,武水,河溪,2023-04-17 14:00:00,147.37,44,156.45
长江,61311200,湖南省,沱江,凤凰(二),2023-04-17 14:00:00,300.94,3,303.5
长江,61311400,湖南省,峒河,吉首,2023-04-17 14:00:00,179.62,9,184.54
长江,61312600,湖南省,酉水,高砌头(二),2023-04-17 14:00:00,105.99,211,115.0
长江,61313100,重庆市,梅江,秀山,2023-04-17 14:00:00,336.23,7,341.47
长江,61313500,湖南省,红岩溪,红岩溪,2023-04-17 14:00:00,388.7,2,391.5
长江,61314400,湖南省,猛洞河,永顺,2023-04-17 14:00:00,193.01,16,196.43
长江,61400100,湖南省,澧水(北源),凉水口,2023-04-17 14:00:00,281.84,7,0.0
长江,61400300,湖南省,澧水,桑植(三),2023-04-17 14:00:00,248.3,29,256.5
长江,61400400,湖南省,澧水,张家界,2023-04-17 14:00:00,156.58,24,163.0
长江,61400600,湖南省,澧水,篢子头,2023-04-17 14:00:00,102.79,0,0.0
长江,61400900,湖南省,澧水,石门,2023-04-17 14:00:00,50.7,143,58.5
长江,61401300,湖南省,澧水,津市(二),2023-04-17 14:00:00,30.18,0,41.0
长江,61401650,湖南省,溇水,淋溪河,2023-04-17 14:00:00,220.23,2,0.0
长江,61402000,湖南省,溇水,长潭河,2023-04-17 14:00:00,91.23,33,99.65
长江,61402100,湖南省,溹水,双枫潭,2023-04-17 14:00:00,177.95,5,0.0
