流域,站点编号,行政区,河名,站名,时间,水位(米),流量(米3/秒),警戒水位(米)
松花江,11203200,吉林省,嫩江,大赉,2023-04-15 14:00:00,125.04,0,131.74
黑龙江,10901900,吉林省,松花江,扶余,2023-04-15 14:00:00,129.51,427,133.56
艾比湖,00400050,新疆维吾尔自治区,博尔塔拉河,温泉(合成),2023-04-15 08:00:00,1320.49,7,0.0
艾比湖,00401050,新疆维吾尔自治区,精河,精河山口（三）,2023-04-15 08:00:00,614.04,4,0.0
玛纳斯湖流域,00402450,新疆维吾尔自治区,玛纳斯河,肯斯瓦特,2023-04-15 08:00:00,854.0,12,0.0
内陆河,00500900,新疆维吾尔自治区,乌鲁木齐河,英雄桥,2023-04-15 08:00:00,5.05,1,0.0
内陆河湖,00502300,新疆维吾尔自治区,开垦河,开垦河(合成),2023-04-15 14:00:00,1504.85,0,0.0
内陆河湖,00600050,新疆维吾尔自治区,阿拉沟,阿拉沟,2023-04-14 08:00:00,783.94,0,0.0
哈密、吐鲁番地区诸河,00601300,新疆维吾尔自治区,头道沟,头道沟,2023-04-15 14:00:00,1423.21,0,0.0
塔里木河,00700100,新疆维吾尔自治区,叶尔羌河,库鲁克栏干,2023-04-15 08:00:00,1920.65,41,0.0
塔里木河,00700250,新疆维吾尔自治区,叶尔羌河,卡群,2023-04-15 08:00:00,1454.89,231,0.0
塔里木河,00701350,新疆维吾尔自治区,塔里木河,阿拉尔,2023-04-15 14:00:00,1007.88,3,0.0
塔里木河,00701400,新疆维吾尔自治区,塔里木河,新渠满,2023-04-15 08:00:00,964.91,11,0.0
塔里木河,00702350,新疆维吾尔自治区,盖孜河,克勒克,2023-04-15 08:00:00,2161.86,46,0.0
塔里木河,00702470,新疆维吾尔自治区,库山河,沙曼,2023-04-15 08:00:00,1987.22,4,0.0
和田河流域,00704850,新疆维吾尔自治区,玉龙喀什河,同古孜洛克（二）,2023-04-15 08:00:00,1601.07,8,0.0
和田河流域,00705400,新疆维吾尔自治区,皮山河,皮山（二）,2023-04-15 08:00:00,2.26,16,0.0
塔里木河,00705700,新疆维吾尔自治区,开都河,大山口,2023-04-15 08:00:00,1351.84,120,0.0
塔里木河,00705850,新疆维吾尔自治区,开都河,焉耆,2023-04-15 14:00:00,1054.29,86,0.0
塔里木河,00706000,新疆维吾尔自治区,博斯腾湖,博斯腾湖,2023-04-15 14:00:00,1047.01,0,0.0
塔里木河,00706200,新疆维吾尔自治区,黄水沟,黄水沟,2023-04-15 08:00:00,1316.72,3,0.0
塔里木河,00706450,新疆维吾尔自治区,孔雀河,他什店,2023-04-15 08:00:00,1045.89,54,0.0
塔里木河,00800150,新疆维吾尔自治区,木扎提河,托克逊,2023-04-15 14:00:00,1164.22,14,0.0
塔里木河,00800600,新疆维吾尔自治区,黑孜河,黑孜,2023-04-15 08:00:00,1178.55,0,0.0
塔里木河,00800700,新疆维吾尔自治区,库车河,兰干,2023-04-15 08:00:00,1275.4,9,0.0
塔里木河,00900650,新疆维吾尔自治区,卡墙河,且末,2023-04-15 08:00:00,1240.76,11,0.0
克里雅诸小河流域,00901150,新疆维吾尔自治区,克里雅河,克里雅（二）,2023-04-15 08:00:00,1966.47,18,0.0
内陆,01004500,青海省,巴音河,德令哈(三）,2023-04-15 08:00:00,3024.55,8,0.0
内陆,01200640,青海省,格尔木河,格尔木（四）,2023-04-15 08:00:00,2936.43,30,0.0
内陆河,01400300,甘肃省,昌马河,昌马堡,2023-04-15 08:00:00,2114.39,19,2117.3
内陆河,01400500,甘肃省,疏勒河,潘家庄,2023-04-15 08:00:00,1347.14,23,1347.9
内陆河,01401200,甘肃省,党河,党城湾(二),2023-04-15 08:00:00,2176.63,13,2177.8
内陆河,01402200,,石油河,玉门市,2023-04-15 08:00:00,1992.52,0,1994.35
内陆河,01500200,青海省,黑河,札马什克,2023-04-15 08:00:00,2612.61,19,2614.25
内陆河,01500400,甘肃省,黑河,莺落峡,2023-04-15 08:00:00,1675.92,44,1678.37
内陆河,01500700,甘肃省,黑河,高崖,2023-04-15 08:00:00,1426.36,41,1427.72
内陆河,01500900,甘肃省,黑河,正义峡,2023-04-15 08:00:00,1998.19,37,2000.64
内陆河,01501400,,八宝河,祁连,2023-04-15 08:00:00,2594.27,7,2595.8
内陆河,01503000,,梨园河,肃南,2023-04-15 08:00:00,6.54,0,7.98
内陆河,01503900,甘肃省,讨赖河,嘉峪关,2023-04-15 08:00:00,1689.44,10,1692.8
内陆河,01601600,,杂木河,杂木寺,2023-04-15 08:00:00,1992.26,2,0.0
内陆河,01602600,,西营河,九条岭,2023-04-15 08:00:00,2251.14,3,2252.53
黑龙江,10700700,吉林省,松花江干流,下岱吉,2023-04-15 14:00:00,120.86,903,126.32
第二松花江,10800300,吉林省,二道白河,二道白河,2023-04-15 14:00:00,699.43,0,700.1
第二松花江,10800500,吉林省,二道松花江,汉阳屯,2023-04-15 14:00:00,445.28,121,449.5
第二松花江,10801400,吉林省,五道白河,松江,2023-04-15 14:00:00,547.45,0,549.6
第二松花江,10802400,吉林省,古洞河,大甸子,2023-04-15 14:00:00,542.36,0,544.2
第二松花江,10803200,吉林省,富尔河,大蒲柴河,2023-04-15 14:00:00,524.93,0,528.0
第二松花江,10803800,吉林省,漫江,漫江,2023-04-15 14:00:00,819.7,0,0.0
第二松花江,10805800,吉林省,珠子河,靖宇,2023-04-15 14:00:00,540.99,0,0.0
第二松花江,10900300,吉林省,第二松花江,吉林,2023-04-15 14:00:00,186.63,602,189.39
第二松花江,10910850,吉林省,饮马河,长岭,2023-04-15 14:00:00,191.94,0,197.0
松花江,11000600,吉林省,拉林河,牛头山,2023-04-15 08:00:00,149.71,27,158.87
松花江,11000700,吉林省,拉林河,蔡家沟,2023-04-15 14:00:00,134.66,0,139.9
松花江,11002000,吉林省,卡岔河,榆树,2023-04-15 14:00:00,163.62,0,167.42
黑龙江流域,11401000,内蒙古自治区,洮儿河,察尔森,2023-04-15 08:00:00,328.96,2,330.8
松花江,11404000,吉林省,洮儿河,洮南,2023-04-15 14:00:00,144.37,0,148.89
黑龙江流域,11406000,内蒙古自治区,归流河,大石寨,2023-04-15 08:00:00,2.61,9,4.2
黑龙江流域,11407620,内蒙古自治区,蛟流河,杜尔基,2023-04-15 08:00:00,13.49,1,15.0
黑龙江流域,11410620,内蒙古自治区,霍林河,白云胡硕,2023-04-15 08:00:00,249.93,11,251.9
鸭绿江,11605000,吉林省,浑江,八道江,2023-04-15 14:00:00,472.23,0,474.42
鸭绿江,11605800,吉林省,浑江,东村,2023-04-15 14:00:00,329.24,0,334.04
辽河流域,20102800,内蒙古自治区,西辽河,通辽(五),2023-04-15 08:00:00,0.0,0,182.4
辽河,20104900,吉林省,西辽河,郑家屯,2023-04-15 14:00:00,112.13,0,116.56
辽河流域,20107300,辽宁省,老哈河,兴隆坡,2023-04-15 14:00:00,6.0,0,9.5
辽河流域,20111800,内蒙古自治区,英金河,赤峰(五),2023-04-15 08:00:00,0.0,0,560.48
辽河流域,20115700,内蒙古自治区,召苏河,新井,2023-04-15 08:00:00,0.0,0,0.0
辽河,20116300,内蒙古自治区,崩河,沟门子(四),2023-04-15 08:00:00,0.0,0,454.4
辽河流域,20116590,内蒙古自治区,羊肠子河,哈拉道口,2023-04-15 08:00:00,0.0,0,17.0
辽河流域,20208000,内蒙古自治区,百岔河,万合永,2023-04-15 08:00:00,8.65,0,10.51
辽河流域,20213000,内蒙古自治区,少冷河,乌丹(四),2023-04-15 08:00:00,0.0,0,629.76
辽河流域,20302500,内蒙古自治区,他拉干库引水,他拉干（五）,2023-04-15 08:00:00,0.0,0,0.0
辽河,20503500,吉林省,东辽河,王奔,2023-04-15 08:00:00,106.65,7,109.79
辽河流域,20514200,吉林省,兴隆河,公主岭,2023-04-15 14:00:00,187.22,0,190.5
辽河流域,20515100,吉林省,小辽河,十屋,2023-04-15 14:00:00,134.29,0,137.26
辽河,20600050,辽宁省,辽河,福德店,2023-04-15 08:00:00,84.61,27,87.96
辽河,20600100,辽宁省,辽河,通江口,2023-04-15 08:00:00,69.715,45,72.72
辽河,20600400,辽宁省,辽河,马虎山,2023-04-15 08:00:00,34.82,112,38.87
辽河,20600460,辽宁省,辽河,平安堡,2023-04-15 08:00:00,23.161,98,26.6
辽河,20600560,辽宁省,辽河,辽中,2023-04-15 08:00:00,10.871,98,14.3
辽河,20600650,辽宁省,辽河,六间房,2023-04-15 08:00:00,6.351,113,10.97
辽河流域,20700050,吉林省,招苏台河,梨树,2023-04-15 14:00:00,140.41,1,0.0
辽河,20700100,辽宁省,招苏台河,王宝庆,2023-04-15 08:00:00,103.805,6,106.97
辽河,20700250,辽宁省,二道河,宝力镇,2023-04-15 08:00:00,86.471,4,89.51
辽河,20800850,辽宁省,柴河,柴河,2023-04-15 08:00:00,110.441,3,112.86
辽河,20810150,辽宁省,清河,八棵树,2023-04-15 08:00:00,145.799,3,148.37
辽河,20810350,辽宁省,清河,开原,2023-04-15 08:00:00,87.091,11,90.45
辽河,20900550,辽宁省,秀水河,公主屯,2023-04-15 08:00:00,34.125,0,36.26
辽河,20900800,辽宁省,养息牧河,小荒地,2023-04-15 08:00:00,35.21,4,36.02
辽河,20911050,辽宁省,柳河,彰武,2023-04-15 08:00:00,81.56,5,83.5
辽河,21000150,辽宁省,绕阳河,东白城子,2023-04-15 08:00:00,69.632,3,71.92
辽河,21100450,辽宁省,浑河,抚顺,2023-04-15 08:00:00,74.667,5,75.84
辽河,21100650,辽宁省,浑河,沈阳,2023-04-15 08:00:00,34.591,11,37.97
辽河,21100800,辽宁省,浑河,黄腊坨,2023-04-15 08:00:00,10.798,25,15.99
辽河,21101000,辽宁省,浑河,邢家窝棚,2023-04-15 08:00:00,3.234,32,9.46
辽河,21110350,辽宁省,太子河,本溪,2023-04-15 08:00:00,105.18,5,107.14
辽河,21110550,辽宁省,太子河,辽阳,2023-04-15 08:00:00,22.178,3,25.88
辽河,21110700,辽宁省,太子河,小林子,2023-04-15 08:00:00,5.58,18,12.47
辽河,21110800,辽宁省,太子河,唐马寨,2023-04-15 08:00:00,2.587,23,8.87
辽河,21113250,辽宁省,太子河(南支),南甸,2023-04-15 08:00:00,262.193,1,0.0
辽河,21200450,辽宁省,大凌河,朝阳,2023-04-15 08:00:00,164.681,0,168.12
大凌河,21200600,辽宁省,大凌河,义县,2023-04-15 08:00:00,60.276,8,61.84
大凌河,21200650,辽宁省,大凌河,凌海,2023-04-15 08:00:00,17.821,26,19.45
大凌河,21211450,辽宁省,西河,复兴堡,2023-04-15 08:00:00,47.179,4,50.35
海河流域,30100850,,滦河,乌龙矶,2023-04-15 08:00:00,3.15,2,0.0
海河,30101400,河北省,滦河,滦县,2023-04-15 14:00:00,20.92,0,26.0
海河流域,30101900,内蒙古自治区,吐力根河,大河口(四),2023-04-14 08:00:00,105.22,2,106.2
海河,30104350,河北省,青龙河,双山子,2023-04-15 14:00:00,44.38,0,0.0
海河,30300100,,潮白河,苏庄,2023-04-15 08:00:00,23.56,0,25.67
海河,30301600,,白河,张家坟,2023-04-15 08:00:00,181.88,5,183.42
海河,30301801,,白河,密云(白河坝下),2023-04-15 08:00:00,0.0,2,0.0
海河,30302600,,潮河,下会,2023-04-15 08:00:00,173.55,1,176.57
海河,30303700,,怀九河,前辛庄,2023-04-15 08:00:00,93.37,0,96.0
海河,30303800,,怀沙河,口头,2023-04-15 08:00:00,72.49,0,73.5
海河,30400100,天津市,蓟运河,九王庄闸上,2023-04-15 14:00:00,2.21,0,7.18
海河,30400500,天津市,蓟运河,张头窝闸下,2023-04-15 14:00:00,1.77,0,0.0
海河,30404400,河北省,还乡河,崖口(三),2023-04-15 14:00:00,80.12,0,0.0
海河,30504000,,凉水河,张家湾,2023-04-15 08:00:00,16.05,15,20.2
海河,30700300,,永定河,雁翅,2023-04-15 08:00:00,233.94,25,234.86
海河,30701851,山西省,桑干河,东榆林水库（坝下）,2023-04-15 14:00:00,1027.47,15,0.0
海河,30702300,山西省,桑干河,固定桥,2023-04-15 14:00:00,96.95,12,0.0
海河,30702700,河北省,桑干河,石匣里（二）,2023-04-15 08:00:00,824.15,26,0.0
海河,30704900,山西省,十里河,观音堂,2023-04-15 08:00:00,1078.0,0,0.0
海河,30705600,河北省,洋河,响水堡（河道）,2023-04-15 08:00:00,556.3,0,0.0
海河,30707200,,妫水河,东大桥,2023-04-15 08:00:00,480.71,0,0.0
海河,30707400,,清水河,清水,2023-04-15 08:00:00,455.22,0,0.0
海河,30707600,,清水河,青白口,2023-04-15 08:00:00,281.2,0,0.0
海河,30805600,,拒马河,张坊,2023-04-15 08:00:00,103.28,0,104.9
海河,30808450,河北省,通天河,南庄,2023-04-15 14:00:00,139.6,0,0.0
海河,30908800,山西省,滹沱河,界河铺,2023-04-15 14:00:00,798.48,0,0.0
海河,30908900,山西省,滹沱河,济胜桥,2023-04-15 14:00:00,16.07,1,0.0
海河,30909000,山西省,滹沱河,南庄,2023-04-15 14:00:00,601.0,9,0.0
海河,30911000,山西省,云中河,寺坪,2023-04-15 08:00:00,17.9,0,0.0
海河,30911400,山西省,牧马河,豆罗桥,2023-04-15 08:00:00,13.14,0,0.0
海河,30913500,山西省,桃河,阳泉,2023-04-15 14:00:00,676.01,0,0.0
海河,31000101,山东省,南运河,临清,2023-04-15 08:00:00,28.09,64,35.507
海河,31003600,河南省,卫河,汲县,2023-04-15 08:00:00,67.12,10,69.2
海河,31003700,河南省,卫河,淇门,2023-04-15 08:00:00,59.51,10,64.1
海河,31003910,河南省,卫河,五陵,2023-04-15 08:00:00,48.38,18,56.0
海河,31004300,河南省,卫河,元村,2023-04-15 08:00:00,39.78,39,47.68
海河,31004601,山东省,卫河,南陶,2023-04-15 08:00:00,34.42,70,42.161
海河,31004900,河南省,大沙河,修武,2023-04-15 08:00:00,79.17,5,82.0
海河,31005700,河南省,淇河,新村,2023-04-15 08:00:00,98.05,4,0.0
海河,31006200,河南省,共产主义渠,合河(共),2023-04-15 08:00:00,70.64,7,74.0
海河,31006302,河南省,共产主义渠,黄土岗,2023-04-15 08:00:00,67.18,9,70.0
海河,31006410,河南省,共产主义渠,刘庄,2023-04-15 08:00:00,61.05,18,64.44
海河,31006900,河南省,安阳河,安阳,2023-04-15 08:00:00,70.69,10,73.18
海河,31007000,河北省,漳河,观台(河),2023-04-15 08:00:00,147.13,3,0.0
海河流域,31007101,,漳河,岳城水库（漳河）,2023-04-15 08:00:00,0.0,60,0.0
海河流域,31007102,,漳河,岳城水库（民有渠）,2023-04-15 08:00:00,0.0,0,0.0
海河流域,31007103,,漳河,岳城水库（漳南渠）,2023-04-15 08:00:00,0.0,0,0.0
海河,31007300,河北省,漳河,蔡小庄,2023-04-15 08:00:00,49.35,32,52.89
海河,31007500,山西省,浊漳河,石梁,2023-04-15 14:00:00,900.69,6,0.0
海河,31007600,河南省,浊漳河,天桥断,2023-04-15 08:00:00,341.2,2,0.0
海河流域,31007650,,浊漳河,侯壁,2023-04-15 08:00:00,480.86,8,0.0
海河,31007900,山西省,绛河,北张店,2023-04-15 14:00:00,857.55,0,0.0
海河,31008800,山西省,清漳东源,蔡家庄,2023-04-15 14:00:00,11.12,0,0.0
海河,31100300,河南省,马颊河,南乐,2023-04-15 08:00:00,42.85,3,0.0
黄河,40100150,青海省,黄河,吉迈,2023-04-15 08:00:00,3951.4,78,0.0
黄河,40100250,甘肃省,黄河,玛曲,2023-04-15 08:00:00,3407.46,226,0.0
黄河,40100300,青海省,黄河,军功,2023-04-15 08:00:00,3075.54,281,0.0
黄河,40100350,青海省,黄河,唐乃亥,2023-04-15 14:00:00,2671.0,307,0.0
黄河,40100500,青海省,黄河,贵德,2023-04-15 14:00:00,2200.01,363,0.0
黄河,40100550,青海省,黄河,循化,2023-04-15 14:00:00,1859.37,134,0.0
黄河,40100800,甘肃省,黄河,小川,2023-04-15 14:00:00,1618.58,157,0.0
黄河,40101000,甘肃省,黄河,上诠,2023-04-15 08:00:00,1577.02,380,0.0
黄河,40101200,甘肃省,黄河,兰州,2023-04-15 14:00:00,1510.07,392,0.0
黄河,40101600,甘肃省,黄河,安宁渡,2023-04-15 08:00:00,1390.3,553,0.0
黄河,40101750,宁夏回族自治区,黄河,下河沿,2023-04-15 14:00:00,1229.32,651,0.0
黄河,40102100,宁夏回族自治区,黄河,青铜峡,2023-04-15 14:00:00,1132.57,510,0.0
黄河,40102500,宁夏回族自治区,黄河,石嘴山,2023-04-15 14:00:00,1085.22,558,1088.48
黄河,40103470,,黄河,万家寨下,2023-04-15 08:00:00,898.81,473,0.0
黄河,40103500,,黄河,河曲,2023-04-15 08:00:00,845.31,616,0.0
黄河,40103900,,黄河,府谷,2023-04-15 08:00:00,806.86,505,0.0
黄河,40104000,,黄河,吴堡,2023-04-15 08:00:00,636.52,775,0.0
黄河,40104150,陕西省,黄河,龙门,2023-04-15 14:00:00,377.79,721,0.0
黄河,40104360,陕西省,黄河,潼关,2023-04-15 14:00:00,325.93,960,0.0
黄河,40104450,山西省,黄河,三门峡,2023-04-15 14:00:00,273.69,704,0.0
黄河,40104700,河南省,黄河,小浪底,2023-04-15 14:00:00,133.37,419,0.0
黄河,40105150,,黄河,花园口,2023-04-15 14:00:00,88.81,851,92.47
黄河,40105453,,黄河,夹河滩,2023-04-15 14:00:00,71.36,742,75.56
黄河,40105650,山东省,黄河,高村,2023-04-15 14:00:00,57.46,659,61.76
黄河,40105850,山东省,黄河,苏泗庄,2023-04-15 08:00:00,53.59,0,59.8
黄河,40106100,山东省,黄河,杨集,2023-04-15 08:00:00,45.22,0,0.0
黄河,40106350,山东省,黄河,孙口,2023-04-15 14:00:00,42.43,634,46.69
黄河,40106550,山东省,黄河,国那里,2023-04-15 08:00:00,40.76,0,0.0
黄河,40106850,山东省,黄河,黄庄,2023-04-15 08:00:00,38.43,0,0.0
黄河,40107050,山东省,黄河,南桥,2023-04-15 08:00:00,36.54,0,0.0
黄河,40107100,山东省,黄河,艾山,2023-04-15 14:00:00,35.37,608,40.32
黄河,40107140,山东省,黄河,韩刘,2023-04-15 08:00:00,30.19,0,0.0
黄河,40107400,山东省,黄河,北店子,2023-04-15 08:00:00,25.89,0,0.0
黄河,40107450,山东省,黄河,泺口,2023-04-15 14:00:00,23.82,478,29.76
黄河,40107800,山东省,黄河,刘家园,2023-04-15 08:00:00,20.2,0,0.0
黄河,40108050,山东省,黄河,清河镇,2023-04-15 08:00:00,15.24,0,0.0
黄河,40108150,山东省,黄河,张肖堂,2023-04-15 08:00:00,12.67,0,0.0
黄河,40108350,山东省,黄河,麻湾,2023-04-15 08:00:00,9.83,0,0.0
黄河,40108400,山东省,黄河,利津,2023-04-15 14:00:00,8.41,420,12.44
黄河,40108500,山东省,黄河,一号坝,2023-04-15 08:00:00,6.26,0,0.0
黄河,40108650,山东省,黄河,西河口,2023-04-15 08:00:00,3.95,0,0.0
黄河,40200600,四川省,黑河,若尔盖,2023-04-15 14:00:00,3432.25,17,3434.93
黄河,40202700,青海省,隆务河,同仁,2023-04-15 08:00:00,2460.51,12,0.0
黄河,40203700,,大夏河,夏河（二）,2023-04-15 08:00:00,2898.98,4,2899.8
黄河,40204000,,大夏河,折桥（二）,2023-04-15 08:00:00,1828.7,7,1831.64
黄河,40205100,,庄浪河,红崖子,2023-04-15 08:00:00,1556.13,4,0.0
黄河,40205800,,祖厉河,会宁,2023-04-15 08:00:00,1675.42,0,1705.15
黄河,40206000,甘肃省,祖厉河,靖远,2023-04-15 08:00:00,1396.22,1,1399.1
黄河,40300200,,洮河,碌曲,2023-04-15 08:00:00,3096.75,19,3097.5
黄河,40300300,甘肃省,洮河,下巴沟(洮二),2023-04-15 08:00:00,2783.9,27,0.0
黄河,40300500,,,岷县,2023-04-15 08:00:00,2305.72,80,2307.5
黄河,40300600,甘肃省,洮河,李家村,2023-04-15 08:00:00,0.0,90,1982.87
黄河,40300800,,洮河,红旗,2023-04-15 08:00:00,1744.64,62,1748.6
黄河,40301100,,,多坝,2023-04-15 08:00:00,2443.86,4,2446.0
黄河,40400110,青海省,湟水,海晏（三）,2023-04-15 08:00:00,2991.02,0,0.0
黄河,40400190,青海省,湟水,湟源,2023-04-15 08:00:00,2616.77,5,0.0
黄河,40400400,青海省,湟水,西宁,2023-04-15 08:00:00,0.0,24,0.0
黄河,40400550,青海省,湟水,乐都,2023-04-15 08:00:00,1968.47,37,0.0
黄河,40400800,青海省,湟水,民和,2023-04-15 14:00:00,1761.67,29,0.0
黄河,40401800,青海省,药水河,董家庄（三）,2023-04-15 08:00:00,2633.85,2,0.0
黄河,40402500,青海省,西纳川,西纳川（二）,2023-04-15 08:00:00,2473.04,1,0.0
黄河,40403200,青海省,宝库河,牛场,2023-04-15 08:00:00,2993.47,2,0.0
黄河,40403700,青海省,北川河,桥头（五）,2023-04-15 08:00:00,2436.38,12,0.0
黄河,40411200,,大通河,天堂寺,2023-04-15 08:00:00,2261.66,47,0.0
黄河,40411400,甘肃省,大通河,连城,2023-04-15 08:00:00,1913.33,36,0.0
黄河,40411600,青海省,大通河,享堂,2023-04-15 14:00:00,1738.18,56,0.0
黄河,40501500,宁夏回族自治区,清水河,韩府湾（三）,2023-04-15 14:00:00,1418.33,1,1420.92
黄河,40501900,宁夏回族自治区,清水河,泉眼山(二）,2023-04-15 14:00:00,1204.59,4,1209.45
黄河,40503600,宁夏回族自治区,红柳沟,红柳沟鸣沙洲（四）,2023-04-15 14:00:00,1164.08,0,1166.72
黄河,40504060,宁夏回族自治区,河西总干渠,青铜峡（西总）,2023-04-15 08:00:00,1136.11,76,0.0
黄河,40505500,宁夏回族自治区,苦水河,苦水河郭家桥（三）,2023-04-15 14:00:00,1121.12,2,1126.0
黄河,40508700,宁夏回族自治区,汝箕沟,汝箕沟（三）,2023-04-15 14:00:00,1181.25,0,1184.16
黄河,40508900,宁夏回族自治区,大武口沟,大武口（二）,2023-04-15 14:00:00,1154.42,0,1158.78
黄河,40600700,山西省,偏关河,偏关,2023-04-15 08:00:00,0.0,0,0.0
黄河,40602100,山西省,东川河,岢岚,2023-04-15 08:00:00,18.2,0,0.0
黄河,40606000,陕西省,延河,安塞,2023-04-15 14:00:00,1051.75,0,0.0
黄河,40606500,陕西省,杏子河,杏河,2023-04-15 14:00:00,1200.44,0,0.0
黄河,40606700,陕西省,西川,枣园,2023-04-15 14:00:00,1009.97,0,0.0
黄河,40705000,,窟野河,温家川,2023-04-15 08:00:00,768.52,6,0.0
黄河,40800700,陕西省,无定河,赵石窑,2023-04-15 08:00:00,948.36,1,0.0
黄河,40801200,,无定河,白家川,2023-04-15 08:00:00,708.76,20,0.0
黄河,40802800,陕西省,大理河,绥德,2023-04-15 14:00:00,811.81,2,0.0
黄河,41000310,山西省,汾河,静乐,2023-04-15 08:00:00,1193.9,14,0.0
黄河,41000800,山西省,汾河,寨上,2023-04-15 08:00:00,698.48,11,0.0
黄河,41001000,山西省,汾河,兰村,2023-04-15 08:00:00,807.84,9,0.0
黄河,41001900,山西省,汾河,汾河二坝（河道二）,2023-04-15 08:00:00,758.42,12,0.0
黄河,41002900,山西省,汾河,义棠,2023-04-15 14:00:00,725.61,28,0.0
黄河,41003350,山西省,汾河,赵城,2023-04-15 14:00:00,472.01,37,0.0
黄河,41003700,山西省,汾河,柴庄,2023-04-15 14:00:00,401.08,35,0.0
黄河,41003900,山西省,汾河,河津,2023-04-15 14:00:00,370.52,26,374.5
黄河,41005400,山西省,潇河,芦家庄,2023-04-15 14:00:00,900.54,1,0.0
黄河,41008300,山西省,洪安涧河,东庄,2023-04-15 14:00:00,498.71,0,0.0
黄河,41100550,甘肃省,渭河,北道,2023-04-15 08:00:00,1073.88,18,1077.87
黄河,41100580,陕西省,渭河,拓石,2023-04-15 08:00:00,868.67,36,0.0
黄河,41100600,陕西省,渭河,林家村,2023-04-15 08:00:00,600.36,44,0.0
黄河,41100900,陕西省,渭河,魏家堡,2023-04-15 08:00:00,486.69,52,0.0
黄河,41101100,陕西省,渭河,咸阳,2023-04-15 08:00:00,375.34,96,386.2
黄河,41101300,陕西省,渭河,临潼,2023-04-15 08:00:00,350.64,147,0.0
黄河,41101600,陕西省,渭河,华县,2023-04-15 08:00:00,338.22,143,0.0
黄河,41101620,陕西省,渭河,华阴,2023-04-15 08:00:00,327.79,0,0.0
黄河,41103500,宁夏回族自治区,清流河,隆德,2023-04-15 14:00:00,2089.99,0,2091.0
黄河,41200100,宁夏回族自治区,泾河,泾河源（三）,2023-04-15 14:00:00,1740.0,0,1743.0
黄河,41200700,甘肃省,泾河,杨家坪,2023-04-15 08:00:00,926.02,8,0.0
黄河,41200900,陕西省,泾河,景村,2023-04-15 08:00:00,814.03,25,0.0
黄河,41201100,陕西省,泾河,张家山,2023-04-15 08:00:00,419.98,11,0.0
黄河,41202200,,石堡子河,华亭,2023-04-15 08:00:00,1401.36,1,1402.55
黄河,41203200,宁夏回族自治区,茹河,彭阳,2023-04-14 14:00:00,1391.65,0,1441.06
黄河,41203300,甘肃省,茹河,开边,2023-04-15 08:00:00,1221.1,0,1222.75
黄河,41204000,甘肃省,马连河,雨落坪,2023-04-15 08:00:00,897.29,3,0.0
黄河,41300100,陕西省,北洛河,吴旗,2023-04-15 14:00:00,1268.14,0,0.0
黄河,41300300,陕西省,北洛河,刘家河,2023-04-15 08:00:00,1116.54,3,0.0
黄河,41300500,陕西省,北洛河,交口河,2023-04-15 14:00:00,784.8,7,0.0
黄河,41300700,陕西省,北洛河,状头,2023-04-15 08:00:00,360.71,9,0.0
黄河,41301400,陕西省,葫芦河,张村驿,2023-04-15 14:00:00,925.5,4,0.0
黄河,41301600,陕西省,沮河,黄陵,2023-04-15 14:00:00,827.64,4,0.0
黄河,41400100,山西省,王家河,泗交,2023-04-15 08:00:00,903.12,0,0.0
黄河,41401800,河南省,漭河,济源,2023-04-15 08:00:00,15.97,1,0.0
黄河,41402400,河南省,天然文岩渠,大车集,2023-04-15 08:00:00,65.49,0,0.0
黄河,41402500,河南省,天然文岩渠,朱付村,2023-04-15 08:00:00,67.35,2,0.0
黄河,41402700,河南省,金堤河,濮阳,2023-04-15 08:00:00,49.5,3,0.0
黄河,41402900,河南省,金堤河,范县,2023-04-15 08:00:00,43.45,1,0.0
黄河,41500101,山东省,牟汶河,莱芜,2023-04-15 08:00:00,179.0,0,181.33
黄河,41500301,山东省,大汶河,北望,2023-04-15 08:00:00,108.3,6,109.0
黄河,41500691,山东省,大汶河,大汶口,2023-04-15 08:00:00,92.31,7,93.7
黄河,41501601,山东省,大汶河,戴村坝,2023-04-15 08:00:00,41.34,3,45.1
黄河,41503201,山东省,大汶河南支,楼德,2023-04-15 08:00:00,112.47,3,117.3
黄河,41600400,河南省,伊洛河,黑石关,2023-04-15 08:00:00,108.25,52,111.5
黄河,41603200,河南省,伊河,龙门镇,2023-04-15 08:00:00,147.18,6,150.0
黄河,41606000,河南省,洛河,长水（二）,2023-04-15 08:00:00,378.23,67,0.0
黄河,41607600,河南省,洛河,白马寺,2023-04-15 08:00:00,118.79,44,120.5
黄河,41700200,山西省,沁河,孔家坡,2023-04-15 14:00:00,849.73,0,0.0
黄河,41700600,山西省,沁河,飞岭,2023-04-15 14:00:00,8.95,2,0.0
黄河,41701200,山西省,沁河,润城,2023-04-15 08:00:00,472.35,3,0.0
黄河,41701600,河南省,沁河,五龙口,2023-04-15 08:00:00,139.87,20,0.0
黄河,41702400,河南省,沁河,武陟,2023-04-15 08:00:00,98.61,19,105.67
黄河,41704600,河南省,丹河,山路坪,2023-04-15 08:00:00,200.31,0,0.0
淮河,41800701,山东省,小清河,黄台桥,2023-04-15 08:00:00,23.96,13,24.96
淮河,41801301,山东省,小清河,岔河,2023-04-15 08:00:00,2.97,29,7.18
淮河,41801501,山东省,小清河,石村,2023-04-15 08:00:00,1.6,53,5.23
