LGTD,LTTD,站点编号,时间,站名,zr,ymdh,dyrn,z,保证水位,dwz,河名,avq,hnnm,w,detaz,unitname,damel,iymdh,fymdh,q,警戒水位,sttp,obhtztm,frgrd,obhtz
117.250000,24.616000,71411202,2023-04-21 22,船场,70.73,,,70.73,,,浙闽台河流,,九龙江,,,,76.15,,,,74.50,河道,1981-09-22 00:00:00,,78.370
117.350000,24.516700,71411300,2023-04-21 22,南靖,20.81,,,20.81,,,浙闽台河流,,九龙江,,,,,,,,,河道,,,
117.250000,24.283300,71411590,2023-04-21 22,高坑,113.18,,,113.18,,,浙闽台河流,,九龙江,,,,,,,,,河道,,,
117.316000,24.366000,71411600,2023-04-21 22,平和,29.59,,,29.59,34.00,,浙闽台河流,,九龙江,,,,34.42,,,,32.50,河道,1981-09-22 00:00:00,,34.240
117.500000,24.416000,71411660,2023-04-21 22,上峰水库,177.85,,,177.85,203.65,,浙闽台河流,,九龙江,,,,205.46,,,,198.00,水库,,,
117.568000,24.339000,71411960,2023-04-21 22,湖后水库,342.74,,,342.74,356.60,,浙闽台河流,,九龙江,,,,359.20,,,,354.30,水库,,,
117.650000,25.016000,71434100,2023-04-21 22,仙都,265.96,,,265.96,,,浙闽台河流,,九龙江,,,,,,,,268.50,河道,,,
120.416389,27.162500,71500100,2023-04-21 22,沙埕,3.15,,,3.15,,,浙闽台河流,,闽东沿海诸河,,,,,,,,3.47,潮位,1996-07-31 00:00:00,,4.160
120.446140,27.279470,71500175,2023-04-21 22,十八孔水库,46.56,,,46.56,,,浙闽台河流,,飞云江、鳌江,,,,,,,,,水库,,,
120.464444,27.285000,71500180,2023-04-21 22,铁场水库,89.79,,,89.79,,,浙闽台河流,,飞云江、鳌江,,,,,,,,,水库,,,
120.111000,27.336000,71500260,2023-04-21 22,南溪水库,144.21,,,144.21,160.40,,浙闽台河流,,闽东沿海诸河,,,,164.30,,,,155.00,水库,,,
120.255672,27.108361,71500445,2023-04-21 22,秦屿（水）,-0.52,,,-0.52,5.00,,浙闽台河流,,闽东沿海诸河,,,,,,,,3.50,河道,,,
119.870000,27.353600,71500508,2023-04-21 22,仕阳水库,288.49,,,288.49,,,浙闽台河流,,闽东沿海诸河,,,,,,,,,水库,,,
119.860000,27.464800,71500534,2023-04-21 22,南山下水库,589.26,,,589.26,,,浙闽台河流,,闽东沿海诸河,,,,,,,,,水库,,,
119.930000,27.351500,71500536,2023-04-21 22,万排水库,332.42,,,332.42,,,浙闽台河流,,闽东沿海诸河,,,,,,,,,水库,,,
119.837000,27.390100,71500538,2023-04-21 22,仕林水库,461.49,,,461.49,,,浙闽台河流,,闽东沿海诸河,,,,,,,,,水库,,,
119.851480,27.361263,71500540,2023-04-21 22,双涧溪水库,382.37,,,382.37,392.09,,浙闽台河流,,闽东沿海诸河,,,,394.00,,,,389.00,水库,,,
119.958000,27.011000,71500570,2023-04-21 22,溪西水库,434.76,,,434.76,442.00,,浙闽台河流,,闽东沿海诸河,,,,443.60,,,,441.60,水库,,,
119.919000,27.177000,71500580,2023-04-21 22,青岚水库,717.72,,,717.72,734.31,,浙闽台河流,,闽东沿海诸河,,,,736.00,,,,732.00,水库,,,
119.237500,27.433610,71500590,2023-04-21 22,冯家山水库,632.66,,,632.66,,,浙闽台河流,,闽东沿海诸河,,,,,,,,,水库,,,
119.643000,27.161000,71500600,2023-04-21 22,白塔,21.11,,,21.11,32.90,,浙闽台河流,,闽东沿海诸河,,,,,,,215.000,26.00,河道,1965-08-20 00:00:00,,34.880
119.636381,27.101275,71500660,2023-04-21 22,福安（水）,14.18,,,14.18,24.60,,浙闽台河流,,闽东沿海诸河,,,,,,,,18.00,河道,,,
119.533000,27.316000,71501001,2023-04-21 22,斜滩,97.42,,,97.42,,,浙闽台河流,,闽东沿海诸河,,,,,,,,98.57,河道,1969-09-27 00:00:00,,102.670
119.366000,27.450000,71501030,2023-04-21 22,托溪（水）,437.52,,,437.52,441.00,,浙闽台河流,,闽东沿海诸河,,,,,,,,440.00,河道,,,
119.415000,27.331000,71501050,2023-04-21 22,下东溪水库,427.73,,,427.73,442.93,,浙闽台河流,,闽东沿海诸河,,,,445.50,,,,442.00,水库,,,
119.723000,27.251000,71501100,2023-04-21 22,上白石,58.50,,,58.50,,,浙闽台河流,,闽东沿海诸河,,,,,,,,62.71,河道,1965-08-20 00:00:00,,69.250
119.678333,27.180000,71501120,2023-04-21 22,潭头水库,45.39,,,45.39,45.75,,浙闽台河流,,闽东沿海诸河,,,,,,,,45.50,水库,,,
119.892000,27.243000,71501130,2023-04-21 22,柘荣（水）,655.18,,,655.18,657.10,,浙闽台河流,,闽东沿海诸河,,,,,,,,656.00,河道,,,
119.833333,27.100000,71501150,2023-04-21 22,柏洋水库,148.15,,,148.15,156.71,,浙闽台河流,,闽东沿海诸河,,,,160.00,,,,151.00,水库,,,
119.280000,27.213000,71501190,2023-04-21 22,芹山水库,743.27,,,743.27,756.20,,浙闽台河流,,闽东沿海诸河,,,,760.00,,,,755.00,水库,,,
119.308000,27.196000,71501196,2023-04-21 22,周宁水库,625.64,,,625.64,633.00,,浙闽台河流,,闽东沿海诸河,,,,634.40,,,,633.00,水库,,,
119.353000,27.073000,71501302,2023-04-21 22,七步,681.85,,,681.85,,,浙闽台河流,,闽东沿海诸河,,,,,,,4.200,684.64,河道,1966-09-03 00:00:00,,686.640
119.468000,27.200000,71501360,2023-04-21 22,黄兰溪水库,640.94,,,640.94,650.99,,浙闽台河流,,闽东沿海诸河,,,,653.50,,,,650.50,水库,,,
119.312000,26.896000,71501380,2023-04-21 22,洪口水库,152.67,,,152.67,165.50,,浙闽台河流,,闽东沿海诸河,,,,168.00,,,,162.70,水库,,,
119.460000,26.823000,71501400,2023-04-21 22,洋中坂,17.11,,,17.11,22.75,,浙闽台河流,,闽东沿海诸河,,,,,,,87.700,21.25,河道,2006-06-06 00:00:00,,25.110
119.116667,27.033333,71501440,2023-04-21 22,后垄一级水库,427.57,,,427.57,442.70,,浙闽台河流,,闽东沿海诸河,,,,,,,,440.00,水库,,,
119.215000,26.962000,71501450,2023-04-21 22,后垄二级水库,263.82,,,263.82,280.72,,浙闽台河流,,闽东沿海诸河,,,,284.00,,,,280.00,水库,,,
118.992000,27.041000,71501470,2023-04-21 22,溪尾水库,856.02,,,856.02,872.77,,浙闽台河流,,闽东沿海诸河,,,,874.00,,,,870.00,水库,,,
119.036000,26.870000,71501480,2023-04-21 22,金造桥水库,588.32,,,588.32,617.66,,浙闽台河流,,闽东沿海诸河,,,,621.30,,,,616.50,水库,,,
119.046000,26.938000,71501490,2023-04-21 22,旺坑水库,733.84,,,733.84,752.72,,浙闽台河流,,闽东沿海诸河,,,,755.20,,,,750.00,水库,,,
118.980000,26.900000,71501510,2023-04-21 22,屏南,814.36,,,814.36,816.44,,浙闽台河流,,闽东沿海诸河,,,,818.20,,,0.200,816.04,河道,2006-06-06 00:00:00,,817.230
119.294000,26.775000,71501560,2023-04-21 22,桥头水库,803.40,,,803.40,811.69,,浙闽台河流,,闽东沿海诸河,,,,813.00,,,,810.00,水库,,,
119.499000,26.694000,71501570,2023-04-21 22,金涵水库,71.34,,,71.34,81.50,,浙闽台河流,,闽东沿海诸河,,,,84.60,,,,81.20,水库,,,
119.145000,26.546000,71501760,2023-04-21 22,双口渡水库,336.19,,,336.19,344.08,,浙闽台河流,,闽东沿海诸河,,,,345.17,,,,344.08,水库,,,
119.266000,26.450000,71501800,2023-04-21 22,霍口,103.46,,,103.46,,,浙闽台河流,,闽东沿海诸河,,,,,,,,105.40,河道,2007-08-19 00:00:00,,110.760
119.332000,26.338000,71501890,2023-04-21 22,山仔,84.61,,,84.61,92.15,,浙闽台河流,,闽东沿海诸河,,,,96.60,,,,87.60,水库,,,
119.534000,26.195000,71502000,2023-04-21 22,连江,1.92,,,1.92,9.80,,浙闽台河流,,闽东沿海诸河,,,,11.48,,,,6.00,潮位,1966-09-04 00:00:00,,10.320
119.097819,26.667633,71502015,2023-04-21 22,鹤塘（水）,429.69,,,429.69,432.50,,浙闽台河流,,闽东沿海诸河,,,,,,,,431.50,河道,,,
119.450000,26.316000,71502100,2023-04-21 22,朱公,46.23,,,46.23,,,浙闽台河流,,闽东沿海诸河,,,,,,,,46.78,河道,2005-10-03 00:00:00,,50.980
119.366227,26.276179,71552200,2023-04-21 22,蔗坂,19.89,,,19.89,,,浙闽台河流,,闽东沿海诸河,,,,,,,7.961,,河道,,,
119.286389,25.704444,71600030,2023-04-21 22,东张水库,46.11,,,46.11,54.60,,浙闽台河流,,闽南沿海诸河,,,,56.50,,,,54.00,水库,,,
119.460264,25.687239,71600041,2023-04-21 22,海口,2.45,,,2.45,,,浙闽台河流,,闽南沿海诸河,,,,,,,,,潮位,,,
119.761864,25.480678,71600050,2023-04-21 22,36脚湖水库,8.81,,,8.81,17.08,,浙闽台河流,,闽南沿海诸河,,,,18.24,,,,14.57,水库,,,
119.217000,25.545000,71600070,2023-04-21 22,东方红,59.27,,,59.27,75.00,,浙闽台河流,,闽南沿海诸河,,,,77.00,,,,72.50,水库,,,
118.700000,25.481000,71600190,2023-04-21 22,双溪口,152.80,,,152.80,,,浙闽台河流,,闽南沿海诸河,,,,,,,,161.50,水库,,,
118.688000,25.356000,71600210,2023-04-21 22,仙游,44.20,,,44.20,48.00,,浙闽台河流,,闽南沿海诸河,,,,50.00,,,,46.60,河道,2006-07-17 00:00:00,,47.420
118.983000,25.481000,71600900,2023-04-21 22,东圳,69.21,,,69.21,82.60,,浙闽台河流,,闽南沿海诸河,,,,88.60,,,,80.00,水库,,,
118.884000,25.520000,71601002,2023-04-21 22,渡里,88.16,,,88.16,,,浙闽台河流,,闽南沿海诸河,,,,,,,2.600,,河道,,,
118.682000,25.314000,71601060,2023-04-21 22,古洋,105.53,,,105.53,114.35,,浙闽台河流,,闽南沿海诸河,,,,117.00,,,,111.40,水库,,,
118.824722,25.178333,71601260,2023-04-21 22,泗洲水库,60.09,,,60.09,75.37,,浙闽台河流,,闽南沿海诸河,,,,78.00,,,,70.82,水库,,,
118.758762,25.158444,71601270,2023-04-21 22,陈田水库,195.05,,,195.05,216.80,,浙闽台河流,,闽南沿海诸河,,,,218.20,,,,210.80,水库,,,
118.803056,25.141389,71601280,2023-04-21 22,菱溪水库,49.48,,,49.48,60.58,,浙闽台河流,,闽南沿海诸河,,,,62.40,,,,56.00,水库,,,
118.933000,24.883000,71601300,2023-04-21 22,崇武,1.09,,,1.09,,,浙闽台河流,,闽南沿海诸河,,,,,,,,3.61,潮位,1996-08-01 00:30:00,,4.500
118.693600,25.018100,71601310,2023-04-21 22,黄塘（水）,8.18,,,8.18,,,浙闽台河流,,闽南沿海诸河,,,,,,,7.210,10.00,河道,,,
118.358611,24.763611,71601380,2023-04-21 22,石壁水库,50.35,,,50.35,63.69,,浙闽台河流,,闽南沿海诸河,,,,68.00,,,,62.00,水库,,,
118.154000,24.833300,71601400,2023-04-21 22,五丰,94.94,,,94.94,,,浙闽台河流,,闽南沿海诸河,,,,,,,,,河道,,,
118.157000,24.818000,71601460,2023-04-21 22,溪东水库,122.03,,,122.03,130.09,,浙闽台河流,,闽南沿海诸河,,,,131.65,,,,127.15,水库,,,
118.135000,24.798000,71601501,2023-04-21 22,汀溪水库,65.46,,,65.46,71.96,,浙闽台河流,,闽南沿海诸河,,,,75.00,,,,70.66,水库,,,
118.183333,24.833333,71601600,2023-04-21 22,造水,6.32,,,6.32,,,浙闽台河流,,闽南沿海诸河,,,,,,,,,河道,,,
118.015000,24.682000,71601640,2023-04-21 22,石兜水库,45.36,,,45.36,50.01,,浙闽台河流,,闽南沿海诸河,,,,53.86,,,,49.26,水库,,,
117.930000,24.269000,71601670,2023-04-21 22,石过陂水库,57.95,,,57.95,60.36,,浙闽台河流,,闽南沿海诸河,,,,63.70,,,,59.10,水库,,,
117.866000,24.250000,71601680,2023-04-21 22,杨美水库,59.85,,,59.85,67.67,,浙闽台河流,,闽南沿海诸河,,,,69.45,,,,65.00,水库,,,
117.750000,24.133000,71601690,2023-04-21 22,眉力水库,27.44,,,27.44,38.94,,浙闽台河流,,闽南沿海诸河,,,,40.75,,,,37.85,水库,,,
117.700000,24.050000,71601700,2023-04-21 22,旧镇,-0.51,,,-0.51,,,浙闽台河流,,闽南沿海诸河,,,,,,,,3.00,潮位,2013-09-22 00:00:00,,3.410
117.483000,24.033000,71601740,2023-04-21 22,梁山水库,289.51,,,289.51,301.60,,浙闽台河流,,闽南沿海诸河,,,,303.03,,,,299.48,水库,,,
117.611000,24.031000,71601750,2023-04-21 22,后井水库,53.63,,,53.63,62.08,,浙闽台河流,,闽南沿海诸河,,,,64.00,,,,60.10,水库,,,
117.183000,24.150000,71601770,2023-04-21 22,东川水库,223.31,,,223.31,232.33,,浙闽台河流,,闽南沿海诸河,,,,234.50,,,,230.00,水库,,,
117.284000,24.051000,71601780,2023-04-21 22,峰头水库,59.58,,,59.58,74.88,,浙闽台河流,,闽南沿海诸河,,,,77.60,,,,73.00,水库,,,
117.316000,23.883000,71601860,2023-04-21 22,杜塘水库,38.33,,,38.33,59.84,,浙闽台河流,,闽南沿海诸河,,,,62.85,,,,58.67,水库,,,
117.116000,24.150000,71601960,2023-04-21 22,新荣水库,136.53,,,136.53,142.60,,浙闽台河流,,闽南沿海诸河,,,,146.25,,,,140.10,水库,,,
116.969138,24.031076,71601970,2023-04-21 22,岭下溪水库,170.27,,,170.27,183.44,,浙闽台河流,,闽南沿海诸河,,,,185.00,,,,183.40,水库,,,
117.011000,23.967000,71602000,2023-04-21 22,店下坪,83.51,,,83.51,,,浙闽台河流,,闽南沿海诸河,,,,,,,,87.68,河道,2006-07-16 00:00:00,,94.340
117.166000,23.816000,71602060,2023-04-21 22,亚湖水库,30.14,,,30.14,44.30,,浙闽台河流,,闽南沿海诸河,,,,46.60,,,,40.75,水库,,,
117.150000,23.800000,71602070,2023-04-21 22,龙潭水库,37.66,,,37.66,41.50,,浙闽台河流,,闽南沿海诸河,,,,42.12,,,,40.75,水库,,,
117.183000,23.716000,71602100,2023-04-21 22,诏安,1.78,,,1.78,5.80,,浙闽台河流,,闽南沿海诸河,,,,9.35,,,,4.00,河道,2006-07-16 00:00:00,,7.320
118.533333,25.383330,71627700,2023-04-21 22,溪口,5.04,,,5.04,,,浙闽台河流,,闽南沿海诸河,,,,,,,,,河道,,,
119.451384,32.220589,60116600,,镇江,,,,,8.59,,太湖流域,,湖西区,,,,9.80,,,,6.80,潮位,1996-08-01 00:00:00,,8.590
120.746667,32.034444,60117200,,天生港闸,,,,,,,太湖流域,,长江中下游,,,,,,,,,潮位,1997-08-19 00:00:00,,7.080
120.933056,31.766667,60117400,,徐六泾(二),,,,,,,太湖流域,,长江中下游,,,,,,,,,河道,,,
121.016667,31.700000,60117510,,白茆,,,,,,,太湖流域,,长江中下游,,,,,,,,,潮位,,,
116.160342,25.870803,62302341,,古城(水),,,,,,,浙闽台河流,,闽南沿海诸河,,,,,,,,,河道,,,
116.483000,26.133000,62359810,,桥下水库,,,,,,,浙闽台河流,,闽江上游区富屯溪,,,,,,,,,水库,,,
118.424000,28.243000,62414987,,盘亭(水),,,,,,,浙闽台河流,,闽江上游区建溪,,,,,,,,,河道,,,
118.016667,30.216667,62907533,,毛坦,,,,,,,浙闽台河流,,钱塘江流域,,,,,,,,,水库,,,
119.803583,30.457250,63002750,,横湖,,,,,,,太湖流域,,浙西区,,,,,,,,,河道,,,
120.116667,30.783333,63006200,,吴沈门闸上 ,,,,,5.30,,太湖流域,,浙西区,,,,,,,,4.60,闸坝,,,
119.572000,30.302000,63021202,,太湖源镇,,,,,,,太湖流域,,浙西区,,,,,,,,,,,,
119.718000,30.549000,63023402,,百丈村,,,,,,,太湖流域,,浙西区,,,,,,,,,,,,
119.870000,30.277000,63023404,,老余杭,,,,,,,太湖流域,,浙西区,,,,,,,,,,,,
119.755394,31.219260,63101920,,油车水库,,,,,,,太湖流域,,湖西区,,,,,,,,,水库,,,
120.116667,31.516667,63102250,,白芍山,,,,,,,太湖流域,,湖西区,,,,6.00,,,,,河道,1991-07-14 00:00:00,,4.990
120.008300,31.453000,63201015,,浯溪桥,,,,,,,太湖流域,,湖西区,,,,,,,,,河道,,,
119.928000,31.323000,63201055,,城东港,,,,,,,太湖流域,,湖西区,,,,,,,,,河道,,,
120.228007,31.550235,63201260,,大渲河泵站,,,,,,,太湖流域,,太湖区,,,,,,,,,闸坝,,,
120.353600,31.300300,63201310,,铜坑闸,,,,,,,太湖流域,,太湖区,,,,,,,,,河道,,,
120.479400,31.233100,63201360,,胥江大桥,,,,,,,太湖流域,,太湖区,,,,,,,,,河道,,,
119.582405,32.173360,63202502,,谏壁抽水站,,,,,8.59,,太湖流域,,湖西区,,,,,,,,7.00,闸坝,,,
119.800220,32.104536,63203352,,九曲河闸抽水站,,,,,,,太湖流域,,湖西区,,,,,,,,,闸坝,,,
119.895558,32.055226,63203382,,新孟河闸抽水站,,,,,,,太湖流域,,湖西区,,,,,,,,,闸坝,,,
119.859502,32.010120,63203401,,小河新闸,,,,,,,太湖流域,,湖西区,,,,,,,,6.00,闸坝,1996-08-01 04:47:00,,7.920
119.936162,31.990553,63203502,,魏村抽水站,,,,,,,太湖流域,,湖西区,,,,,,,,,闸坝,,,
120.160984,31.909200,63203562,,新沟河泵站,,,,,,,太湖流域,,武澄锡虞区,,,,,,,,,闸坝,,,
120.192918,31.912315,63203570,,新夏港闸（闸上游）,,,,,,,太湖流域,,武澄锡虞区,,,,,,,,,闸坝,,,
120.193135,31.912377,63203572,,新夏港闸（泵站）,,,,,,,太湖流域,,武澄锡虞区,,,,,,,,,闸坝,,,
120.256009,31.912738,63203602,,定波闸泵站,,,,,,,太湖流域,,武澄锡虞区,,,,,,,,,闸坝,,,
120.322583,31.949134,63203632,,白屈港闸（抽水站）,,,,,,,太湖流域,,武澄锡虞区,,,,,,,,,闸坝,,,
120.287222,31.556111,63203700,,蠡桥,,,,,,,太湖流域,,武澄锡虞区,,,,,,,,,河道,,,
120.404444,31.953889,63204001,,张家港闸(外),,,,,,,太湖流域,,武澄锡虞区,,,,,,,,,潮位,,,
120.644722,31.965000,63204201,,十一圩港(外),,,,,,,太湖流域,,武澄锡虞区,,,,,,,,,潮位,,,
120.680253,31.704647,63204310,,大义桥,,,,,,,太湖流域,,阳澄淀泖区,,,,,,,,,河道,,,
120.624725,31.682513,63204315,,新师桥,,,,,,,太湖流域,,阳澄淀泖区,,,,,,,,,河道,,,
120.532870,31.490217,63204320,,荻泽桥,,,,,,,太湖流域,,阳澄淀泖区,,,,,,,,,河道,,,
120.552780,31.578830,63204325,,钓渚大桥,,,,,,,太湖流域,,阳澄淀泖区,,,,,,,,,河道,,,
121.219167,31.608611,63204851,,七浦闸(外),,,,,,,太湖流域,,阳澄淀泖区,,,,,,,,,潮位,,,
121.259167,31.498889,63205051,,浏河闸(外),,,,,,,太湖流域,,阳澄淀泖区,,,,,,,,,潮位,,,
120.496169,31.008390,63205320,,太浦河泵站,,,,,,,太湖流域,,太湖区,,,,,,,,,闸坝,,,
120.610654,31.095493,63205410,,联湖桥,,,,,,,太湖流域,,太湖区,,,,,,,,,河道,,,
120.530000,31.050000,63205420,,戗港,,,,,,,太湖流域,,太湖区,,,,,,,,,河道,,,
120.459200,30.995300,63205505,,团结桥,,,,,,,太湖流域,,太湖区,,,,,,,,,河道,,,
120.283333,31.600000,63295400,,白屈港闸(外),,,,,,,太湖流域,,太湖区,,,,,,,,,潮位,,,
120.221594,31.535031,632D0604,,五里湖闸,,,,,,,太湖流域,,武澄锡虞区,,,,,,,,,闸坝,,,
120.221892,31.548744,632D0605,,七号桥闸,,,,,,,太湖流域,,武澄锡虞区,,,,,,,,,闸坝,,,
119.897425,31.189628,632D0608,,大港桥,,,,,,,太湖流域,,太湖区,,,,,,,,,河道,,,
120.547556,30.402490,63307101,,盐官枢纽泵,,,,,,,太湖流域,,杭嘉湖区,,,,,,,,,闸坝,,,
120.903190,30.373814,63307701,,长山河泵站,,,,,,,太湖流域,,杭嘉湖区,,,,,,,,,闸坝,,,
120.943405,30.505709,63309301,,南台头泵站,,,,,,,太湖流域,,杭嘉湖区,,,,,,,,,闸坝,,,
120.087000,30.203000,63320131,,梅家坞(墒),,,,,,,浙闽台河流,,钱塘江流域,,,,,,,,,,,,
120.190251,30.360407,63320190,,龙山水库,,,,,,,浙闽台河流,,钱塘江流域,,,,,,,,,水库,,,
120.184218,30.344568,63320624,,下塘河沈半路,,,,,,,浙闽台河流,,钱塘江流域,,,,,,,,,,,,
121.340373,31.213402,6340010P,,仙霞西路隧道(北线),,,,,,,太湖流域,,浦东浦西区,,,,,,,,,河道,,,
121.381700,31.334200,63405490,,蕴藻浜东闸（闸内）,,,,,,,太湖流域,,浦东浦西区,,,,,,,,,河道,,,
118.351860,29.005417,70100180,,华埠电站,,,,,,,浙闽台河流,,钱塘江流域,,,,,,,,,水库,,,
118.512500,28.911389,70100300,,常山,,,,,86.70,,浙闽台河流,,钱塘江流域,,,,89.70,,,,84.70,河道,1998-07-25 00:00:00,,89.700
120.147087,30.090643,70102050,,传雅机埠,,,,,,,浙闽台河流,,钱塘江流域,,,,,,,,,河道,,,
120.950000,30.515833,70103620,,海盐,,,,,,,浙闽台河流,,钱塘江流域,,,,,,,,,潮位,,,
118.510000,28.898055,70104359,,南门溪,,,,,,,浙闽台河流,,钱塘江流域,,,,,,,,,河道,,,
118.506628,28.962017,70104368,,辉埠大坞水库,,,,,,,浙闽台河流,,钱塘江流域,,,,,,,,,水库,,,
118.619166,28.703888,70104650,,江山,,,,,95.50,,浙闽台河流,,钱塘江流域,,,,,,,,94.50,河道,,,
118.495511,28.739377,70105124,,江山三八水库,,,,,,,浙闽台河流,,钱塘江流域,,,,,,,,,水库,,,
118.758177,28.826950,70105218,,撑口水库,,,,,,,浙闽台河流,,钱塘江流域,,,,,,,,,水库,,,
118.836389,28.689444,70105950,,乌溪江电厂,,,,,,,浙闽台河流,,钱塘江流域,,,,,,,,,水库,,,
119.053530,28.991308,70106775,,安仁水库,,,,,,,浙闽台河流,,钱塘江流域,,,,,,,,,水库,,,
119.151390,28.708330,70107010,,应村水库,,,,,436.63,,浙闽台河流,,钱塘江流域,,,,438.50,,,,434.50,水库,,,
119.266603,28.980491,70107620,,社阳水库,,,,,93.10,,浙闽台河流,,钱塘江流域,,,,95.70,,,,90.91,水库,,,
119.383615,29.025846,70107664,,西畈水库,,,,,,,浙闽台河流,,钱塘江流域,,,,,,,,,水库,,,
119.403888,28.855833,70107700,,塔石,,,,,,,浙闽台河流,,钱塘江流域,,,,,,,,,河道,,,
118.421556,29.753042,70109004,,瑶玲水库,,,,,,,浙闽台河流,,钱塘江流域,,,,,,,,,水库,,,
117.877612,29.919202,70109034,,泰山水库,,,,,,,浙闽台河流,,钱塘江流域,,,,,,,,,水库,,,
117.924623,29.916624,70109044,,钟山水库,,,,,,,浙闽台河流,,钱塘江流域,,,,,,,,,水库,,,
117.866495,29.956986,70109054,,丰口水库,,,,,,,浙闽台河流,,钱塘江流域,,,,,,,,,水库,,,
117.869836,29.911673,70109064,,里坞水库,,,,,,,浙闽台河流,,钱塘江流域,,,,,,,,,水库,,,
118.275389,29.704355,70109078,,油山塘水库,,,,,,,浙闽台河流,,钱塘江流域,,,,,,,,,水库,,,
117.972908,29.923408,70109084,,古溪水库,,,,,,,浙闽台河流,,钱塘江流域,,,,,,,,,水库,,,
118.286111,29.644444,70109104,,三八水库,,,,,,,浙闽台河流,,钱塘江流域,,,,,,,,,水库,,,
118.267425,29.711874,70109434,,茅山水库,,,,,,,浙闽台河流,,钱塘江流域,,,,,,,,,水库,,,
118.235980,29.709785,70109444,,南干塘水库,,,,,,,浙闽台河流,,钱塘江流域,,,,,,,,,水库,,,
120.071811,29.351282,70109678,,泮塘水库,,,,,,,浙闽台河流,,钱塘江流域,,,,,,,,,水库,,,
120.140302,29.164054,70109804,,画水,,,,,,,浙闽台河流,,钱塘江流域,,,,,,,,,河道,,,
119.648280,29.177752,70110475,,山下吴水库,,,,,,,浙闽台河流,,钱塘江流域,,,,,,,,,水库,,,
117.791173,29.708773,70111004,,流口水库,,,,,,,浙闽台河流,,钱塘江流域,,,,,,,,,水库,,,
118.528043,29.842260,70111360,,妹滩枢纽闸下,,,,,,,浙闽台河流,,钱塘江流域,,,,,,,,,河道,,,
117.355785,29.865917,70112053,,闪里,,,,,,,浙闽台河流,,钱塘江流域,,,,,,,,,河道,,,
118.212175,29.798145,70113209,,西山闸下,,,,,,,浙闽台河流,,钱塘江流域,,,,,,,,,河道,,,
118.221130,29.900000,70113901,,丰乐坝下,,,,,,,浙闽台河流,,钱塘江流域,,,,,,,,,河道,,,
119.032777,29.869722,70114285,,屏门,,,,,,,浙闽台河流,,钱塘江流域,,,,,,,,,河道,,,
118.483611,29.450277,70114500,,中洲,,,,,,,浙闽台河流,,钱塘江流域,,,,,,,,,河道,,,
118.557495,29.585413,70114642,,大同坑水库,,,,,,,浙闽台河流,,钱塘江流域,,,,,,,,,水库,,,
118.594530,29.271208,70114660,,东坑水库,,,,,,,浙闽台河流,,钱塘江流域,,,,,,,,,水库,,,
119.224444,29.353611,70114906,,河南里,,,,,,,浙闽台河流,,钱塘江流域,,,,,,,,,河道,,,
119.241944,29.367777,70114914,,翠坑口,,,,,,,浙闽台河流,,钱塘江流域,,,,,,,,,河道,,,
119.297660,29.550684,70114922,,桑园,,,,,,,浙闽台河流,,钱塘江流域,,,,,,,,,河道,,,
119.364113,29.553582,70114930,,秋联,,,,,,,浙闽台河流,,钱塘江流域,,,,,,,,,河道,,,
119.419550,29.588114,70114938,,杨家水库,,,,,,,浙闽台河流,,钱塘江流域,,,,,,,,,水库,,,
119.639965,29.519981,70114942,,镇头水库,,,,,,,浙闽台河流,,钱塘江流域,,,,,,,,,水库,,,
119.601838,29.536274,70114944,,和村,,,,,,,浙闽台河流,,钱塘江流域,,,,,,,,,河道,,,
119.506011,29.648280,70114958,,仇村,,,,,,,浙闽台河流,,钱塘江流域,,,,,,,,,河道,,,
119.536125,29.741358,70114972,,建德胜利水库,,,,,,,浙闽台河流,,钱塘江流域,,,,,,,,,水库,,,
119.690833,29.773333,70114986,,龙头坞,,,,,,,浙闽台河流,,钱塘江流域,,,,,,,,,河道,,,
119.382281,30.141835,70115502,,扶西大桥,,,,,,,浙闽台河流,,钱塘江流域,,,,,,,,,河道,,,
119.307500,29.936388,70115528,,合村,,,,,,,浙闽台河流,,钱塘江流域,,,,,,,,,河道,,,
119.483346,29.973500,70115550,,马源溪张家,,,,,,,浙闽台河流,,钱塘江流域,,,,,,,,,河道,,,
119.514166,29.977500,70115553,,舒家,,,,,,,浙闽台河流,,钱塘江流域,,,,,,,,,河道,,,
119.592130,29.880692,70115564,,桐庐大坑水库,,,,,,,浙闽台河流,,钱塘江流域,,,,,,,,,水库,,,
118.254876,29.696455,70118004,,红旗水库,,,,,,,浙闽台河流,,钱塘江流域,,,,,,,,,水库,,,
118.246204,29.713755,70118014,,林金塘水库,,,,,,,浙闽台河流,,钱塘江流域,,,,,,,,,水库,,,
118.196768,29.718366,70118024,,长塘水库,,,,,,,浙闽台河流,,钱塘江流域,,,,,,,,,水库,,,
119.886964,29.433617,70118151,,金坑岭2,,,,,,,浙闽台河流,,钱塘江流域,,,,,,,,,水库,,,
119.902230,29.457167,70118160,,金狮岭水库,,,,,,,浙闽台河流,,钱塘江流域,,,,,,,,,水库,,,
119.910870,29.406640,70118175,,白石源水库,,,,,,,浙闽台河流,,钱塘江流域,,,,,,,,,水库,,,
118.345090,29.684361,70119094,,大学水库,,,,,,,浙闽台河流,,钱塘江流域,,,,,,,,,水库,,,
