2020-01-01,河名,站名,水位,流量,含沙量
2020-01-01,黄河                          ,唐乃亥                        ,2670.77,303,-
2020-01-01,黄河                          ,龙羊峡入库,-,281,-
2020-01-01,黄河                          ,龙羊峡蓄水量,2598.18,(235)亿,-
2020-01-01,黄河                          ,龙羊峡出库,-,613,-
2020-01-01,黄河                          ,刘家峡入库,-,606,-
2020-01-01,黄河                          ,刘家峡蓄水量,1726.15,(28.7)亿,-
2020-01-01,黄河                          ,刘家峡出库,-,580,-
2020-01-01,黄河                          ,兰州                          ,1510.54,606,-
2020-01-01,黄河                          ,下河沿                        ,1229.53,715,-
2020-01-01,黄河                          ,石嘴山                        ,1085.6,755,-
2020-01-01,黄河                          ,巴彦高勒                      ,1050.36,636,-
2020-01-01,黄河                          ,三湖河口                      ,1018.21,466,-
2020-01-01,黄河                          ,包头                          ,1003.01,427,-
2020-01-01,黄河                          ,头道拐                        ,988.5,370,-
2020-01-01,黄河                          ,万家寨蓄水量,966.28,(2.74)亿,-
2020-01-01,黄河                          ,万家寨上出库,-,551,-
2020-01-01,黄河                          ,万家寨下                      ,899,551,-
2020-01-01,黄河                          ,府谷                          ,806.95,288,-
2020-01-01,黄河                          ,吴堡                          ,635.57,295,-
2020-01-01,黄河                          ,龙门                          ,377.32,300,-
2020-01-01,汾河                          ,河津                          ,370.3,8.82,-
2020-01-01,北洛河                        ,状头                          ,361.52,5.86,-
2020-01-01,泾河                          ,张家山                        ,420.4,9.27,-
2020-01-01,渭河                          ,咸阳                          ,376.64,47.8,-
2020-01-01,渭河                          ,华县                          ,334.33,126,-
2020-01-01,黄河                          ,潼关                          ,325.5,585,-
2020-01-01,黄河                          ,史家滩蓄水量,317.43,(5.70)亿,-
2020-01-01,黄河                          ,三门峡                        ,274.05,805,-
2020-01-01,黄河                          ,小浪底上蓄水量,259.92,(58)亿,-
2020-01-01,黄河                          ,小浪底                        ,133.54,494,*299
2020-01-01,伊河                          ,东湾                          ,-,-,-
2020-01-01,伊河                          ,陆浑坝上蓄水量,310.06,(3.42)亿,-
2020-01-01,伊河                          ,陆浑坝上出库,-,-,-
2020-01-01,伊河                          ,龙门镇                        ,147.29,4.95,-
2020-01-01,洛河                          ,卢氏                          ,-,-,-
2020-01-01,洛河                          ,故县水库蓄水量,526.93,(5.02)亿,-
2020-01-01,洛河                          ,故县水库出库,-,-,-
2020-01-01,洛河                          ,长水（二）                    ,377.81,1.13,-
2020-01-01,洛河                          ,白马寺                        ,113.03,19.5,-
2020-01-01,伊洛河                        ,黑石关                        ,104.25,13.5,-
2020-01-01,丹河                          ,山路坪                        ,-,-,-
2020-01-01,沁河                          ,五龙口                        ,-,-,-
2020-01-01,沁河                          ,武陟                          ,98.21,1.75,-
2020-01-01,黄河                          ,花园口                        ,88.68,488,*1.27
2020-01-01,黄河                          ,夹河滩                        ,71.46,615,*2
2020-01-01,黄河                          ,高村                          ,57.22,617,*3.84
2020-01-01,黄河                          ,孙口                          ,42.63,535,*3.70
2020-01-01,大汶河                        ,戴村坝,-,-,-
2020-01-01,东平湖                        ,东平湖老湖蓄水量,40.7,(4.08)亿,-
2020-01-01,大汶河                        ,出湖闸,-,-,-
2020-01-01,黄河                          ,艾山                          ,35.82,418,*3.23
2020-01-01,黄河                          ,泺口                          ,24.4,460,*4.06
2020-01-01,黄河                          ,利津                          ,8.72,332,*4.25
2020-01-02,黄河                          ,唐乃亥                        ,2670.8,312,-
2020-01-02,黄河                          ,龙羊峡入库,-,245,-
2020-01-02,黄河                          ,龙羊峡蓄水量,2598.1,(235)亿,-
2020-01-02,黄河                          ,龙羊峡出库,-,620,-
2020-01-02,黄河                          ,刘家峡入库,-,1040,-
2020-01-02,黄河                          ,刘家峡蓄水量,1726.23,(28.8)亿,-
2020-01-02,黄河                          ,刘家峡出库,-,559,-
2020-01-02,黄河                          ,兰州                          ,1510.48,575,-
2020-01-02,黄河                          ,下河沿                        ,1229.51,705,-
2020-01-02,黄河                          ,石嘴山                        ,1085.63,775,-
2020-01-02,黄河                          ,巴彦高勒                      ,1052.2,486,-
2020-01-02,黄河                          ,三湖河口                      ,1018.22,468,-
2020-01-02,黄河                          ,包头                          ,1003,403,-
2020-01-02,黄河                          ,头道拐                        ,988.48,351,-
2020-01-02,黄河                          ,万家寨蓄水量,966.76,(2.82)亿,-
2020-01-02,黄河                          ,万家寨上出库,-,962,-
2020-01-02,黄河                          ,万家寨下                      ,899.6,962,-
2020-01-02,黄河                          ,府谷                          ,807.41,415,-
2020-01-02,黄河                          ,吴堡                          ,635.71,342,-
2020-01-02,黄河                          ,龙门                          ,377.18,360,-
2020-01-02,汾河                          ,河津                          ,370.25,7.19,-
2020-01-02,北洛河                        ,状头                          ,361.63,11.1,-
2020-01-02,泾河                          ,张家山                        ,420.56,19.6,-
2020-01-02,渭河                          ,咸阳                          ,376.68,52.2,-
2020-01-02,渭河                          ,华县                          ,334.23,111,-
2020-01-02,黄河                          ,潼关                          ,325.46,565,-
2020-01-02,黄河                          ,史家滩蓄水量,317.25,(5.53)亿,-
2020-01-02,黄河                          ,三门峡                        ,274.41,1030,-
2020-01-02,黄河                          ,小浪底上蓄水量,260,(58.2)亿,-
2020-01-02,黄河                          ,小浪底                        ,133.96,920,*299
2020-01-02,伊河                          ,东湾                          ,-,-,-
2020-01-02,伊河                          ,陆浑坝上蓄水量,310.06,(3.42)亿,-
2020-01-02,伊河                          ,陆浑坝上出库,-,-,-
2020-01-02,伊河                          ,龙门镇                        ,147.29,4.95,-
2020-01-02,洛河                          ,卢氏                          ,-,-,-
2020-01-02,洛河                          ,故县水库蓄水量,526.95,(5.03)亿,-
2020-01-02,洛河                          ,故县水库出库,-,-,-
2020-01-02,洛河                          ,长水（二）                    ,377.81,1.13,-
2020-01-02,洛河                          ,白马寺                        ,113,19,-
2020-01-02,伊洛河                        ,黑石关                        ,104.55,28.2,-
2020-01-02,丹河                          ,山路坪                        ,-,-,-
2020-01-02,沁河                          ,五龙口                        ,-,-,-
2020-01-02,沁河                          ,武陟                          ,98.21,1.75,-
2020-01-02,黄河                          ,花园口                        ,88.64,474,*1.27
2020-01-02,黄河                          ,夹河滩                        ,71.35,500,*2
2020-01-02,黄河                          ,高村                          ,57.12,450,*3.84
2020-01-02,黄河                          ,孙口                          ,42.62,497,*3.70
2020-01-02,大汶河                        ,戴村坝,-,-,-
2020-01-02,东平湖                        ,东平湖老湖蓄水量,40.71,(4.09)亿,-
2020-01-02,大汶河                        ,出湖闸,-,-,-
2020-01-02,黄河                          ,艾山                          ,35.87,434,*3.23
2020-01-02,黄河                          ,泺口                          ,24.36,428,*4.06
2020-01-02,黄河                          ,利津                          ,8.67,304,*4.25
2020-01-01,黄河                          ,唐乃亥                        ,2670.77,303,-
2020-01-01,黄河                          ,龙羊峡入库,-,281,-
2020-01-01,黄河                          ,龙羊峡蓄水量,2598.18,(235)亿,-
2020-01-01,黄河                          ,龙羊峡出库,-,613,-
2020-01-01,黄河                          ,刘家峡入库,-,606,-
2020-01-01,黄河                          ,刘家峡蓄水量,1726.15,(28.7)亿,-
2020-01-01,黄河                          ,刘家峡出库,-,580,-
2020-01-01,黄河                          ,兰州                          ,1510.54,606,-
2020-01-01,黄河                          ,下河沿                        ,1229.53,715,-
2020-01-01,黄河                          ,石嘴山                        ,1085.6,755,-
2020-01-01,黄河                          ,巴彦高勒                      ,1050.36,636,-
2020-01-01,黄河                          ,三湖河口                      ,1018.21,466,-
2020-01-01,黄河                          ,包头                          ,1003.01,427,-
2020-01-01,黄河                          ,头道拐                        ,988.5,370,-
2020-01-01,黄河                          ,万家寨蓄水量,966.28,(2.74)亿,-
2020-01-01,黄河                          ,万家寨上出库,-,551,-
2020-01-01,黄河                          ,万家寨下                      ,899,551,-
2020-01-01,黄河                          ,府谷                          ,806.95,288,-
2020-01-01,黄河                          ,吴堡                          ,635.57,295,-
2020-01-01,黄河                          ,龙门                          ,377.32,300,-
2020-01-01,汾河                          ,河津                          ,370.3,8.82,-
2020-01-01,北洛河                        ,状头                          ,361.52,5.86,-
2020-01-01,泾河                          ,张家山                        ,420.4,9.27,-
2020-01-01,渭河                          ,咸阳                          ,376.64,47.8,-
2020-01-01,渭河                          ,华县                          ,334.33,126,-
2020-01-01,黄河                          ,潼关                          ,325.5,585,-
2020-01-01,黄河                          ,史家滩蓄水量,317.43,(5.70)亿,-
2020-01-01,黄河                          ,三门峡                        ,274.05,805,-
2020-01-01,黄河                          ,小浪底上蓄水量,259.92,(58)亿,-
2020-01-01,黄河                          ,小浪底                        ,133.54,494,*299
2020-01-01,伊河                          ,东湾                          ,-,-,-
2020-01-01,伊河                          ,陆浑坝上蓄水量,310.06,(3.42)亿,-
2020-01-01,伊河                          ,陆浑坝上出库,-,-,-
2020-01-01,伊河                          ,龙门镇                        ,147.29,4.95,-
2020-01-01,洛河                          ,卢氏                          ,-,-,-
2020-01-01,洛河                          ,故县水库蓄水量,526.93,(5.02)亿,-
2020-01-01,洛河                          ,故县水库出库,-,-,-
2020-01-01,洛河                          ,长水（二）                    ,377.81,1.13,-
2020-01-01,洛河                          ,白马寺                        ,113.03,19.5,-
2020-01-01,伊洛河                        ,黑石关                        ,104.25,13.5,-
2020-01-01,丹河                          ,山路坪                        ,-,-,-
2020-01-01,沁河                          ,五龙口                        ,-,-,-
2020-01-01,沁河                          ,武陟                          ,98.21,1.75,-
2020-01-01,黄河                          ,花园口                        ,88.68,488,*1.27
2020-01-01,黄河                          ,夹河滩                        ,71.46,615,*2
2020-01-01,黄河                          ,高村                          ,57.22,617,*3.84
2020-01-01,黄河                          ,孙口                          ,42.63,535,*3.70
2020-01-01,大汶河                        ,戴村坝,-,-,-
2020-01-01,东平湖                        ,东平湖老湖蓄水量,40.7,(4.08)亿,-
2020-01-01,大汶河                        ,出湖闸,-,-,-
2020-01-01,黄河                          ,艾山                          ,35.82,418,*3.23
2020-01-01,黄河                          ,泺口                          ,24.4,460,*4.06
2020-01-01,黄河                          ,利津                          ,8.72,332,*4.25
2020-01-02,黄河                          ,唐乃亥                        ,2670.8,312,-
2020-01-02,黄河                          ,龙羊峡入库,-,245,-
2020-01-02,黄河                          ,龙羊峡蓄水量,2598.1,(235)亿,-
2020-01-02,黄河                          ,龙羊峡出库,-,620,-
2020-01-02,黄河                          ,刘家峡入库,-,1040,-
2020-01-02,黄河                          ,刘家峡蓄水量,1726.23,(28.8)亿,-
2020-01-02,黄河                          ,刘家峡出库,-,559,-
2020-01-02,黄河                          ,兰州                          ,1510.48,575,-
2020-01-02,黄河                          ,下河沿                        ,1229.51,705,-
2020-01-02,黄河                          ,石嘴山                        ,1085.63,775,-
2020-01-02,黄河                          ,巴彦高勒                      ,1052.2,486,-
2020-01-02,黄河                          ,三湖河口                      ,1018.22,468,-
2020-01-02,黄河                          ,包头                          ,1003,403,-
2020-01-02,黄河                          ,头道拐                        ,988.48,351,-
2020-01-02,黄河                          ,万家寨蓄水量,966.76,(2.82)亿,-
2020-01-02,黄河                          ,万家寨上出库,-,962,-
2020-01-02,黄河                          ,万家寨下                      ,899.6,962,-
2020-01-02,黄河                          ,府谷                          ,807.41,415,-
2020-01-02,黄河                          ,吴堡                          ,635.71,342,-
