2002-01-01,河名,站名,水位,流量,含沙量
2002-01-02,黄河                          ,吴堡                          ,36.08,119,-
2002-01-02,黄河                          ,龙门                          ,82.17,272,-
2002-01-02,汾河                          ,河津                          ,70.64,5.60,-
2002-01-02,北洛河                        ,状头                          ,61.35,2.10,-
2002-01-02,泾河                          ,张家山                        ,420.1,1.64,-
2002-01-02,渭河                          ,咸阳                          ,81.68,9.40,-
2002-01-02,渭河                          ,华县                          ,35.07,20,-
2002-01-02,黄河                          ,潼关                          ,26.03,370,-
2002-01-02,黄河                          ,史家滩蓄水量,-,-,-
2002-01-02,黄河                          ,三门峡                        ,70.89,18.2,*7.25
2002-01-02,黄河                          ,小浪底上蓄水量,-,-,-
2002-01-02,黄河                          ,小浪底                        ,31.99,92,*89.3
2002-01-02,伊河                          ,东湾                          ,-,-,-
2002-01-02,伊河                          ,陆浑坝上蓄水量,-,-,-
2002-01-02,伊河                          ,陆浑坝上出库,-,-,-
2002-01-02,伊河                          ,龙门镇                        ,48.16,7.10,-
2002-01-02,洛河                          ,卢氏                          ,-,-,-
2002-01-02,洛河                          ,故县水库蓄水量,-,-,-
2002-01-02,洛河                          ,故县水库出库,-,-,-
2002-01-02,洛河                          ,长水（二）                    ,378.06,1.47,-
2002-01-02,洛河                          ,白马寺                        ,115.31,6.70,-
2002-01-02,伊洛河                        ,黑石关                        ,5.86,26.4,-
2002-01-02,丹河                          ,山路坪                        ,-,-,-
2002-01-02,沁河                          ,五龙口                        ,-,-,-
2002-01-02,沁河                          ,武陟                          ,1.55,3.97,-
2002-01-02,黄河                          ,花园口                        ,90.5,300,*73.1
2002-01-02,黄河                          ,夹河滩                        ,74.25,194,*9.65
2002-01-02,黄河                          ,高村                          ,60.64,206,*3.99
2002-01-02,黄河                          ,孙口                          ,45.18,275,*2.75
2002-01-02,大汶河                        ,戴村坝,-,-,-
2002-01-02,东平湖                        ,东平湖老湖蓄水量,-,-,-
2002-01-02,大汶河                        ,出湖闸,-,-,-
2002-01-02,黄河                          ,艾山                          ,37.83,235,*3.80
2002-01-02,黄河                          ,泺口                          ,26.57,155,*4.32
2002-01-02,黄河                          ,利津                          ,11.08,257,*4.06
2002-01-03,黄河                          ,唐乃亥                        ,170.08,116,-
2002-01-03,黄河                          ,龙羊峡入库,-,-,-
2002-01-03,黄河                          ,龙羊峡蓄水量,-,-,-
2002-01-03,黄河                          ,龙羊峡出库,-,-,-
2002-01-03,黄河                          ,刘家峡入库,-,-,-
2002-01-03,黄河                          ,刘家峡蓄水量,-,-,-
2002-01-03,黄河                          ,刘家峡出库,-,-,-
2002-01-03,黄河                          ,兰州                          ,10.45,333,-
2002-01-03,黄河                          ,下河沿                        ,29.27,547,-
2002-01-03,黄河                          ,石嘴山                        ,86.06,515,-
2002-01-03,黄河                          ,巴彦高勒                      ,52.52,383,-
2002-01-03,黄河                          ,三湖河口                      ,18.1,280,-
2002-01-03,黄河                          ,包头                          ,-,-,-
2002-01-03,黄河                          ,头道拐                        ,86.69,200,-
2002-01-03,黄河                          ,万家寨蓄水量,-,-,-
2002-01-03,黄河                          ,万家寨上出库,-,20.6,-
2002-01-03,黄河                          ,万家寨下                      ,94.51,20.6,-
2002-01-03,黄河                          ,府谷                          ,8.93,190,-
2002-01-03,黄河                          ,吴堡                          ,36.1,126,-
2002-01-03,黄河                          ,龙门                          ,81.9,180,-
2002-01-03,汾河                          ,河津                          ,70.65,5.73,-
2002-01-03,北洛河                        ,状头                          ,61.35,2.10,-
2002-01-03,泾河                          ,张家山                        ,420.1,1.64,-
2002-01-03,渭河                          ,咸阳                          ,81.67,8.82,-
2002-01-03,渭河                          ,华县                          ,35.08,21,-
2002-01-03,黄河                          ,潼关                          ,25.92,275,-
2002-01-03,黄河                          ,史家滩蓄水量,-,-,-
2002-01-03,黄河                          ,三门峡                        ,70.62,10.8,*7.25
2002-01-03,黄河                          ,小浪底上蓄水量,-,-,-
2002-01-03,黄河                          ,小浪底                        ,31.9,71,*89.3
2002-01-03,伊河                          ,东湾                          ,-,-,-
2002-01-03,伊河                          ,陆浑坝上蓄水量,-,-,-
2002-01-03,伊河                          ,陆浑坝上出库,-,-,-
2002-01-03,伊河                          ,龙门镇                        ,48.19,7.78,-
2002-01-03,洛河                          ,卢氏                          ,-,-,-
2002-01-03,洛河                          ,故县水库蓄水量,-,-,-
2002-01-03,洛河                          ,故县水库出库,-,-,-
2002-01-03,洛河                          ,长水（二）                    ,378.06,1.47,-
2002-01-03,洛河                          ,白马寺                        ,115.39,9.30,-
2002-01-03,伊洛河                        ,黑石关                        ,5.76,22,-
2002-01-03,丹河                          ,山路坪                        ,-,-,-
2002-01-03,沁河                          ,五龙口                        ,-,-,-
2002-01-03,沁河                          ,武陟                          ,1.49,2.53,-
2002-01-03,黄河                          ,花园口                        ,90.39,243,*73.1
2002-01-03,黄河                          ,夹河滩                        ,74.26,198,*9.65
2002-01-03,黄河                          ,高村                          ,60.65,240,*3.99
2002-01-03,黄河                          ,孙口                          ,45.11,255,*2.75
2002-01-03,大汶河                        ,戴村坝,-,-,-
2002-01-03,东平湖                        ,东平湖老湖蓄水量,-,-,-
2002-01-03,大汶河                        ,出湖闸,-,-,-
2002-01-03,黄河                          ,艾山                          ,37.73,170,*3.80
2002-01-03,黄河                          ,泺口                          ,26.46,131,*4.32
2002-01-03,黄河                          ,利津                          ,10.99,233,*4.06
2002-01-04,黄河                          ,唐乃亥                        ,170.03,107,-
2002-01-04,黄河                          ,龙羊峡入库,-,-,-
2002-01-04,黄河                          ,龙羊峡蓄水量,-,-,-
2002-01-04,黄河                          ,龙羊峡出库,-,-,-
2002-01-04,黄河                          ,刘家峡入库,-,-,-
2002-01-04,黄河                          ,刘家峡蓄水量,-,-,-
2002-01-04,黄河                          ,刘家峡出库,-,-,-
2002-01-04,黄河                          ,兰州                          ,10.44,330,-
2002-01-04,黄河                          ,下河沿                        ,29.13,463,-
2002-01-04,黄河                          ,石嘴山                        ,86.02,495,-
2002-01-04,黄河                          ,巴彦高勒                      ,52.56,400,-
2002-01-04,黄河                          ,三湖河口                      ,18.21,310,-
2002-01-04,黄河                          ,包头                          ,-,-,-
2002-01-04,黄河                          ,头道拐                        ,86.77,210,-
2002-01-04,黄河                          ,万家寨蓄水量,-,-,-
2002-01-04,黄河                          ,万家寨上出库,-,20.9,-
2002-01-04,黄河                          ,万家寨下                      ,94.52,20.9,-
2002-01-04,黄河                          ,府谷                          ,8.86,175,-
2002-01-04,黄河                          ,吴堡                          ,36.18,156,-
2002-01-04,黄河                          ,龙门                          ,81.67,130,-
2002-01-04,汾河                          ,河津                          ,70.66,5.90,-
2002-01-04,北洛河                        ,状头                          ,61.36,2.30,-
2002-01-04,泾河                          ,张家山                        ,420.1,1.64,-
2002-01-04,渭河                          ,咸阳                          ,81.67,8.82,-
2002-01-04,渭河                          ,华县                          ,35.05,19,-
2002-01-04,黄河                          ,潼关                          ,25.83,210,-
2002-01-04,黄河                          ,史家滩蓄水量,-,-,-
2002-01-04,黄河                          ,三门峡                        ,70.77,14.8,*7.25
2002-01-04,黄河                          ,小浪底上蓄水量,-,-,-
2002-01-04,黄河                          ,小浪底                        ,32.03,102,*89.3
2002-01-04,伊河                          ,东湾                          ,-,-,-
2002-01-04,伊河                          ,陆浑坝上蓄水量,-,-,-
2002-01-04,伊河                          ,陆浑坝上出库,-,-,-
2002-01-04,伊河                          ,龙门镇                        ,48.08,5.38,-
2002-01-04,洛河                          ,卢氏                          ,-,-,-
2002-01-04,洛河                          ,故县水库蓄水量,-,-,-
2002-01-04,洛河                          ,故县水库出库,-,-,-
2002-01-04,洛河                          ,长水（二）                    ,378.06,1.47,-
2002-01-04,洛河                          ,白马寺                        ,115.37,8.50,-
2002-01-04,伊洛河                        ,黑石关                        ,5.8,23.8,-
2002-01-04,丹河                          ,山路坪                        ,-,-,-
2002-01-04,沁河                          ,五龙口                        ,-,-,-
2002-01-04,沁河                          ,武陟                          ,1.44,1.61,-
2002-01-04,黄河                          ,花园口                        ,90.4,228,*73.1
2002-01-04,黄河                          ,夹河滩                        ,74.19,160,*9.65
2002-01-04,黄河                          ,高村                          ,60.65,240,*3.99
2002-01-04,黄河                          ,孙口                          ,45.08,245,*2.75
2002-01-04,大汶河                        ,戴村坝,-,-,-
2002-01-04,东平湖                        ,东平湖老湖蓄水量,-,-,-
2002-01-04,大汶河                        ,出湖闸,-,-,-
2002-01-04,黄河                          ,艾山                          ,37.65,150,*3.80
2002-01-04,黄河                          ,泺口                          ,26.33,117,*4.32
2002-01-04,黄河                          ,利津                          ,10.73,158,*4.06
2002-01-05,黄河                          ,唐乃亥                        ,170.05,109,-
2002-01-05,黄河                          ,龙羊峡入库,-,-,-
2002-01-05,黄河                          ,龙羊峡蓄水量,-,-,-
2002-01-05,黄河                          ,龙羊峡出库,-,-,-
2002-01-05,黄河                          ,刘家峡入库,-,-,-
2002-01-05,黄河                          ,刘家峡蓄水量,-,-,-
2002-01-05,黄河                          ,刘家峡出库,-,-,-
2002-01-05,黄河                          ,兰州                          ,10.42,323,-
2002-01-05,黄河                          ,下河沿                        ,29.14,467,-
2002-01-05,黄河                          ,石嘴山                        ,85.87,417,-
2002-01-05,黄河                          ,巴彦高勒                      ,52.61,420,-
2002-01-05,黄河                          ,三湖河口                      ,18.27,330,-
2002-01-05,黄河                          ,包头                          ,-,-,-
2002-01-05,黄河                          ,头道拐                        ,86.85,217,-
2002-01-05,黄河                          ,万家寨蓄水量,-,-,-
2002-01-05,黄河                          ,万家寨上出库,-,20,-
2002-01-05,黄河                          ,万家寨下                      ,94.49,20,-
2002-01-05,黄河                          ,府谷                          ,8.9,184,-
2002-01-05,黄河                          ,吴堡                          ,36.33,222,-
2002-01-05,黄河                          ,龙门                          ,81.73,165,-
2002-01-05,汾河                          ,河津                          ,70.64,5.60,-
2002-01-05,北洛河                        ,状头                          ,61.36,2.30,-
2002-01-05,泾河                          ,张家山                        ,420.1,1.64,-
2002-01-05,渭河                          ,咸阳                          ,81.68,9.10,-
2002-01-05,渭河                          ,华县                          ,35.08,21,-
2002-01-05,黄河                          ,潼关                          ,25.76,170,-
2002-01-05,黄河                          ,史家滩蓄水量,-,-,-
2002-01-05,黄河                          ,三门峡                        ,70.69,12.7,*7.25
2002-01-05,黄河                          ,小浪底上蓄水量,-,-,-
2002-01-05,黄河                          ,小浪底                        ,32.19,142,*89.3
2002-01-05,伊河                          ,东湾                          ,-,-,-
2002-01-05,伊河                          ,陆浑坝上蓄水量,-,-,-
2002-01-05,伊河                          ,陆浑坝上出库,-,-,-
2002-01-05,伊河                          ,龙门镇                        ,47.78,1,-
2002-01-05,洛河                          ,卢氏                          ,-,-,-
2002-01-05,洛河                          ,故县水库蓄水量,-,-,-
2002-01-05,洛河                          ,故县水库出库,-,-,-
2002-01-05,洛河                          ,长水（二）                    ,378.06,1.47,-
2002-01-05,洛河                          ,白马寺                        ,115.34,7.60,-
2002-01-05,伊洛河                        ,黑石关                        ,5.77,22.3,-
2002-01-05,丹河                          ,山路坪                        ,-,-,-
2002-01-05,沁河                          ,五龙口                        ,-,-,-
2002-01-05,沁河                          ,武陟                          ,1.41,1.20,-
2002-01-05,黄河                          ,花园口                        ,90.42,233,*73.1
2002-01-05,黄河                          ,夹河滩                        ,74.24,180,*9.65
2002-01-05,黄河                          ,高村                          ,60.6,214,*3.99
2002-01-05,黄河                          ,孙口                          ,45.07,245,*2.75
2002-01-05,大汶河                        ,戴村坝,-,-,-
2002-01-05,东平湖                        ,东平湖老湖蓄水量,-,-,-
2002-01-05,大汶河                        ,出湖闸,-,-,-
2002-01-05,黄河                          ,艾山                          ,37.63,148,*3.80
2002-01-05,黄河                          ,泺口                          ,26.19,133,*4.32
2002-01-05,黄河                          ,利津                          ,10.58,151,*4.06
2002-01-06,黄河                          ,唐乃亥                        ,170.06,110,-
2002-01-06,黄河                          ,龙羊峡入库,-,-,-
2002-01-06,黄河                          ,龙羊峡蓄水量,-,-,-
2002-01-06,黄河                          ,龙羊峡出库,-,-,-
2002-01-06,黄河                          ,刘家峡入库,-,-,-
2002-01-06,黄河                          ,刘家峡蓄水量,-,-,-
2002-01-06,黄河                          ,刘家峡出库,-,-,-
2002-01-06,黄河                          ,兰州                          ,10.45,333,-
2002-01-06,黄河                          ,下河沿                        ,29.35,590,-
2002-01-06,黄河                          ,石嘴山                        ,85.81,410,-
2002-01-06,黄河                          ,巴彦高勒                      ,52.66,450,-
2002-01-06,黄河                          ,三湖河口                      ,18.33,360,-
2002-01-06,黄河                          ,包头                          ,-,-,-
2002-01-06,黄河                          ,头道拐                        ,86.92,220,-
2002-01-06,黄河                          ,万家寨蓄水量,-,-,-
2002-01-06,黄河                          ,万家寨上出库,-,19,-
2002-01-06,黄河                          ,万家寨下                      ,94.48,19,-
2002-01-06,黄河                          ,府谷                          ,8.81,162,-
2002-01-06,黄河                          ,吴堡                          ,36.3,208,-
2002-01-06,黄河                          ,龙门                          ,81.85,188,-
2002-01-06,汾河                          ,河津                          ,70.64,5.60,-
2002-01-06,北洛河                        ,状头                          ,361.35,2.10,-
2002-01-06,泾河                          ,张家山                        ,420.09,1.50,-
2002-01-06,渭河                          ,咸阳                          ,81.68,9.10,-
2002-01-06,渭河                          ,华县                          ,35.09,23,-
2002-01-06,黄河                          ,潼关                          ,25.77,180,-
2002-01-06,黄河                          ,史家滩蓄水量,-,-,-
2002-01-06,黄河                          ,三门峡                        ,70.84,16.9,*7.25
2002-01-06,黄河                          ,小浪底上蓄水量,-,-,-
2002-01-06,黄河                          ,小浪底                        ,31.75,41,*89.3
2002-01-06,伊河                          ,东湾                          ,-,-,-
2002-01-06,伊河                          ,陆浑坝上蓄水量,-,-,-
2002-01-06,伊河                          ,陆浑坝上出库,-,-,-
2002-01-06,伊河                          ,龙门镇                        ,47.78,1,-
2002-01-06,洛河                          ,卢氏                          ,-,-,-
2002-01-06,洛河                          ,故县水库蓄水量,-,-,-
2002-01-06,洛河                          ,故县水库出库,-,-,-
2002-01-06,洛河                          ,长水（二）                    ,378.06,1.47,-
2002-01-06,洛河                          ,白马寺                        ,115.26,5.70,-
2002-01-06,伊洛河                        ,黑石关                        ,5.69,19.4,-
2002-01-06,丹河                          ,山路坪                        ,-,-,-
2002-01-06,沁河                          ,五龙口                        ,-,-,-
2002-01-06,沁河                          ,武陟                          ,1.4,1.08,-
2002-01-06,黄河                          ,花园口                        ,90.47,248,*73.1
2002-01-06,黄河                          ,夹河滩                        ,74.24,180,*9.65
2002-01-06,黄河                          ,高村                          ,60.59,210,*3.99
2002-01-06,黄河                          ,孙口                          ,45.02,227,*2.75
2002-01-06,大汶河                        ,戴村坝,-,-,-
2002-01-06,东平湖                        ,东平湖老湖蓄水量,-,-,-
2002-01-06,大汶河                        ,出湖闸,-,-,-
2002-01-06,黄河                          ,艾山                          ,37.98,325,*3.80
2002-01-06,黄河                          ,泺口                          ,26.09,127,*4.32
2002-01-06,黄河                          ,利津                          ,10.48,141,*4.06
2002-01-07,黄河                          ,唐乃亥                        ,-,-,-
2002-01-07,黄河                          ,龙羊峡入库,-,-,-
2002-01-07,黄河                          ,龙羊峡蓄水量,-,-,-
2002-01-07,黄河                          ,龙羊峡出库,-,-,-
2002-01-07,黄河                          ,刘家峡入库,-,-,-
2002-01-07,黄河                          ,刘家峡蓄水量,-,-,-
2002-01-07,黄河                          ,刘家峡出库,-,-,-
2002-01-07,黄河                          ,兰州                          ,-,-,-
2002-01-07,黄河                          ,下河沿                        ,-,-,-
2002-01-07,黄河                          ,石嘴山                        ,-,-,-
2002-01-07,黄河                          ,巴彦高勒                      ,-,-,-
2002-01-07,黄河                          ,三湖河口                      ,-,-,-
2002-01-07,黄河                          ,包头                          ,-,-,-
2002-01-07,黄河                          ,头道拐                        ,-,-,-
2002-01-07,黄河                          ,万家寨蓄水量,-,-,-
2002-01-07,黄河                          ,万家寨上出库,-,-,-
2002-01-07,黄河                          ,万家寨下                      ,-,-,-
2002-01-07,黄河                          ,府谷                          ,-,-,-
2002-01-07,黄河                          ,吴堡                          ,-,-,-
2002-01-07,黄河                          ,龙门                          ,-,-,-
2002-01-07,汾河                          ,河津                          ,-,-,-
2002-01-07,北洛河                        ,状头                          ,361.34,1.90,-
2002-01-07,泾河                          ,张家山                        ,420.09,1.50,-
2002-01-07,渭河                          ,咸阳                          ,-,-,-
2002-01-07,渭河                          ,华县                          ,-,-,-
2002-01-07,黄河                          ,潼关                          ,-,-,-
2002-01-07,黄河                          ,史家滩蓄水量,-,-,-
2002-01-07,黄河                          ,三门峡                        ,-,-,-
2002-01-07,黄河                          ,小浪底上蓄水量,-,-,-
2002-01-07,黄河                          ,小浪底                        ,-,-,-
2002-01-07,伊河                          ,东湾                          ,-,-,-
2002-01-07,伊河                          ,陆浑坝上蓄水量,-,-,-
2002-01-07,伊河                          ,陆浑坝上出库,-,-,-
2002-01-07,伊河                          ,龙门镇                        ,-,-,-
2002-01-07,洛河                          ,卢氏                          ,-,-,-
2002-01-07,洛河                          ,故县水库蓄水量,-,-,-
2002-01-07,洛河                          ,故县水库出库,-,-,-
2002-01-07,洛河                          ,长水（二）                    ,-,-,-
2002-01-07,洛河                          ,白马寺                        ,-,-,-
2002-01-07,伊洛河                        ,黑石关                        ,-,-,-
2002-01-07,丹河                          ,山路坪                        ,-,-,-
2002-01-07,沁河                          ,五龙口                        ,-,-,-
2002-01-07,沁河                          ,武陟                          ,-,-,-
2002-01-07,黄河                          ,花园口                        ,-,-,-
2002-01-07,黄河                          ,夹河滩                        ,-,-,-
2002-01-07,黄河                          ,高村                          ,-,-,-
2002-01-07,黄河                          ,孙口                          ,-,-,-
2002-01-07,大汶河                        ,戴村坝,-,-,-
2002-01-07,东平湖                        ,东平湖老湖蓄水量,-,-,-
2002-01-07,大汶河                        ,出湖闸,-,-,-
2002-01-07,黄河                          ,艾山                          ,-,-,-
2002-01-07,黄河                          ,泺口                          ,-,-,-
2002-01-07,黄河                          ,利津                          ,-,-,-
2002-01-08,黄河                          ,唐乃亥                        ,-,-,-
2002-01-08,黄河                          ,龙羊峡入库,-,-,-
2002-01-08,黄河                          ,龙羊峡蓄水量,-,-,-
2002-01-08,黄河                          ,龙羊峡出库,-,-,-
2002-01-08,黄河                          ,刘家峡入库,-,-,-
2002-01-08,黄河                          ,刘家峡蓄水量,-,-,-
2002-01-08,黄河                          ,刘家峡出库,-,-,-
2002-01-08,黄河                          ,兰州                          ,-,-,-
2002-01-08,黄河                          ,下河沿                        ,-,-,-
2002-01-08,黄河                          ,石嘴山                        ,-,-,-
2002-01-08,黄河                          ,巴彦高勒                      ,-,-,-
2002-01-08,黄河                          ,三湖河口                      ,-,-,-
2002-01-08,黄河                          ,包头                          ,-,-,-
2002-01-08,黄河                          ,头道拐                        ,-,-,-
2002-01-08,黄河                          ,万家寨蓄水量,-,-,-
2002-01-08,黄河                          ,万家寨上出库,-,-,-
2002-01-08,黄河                          ,万家寨下                      ,-,-,-
2002-01-08,黄河                          ,府谷                          ,-,-,-
2002-01-08,黄河                          ,吴堡                          ,-,-,-
2002-01-08,黄河                          ,龙门                          ,-,-,-
2002-01-08,汾河                          ,河津                          ,-,-,-
2002-01-08,北洛河                        ,状头                          ,361.36,2.30,-
2002-01-08,泾河                          ,张家山                        ,420.1,1.64,-
2002-01-08,渭河                          ,咸阳                          ,-,-,-
2002-01-08,渭河                          ,华县                          ,-,-,-
2002-01-08,黄河                          ,潼关                          ,-,-,-
2002-01-08,黄河                          ,史家滩蓄水量,-,-,-
2002-01-08,黄河                          ,三门峡                        ,-,-,-
2002-01-08,黄河                          ,小浪底上蓄水量,-,-,-
2002-01-08,黄河                          ,小浪底                        ,-,-,-
2002-01-08,伊河                          ,东湾                          ,-,-,-
2002-01-08,伊河                          ,陆浑坝上蓄水量,-,-,-
2002-01-08,伊河                          ,陆浑坝上出库,-,-,-
2002-01-08,伊河                          ,龙门镇                        ,-,-,-
2002-01-08,洛河                          ,卢氏                          ,-,-,-
2002-01-08,洛河                          ,故县水库蓄水量,-,-,-
2002-01-08,洛河                          ,故县水库出库,-,-,-
2002-01-08,洛河                          ,长水（二）                    ,-,-,-
2002-01-08,洛河                          ,白马寺                        ,-,-,-
2002-01-08,伊洛河                        ,黑石关                        ,-,-,-
2002-01-08,丹河                          ,山路坪                        ,-,-,-
2002-01-08,沁河                          ,五龙口                        ,-,-,-
2002-01-08,沁河                          ,武陟                          ,-,-,-
2002-01-08,黄河                          ,花园口                        ,-,-,-
2002-01-08,黄河                          ,夹河滩                        ,74.15,154,*9.65
2002-01-08,黄河                          ,高村                          ,-,-,-
2002-01-08,黄河                          ,孙口                          ,-,-,-
2002-01-08,大汶河                        ,戴村坝,-,-,-
2002-01-08,东平湖                        ,东平湖老湖蓄水量,-,-,-
2002-01-08,大汶河                        ,出湖闸,-,-,-
2002-01-08,黄河                          ,艾山                          ,-,-,-
2002-01-08,黄河                          ,泺口                          ,-,-,-
2002-01-08,黄河                          ,利津                          ,-,-,-
2002-01-09,黄河                          ,唐乃亥                        ,-,-,-
2002-01-09,黄河                          ,龙羊峡入库,-,-,-
2002-01-09,黄河                          ,龙羊峡蓄水量,-,-,-
2002-01-09,黄河                          ,龙羊峡出库,-,-,-
2002-01-09,黄河                          ,刘家峡入库,-,-,-
2002-01-09,黄河                          ,刘家峡蓄水量,-,-,-
2002-01-09,黄河                          ,刘家峡出库,-,-,-
2002-01-09,黄河                          ,兰州                          ,-,-,-
2002-01-09,黄河                          ,下河沿                        ,-,-,-
2002-01-09,黄河                          ,石嘴山                        ,85.52,480,-
2002-01-09,黄河                          ,巴彦高勒                      ,-,-,-
2002-01-09,黄河                          ,三湖河口                      ,-,-,-
2002-01-09,黄河                          ,包头                          ,-,-,-
2002-01-09,黄河                          ,头道拐                        ,-,-,-
2002-01-09,黄河                          ,万家寨蓄水量,-,-,-
2002-01-09,黄河                          ,万家寨上出库,-,-,-
2002-01-09,黄河                          ,万家寨下                      ,-,-,-
2002-01-09,黄河                          ,府谷                          ,-,-,-
2002-01-09,黄河                          ,吴堡                          ,-,-,-
2002-01-09,黄河                          ,龙门                          ,-,-,-
2002-01-09,汾河                          ,河津                          ,-,-,-
2002-01-09,北洛河                        ,状头                          ,361.35,2.10,-
2002-01-09,泾河                          ,张家山                        ,420.09,1.51,-
2002-01-09,渭河                          ,咸阳                          ,-,-,-
2002-01-09,渭河                          ,华县                          ,-,-,-
2002-01-09,黄河                          ,潼关                          ,-,-,-
2002-01-09,黄河                          ,史家滩蓄水量,-,-,-
2002-01-09,黄河                          ,三门峡                        ,-,-,-
2002-01-09,黄河                          ,小浪底上蓄水量,-,-,-
2002-01-09,黄河                          ,小浪底                        ,-,-,-
2002-01-09,伊河                          ,东湾                          ,-,-,-
2002-01-09,伊河                          ,陆浑坝上蓄水量,-,-,-
2002-01-09,伊河                          ,陆浑坝上出库,-,-,-
2002-01-09,伊河                          ,龙门镇                        ,-,-,-
2002-01-09,洛河                          ,卢氏                          ,-,-,-
2002-01-09,洛河                          ,故县水库蓄水量,-,-,-
2002-01-09,洛河                          ,故县水库出库,-,-,-
2002-01-09,洛河                          ,长水（二）                    ,-,-,-
2002-01-09,洛河                          ,白马寺                        ,-,-,-
2002-01-09,伊洛河                        ,黑石关                        ,-,-,-
2002-01-09,丹河                          ,山路坪                        ,-,-,-
2002-01-09,沁河                          ,五龙口                        ,-,-,-
2002-01-09,沁河                          ,武陟                          ,-,-,-
