时间,水位,流量,WPTN,警戒水位,OBHTZ,OBHTZTM,比警戒,HIS,ADDVCD,市,ATCUNIT,BGFRYM,主流,基本站,DRNA,DSTRVM,DTMEL,基准面,DTPR,ESSTYM,FRGRD,支流,LGTD,LOCALITY,LTTD,MODITIME,PHCD,河名,STAZT,STBK,站点编号,站点位置,站名,站点类型,USFL,HN_NUM
2023-04-26T08:00:00.000Z,251.78,-,5,-,-,,-,NaN,431025,郴州水利(山洪),山洪,201301,珠江,山洪预警,-,,,黄海,,201105,5,北江,112.594694,湖南水文,25.225,2023-04-14T05:10:05.000Z,RMH,人民河,,,810G0260,郴州市临武县南强镇文溪村河坝,人民河,ZZ,1,8
2023-04-26T08:00:00.000Z,0.00,-,6,-,-,,-,NaN,430104,长沙,内涝,,长江,防汛站,-,,,假定,,201606,4,湘江,112.914694,湖南水文,28.214,2023-04-14T05:11:59.000Z,WCPYYL,未知,,,611N1809,长沙市岳麓区西二环辅道咸嘉湖路口,望城坡医院(涝),ZZ,1,1
2023-04-26T08:00:00.000Z,49.10,52.3,,-,57.39,2017-07-01T16:00:00.000Z,-,-8.29,431121,永州,水文,195904,长江,基本站,795,32.0,57.387,冻结(黄海),,195901,1,湘江,112.083333,湖南水文,26.266667,2023-04-14T05:11:30.000Z,JDS,白水,,1,61105000,永州市祁阳县金洞镇,金洞(三),ZQ,1,1
2023-04-26T08:00:00.000Z,26.66,-,6,-,-,,-,NaN,430722,常德水利(山洪),山洪,,长江,山洪预警,-,1.0,,假定,,201212,5,洞庭湖,112.205889,湖南水文,28.998556,2023-04-14T05:12:33.000Z,NJJDP,洞庭湖,,,615H0901,常德市汉寿县鸭子港乡牛角尖,牛角尖电排,ZZ,1,5
2023-04-26T08:00:00.000Z,22.45,6.2,6,-,29.66,1995-06-22T16:00:00.000Z,-,-7.21,430121,长沙,水文,,长江,基本站,327,61.0,25.819,冻结(85基准),,195901,1,湘江,113.316667,湖南水文,28.433333,2023-04-14T05:10:03.000Z,LLQ,金井河,,1,61116100,长沙市长沙县高桥镇锦绣社区,螺岭桥,ZQ,1,1
2023-04-25T16:00:00.000Z,8.14,-,,-,-,,-,NaN,431022,郴州水利(山洪),山洪,201301,珠江,山洪预警,-,,,黄海,,201105,5,北江,112.870808,湖南水文,25.177272,2023-04-14T05:12:25.000Z,SJT,乐水,,,810G0480,郴州市宜章县一六镇石街头村,石街头,ZZ,1,8
2023-04-26T08:00:00.000Z,89.50,-,,-,-,,-,NaN,360322,宜春水文局,,,长江,江西水文,-,,,,,,5,湘江,113.816666,江西水文,27.916665,2020-05-22T02:22:55.000Z,ZH,金山水,,,61136140,江西省萍乡市上栗县金山镇中鹤村,中鹤,ZZ,1,1
2023-04-26T08:00:00.000Z,75.74,84.8,4,-,85.87,1980-08-01T16:00:00.000Z,-,-10.13,430726,常德,水文,200401,长江,基本站,3000,15.0,-2.005,吴淞(黄海),,195205,1,澧水,111.233333,湖南水文,29.666667,2023-04-14T05:12:36.000Z,ZSE,渫水,,,61402400,常德市石门县皂市镇居委会,皂市(二),ZQ,1,4
2023-04-26T08:00:00.000Z,84.54,-,,-,-,,-,NaN,360302,宜春水文局,,201209,长江,江西水文,432,,-1.65,假定,,201209,1,湘江,113.839111,江西水文,27.617611,2019-10-29T10:08:58.000Z,PX,萍水,,0,61136350,江西省萍乡市安源区丹江街道,萍乡,ZZ,1,1
2023-04-26T07:01:00.000Z,33.70,-,6,-,-,,-,NaN,430781,常德水利(山洪),山洪,,长江,山洪预警,-,,,,,202006,5,洞庭湖,111.886111,湖南水文,29.554444,2023-04-14T05:11:38.000Z,XZDP,澧水洪道,,,615H1312,常德市津市市新洲镇,新洲电排(内坡),ZZ,1,5
2023-04-26T08:00:00.000Z,29.17,-,4,-,-,,-,NaN,430703,常德,水文,201806,长江,防汛站-内湖人工,-,,,,,201805,4,洞庭湖,111.874335,湖南水文,29.007793,2023-04-14T05:12:35.000Z,NBTDPN,栏小河,,,615F0702,常德市鼎城区,牛鼻滩电排(内),ZZ,1,5
2023-04-26T08:00:00.000Z,161.99,-,5,-,-,,-,NaN,431123,永州水利(山洪),山洪,201201,长江,山洪预警,18,1.4,,85基准,,201105,5,湘江,111.710278,湖南水文,25.742222,2023-04-14T05:12:04.000Z,JC,湘江,,,611G0790,永州市双牌县江村镇五里村,江村,ZZ,1,1
2023-04-25T16:02:28.000Z,74.08,-,,-,-,,-,NaN,430223,株洲水利(山洪),山洪,,长江,山洪预警,-,,,假定,,201209,5,湘江,113.336389,湖南水文,26.996389,2023-04-14T05:11:27.000Z,PZZ,洣水,,,611H1550,株洲市攸县城关镇排渍站,排渍站,ZZ,1,1
2023-04-26T07:10:51.000Z,40.33,-,,-,-,,-,NaN,430212,株洲水利(山洪),山洪,,长江,山洪预警,-,,,假定,,201304,5,湘江,113.147361,湖南水文,27.553889,2023-04-14T05:12:02.000Z,ZLSZ,昭陵港,,,611H1503,株洲市渌口区洲坪乡昭陵村,昭陵水闸,ZZ,1,1
2023-04-26T08:00:00.000Z,109.90,135,6,-,-,,-,NaN,431103,永州,水文,,长江,中小河流,228,26.0,,黄海,,201601,3,湘江,111.602505,湖南水文,26.615154,2023-04-14T05:12:14.000Z,NJB,老毛江,,,611E0375,永州市冷水滩区牛角坝镇石溪江村,牛角坝,ZQ,1,1
2023-04-26T08:00:00.000Z,29.54,-,4,-,-,,-,NaN,430722,常德,水文,201806,长江,防汛站-内湖,-,,,,,201805,4,洞庭湖,112.213335,湖南水文,29.064405,2023-04-14T05:11:20.000Z,ZJHPSZ,西湖内河,,,615F0903,常德市汉寿县,赵家河排水闸(内),ZZ,1,5
2023-04-26T04:00:00.000Z,33.26,-,6,-,-,,-,NaN,430112,长沙,水文,201806,长江,防汛站-内湖,-,,,,,201805,4,湘江,112.74252,湖南水文,28.508769,2023-04-14T05:11:32.000Z,QKZW,湘江,,,611F1901,长沙市望城区,乔口闸(外),ZZ,1,1
2023-04-26T08:00:00.000Z,30.04,-,6,-,-,,-,NaN,430722,常德水利(山洪),山洪,,长江,山洪预警,-,1.0,,假定,,201212,5,洞庭湖,111.996722,湖南水文,28.926111,2023-04-14T05:11:40.000Z,CBHSZ,城北河,,,615H0907,常德市汉寿县龙阳镇城北水闸,城北河水闸,ZZ,1,5
2023-04-26T08:00:00.000Z,0.06,-,6,-,-,,-,NaN,430224,株洲水利(山洪),山洪,,长江,山洪预警,-,,,假定,,201304,5,湘江,113.6875,湖南水文,26.801667,2023-04-14T05:12:09.000Z,YT,沤江,,,611H1604,株洲市茶陵县严塘镇尤最村,严塘,ZZ,1,1
2023-04-26T08:00:00.000Z,26.93,-,6,-,-,,-,NaN,430611,岳阳水文,水文,202007,长江,防汛站,-,,,,,202007,4,洞庭湖,113.0105,湖南水文,29.2307,2023-04-14T05:10:04.000Z,HH,濠河,,,615F0053,岳阳市君山区君山垸柳林洲街道办事处濠河(内湖),濠河,ZZ,1,5
2023-04-26T08:00:00.000Z,41.96,-,5,-,-,,-,NaN,430381,湘潭,水文,201905,长江,防汛站,-,,,,,201905,4,湘江,112.591411,湖南水文,27.75801,2023-04-14T05:12:31.000Z,DSDZ,涟水,,,61113806,湘潭市湘乡市东效乡花亭村,东山电站,ZZ,1,1
2023-04-26T08:00:00.000Z,27.49,-,4,-,-,,-,NaN,430611,岳阳水文,水文,202007,长江,防汛站,-,,,,,202007,4,洞庭湖,112.474,湖南水文,28.2959,2023-04-14T05:11:06.000Z,QLHZCS,采桑湖,,,615F0050,岳阳市君山区钱粮湖镇幸福堤节制闸,采桑湖,ZZ,1,5
2023-04-26T08:00:00.000Z,326.93,-,6,-,-,,-,NaN,431081,郴州,水文,201310,长江,中小河流,213,,,假定,0.0,201402,3,湘江,113.453444,湖南水文,26.132505,2023-04-14T05:11:58.000Z,XP,永乐江,,1,611E1985,郴州市资兴市州门司镇波水村,下坪,ZZ,1,1
2023-04-26T08:00:00.000Z,27.27,-,6,-,-,,-,NaN,430722,常德水利(山洪),山洪,,长江,山洪预警,-,1.0,,假定,,201212,5,洞庭湖,112.105833,湖南水文,28.879472,2023-04-14T05:12:01.000Z,YWHDPN,岩汪湖哑河,,,615H0908,常德市汉寿县岩汪湖镇岩汪湖电排(内),岩汪湖电排(内),ZZ,1,5
2023-04-25T22:30:00.000Z,61.27,-,6,-,-,,-,NaN,430212,株洲,水文,,长江,中小河流,-,,,假定,,201509,3,湘江,113.095278,湖南水文,27.316111,2023-04-14T05:11:56.000Z,ZT,朱亭港,,0,611E2120,株洲市渌口区朱亭镇龙形村,朱亭,ZQ,1,1
2023-04-26T08:00:00.000Z,244.92,66.6,,-,-,,-,NaN,520602,铜仁水文,贵州水文,201404,长江,基本站,1357,7.1,,黄海,,201204,2,沅江,109.198333,贵州水文,27.753611,2020-07-02T01:44:35.000Z,QST,锦江,0.0,0,61310530,贵州省碧江区环北办事处清水塘村,清水塘,ZQ,1,3
2023-04-26T08:00:00.000Z,53.52,-,6,-,-,,-,NaN,430381,湘潭,水文,,长江,中小河流,80,10.0,,假定,,201612,3,湘江,112.516667,湖南水文,27.666667,2023-04-14T05:12:35.000Z,MQ,消家河,,,611E2550,湘潭市湘乡市梅桥镇泉井村,梅桥,ZQ,1,1
2023-04-26T00:00:00.000Z,318.35,-,4,-,-,,-,NaN,431230,怀化水利,水利,,长江,重点中型,607,,,黄海,,199610,2,沅水,109.623602,湖南水文,26.302296,2023-04-14T05:11:43.000Z,SK,四乡河,,,61304750,怀化市通道侗族自治县县溪镇,晒口,RR,1,3
2023-04-26T08:00:00.000Z,71.81,-,5,-,75.07,2019-07-08T16:00:00.000Z,-,-3.26,430223,株洲,水文,,长江,基本站,5994,92.0,,85基准,,201101,1,湘江,113.348694,湖南水文,26.998583,2023-04-14T05:10:47.000Z,ZX,洣水,,1,61110650,株洲市攸县联星街道办事处雪花社区,攸县,ZQ,1,1
2023-04-26T08:00:00.000Z,97.50,17,,-,100.67,1959-06-09T16:00:00.000Z,-,-3.17,431124,永州,水文,195904,长江,基本站,431,34.0,118.593,冻结(黄海),,195901,1,湘江,111.416667,湖南水文,25.6,2023-04-14T05:11:25.000Z,HF,宜水,,1,61104300,永州市道县寿雁镇豪福村,豪福,ZQ,1,1
2023-04-26T08:00:00.000Z,47.46,-,6,-,-,,-,NaN,430321,湘潭,水文,,长江,中小河流,-,,,假定,0.0,201512,3,湘江,112.936389,湖南水文,27.463611,2023-04-14T05:11:16.000Z,HT,朝阳渠,,0,611E2115,湘潭市湘潭县白石镇湖田村,湖田,ZQ,1,1
2023-04-26T07:01:00.000Z,177.33,-,4,-,-,,-,NaN,431381,娄底水利(山洪),山洪,,长江,山洪预警,-,,,假定,,201101,5,资水,111.484444,湖南水文,27.62225,2023-04-14T05:11:57.000Z,STW,资水,,,612G0350,娄底市冷水江市禾青镇黄场村,沙塘湾,ZZ,1,2
2023-04-26T08:00:00.000Z,81.33,13.9,4,-,89.21,2017-07-02T16:00:00.000Z,-,-7.88,431121,永州,水文,,长江,基本站,1627,8.8,,黄海,0.0,200001,1,湘江,111.9,湖南水文,26.616667,2023-04-14T05:11:21.000Z,XMD,祁水,,1,61104950,永州市祁阳县下马渡镇大湖塘村,下马渡,ZQ,1,1
2023-04-26T08:00:00.000Z,164.74,-,,-,-,,-,NaN,431281,怀化,水利,,长江,大型水库,-,,,黄海,,200302,1,沅水,109.966666,湖南水文,27.13333,2023-04-14T05:12:34.000Z,HJ,沅江,,,61300950,怀化市洪江市横岩乡,洪江,RR,1,3
2023-04-26T08:00:00.000Z,20.59,-,5,-,-,,-,NaN,431122,永州水利(山洪),山洪,201301,长江,山洪预警,26,14.0,,黄海,,201301,5,湘江,111.090278,湖南水文,26.390833,2023-04-14T05:11:41.000Z,YJHB,紫水河,,,611H0106,永州市东安县大庙口镇扬江河坝,扬江河坝,ZZ,1,1
2023-04-25T16:00:00.000Z,179.69,-,,-,-,,-,NaN,431022,郴州水利(山洪),山洪,201301,珠江,山洪预警,-,,,黄海,,201105,5,北江,113.02821,湖南水文,25.392461,2023-04-14T05:12:36.000Z,JBC,章水河,,,810G0500,郴州市宜章县白石渡镇江边村,江边村,ZZ,1,8
2023-04-26T07:15:30.000Z,106.52,-,,-,-,,-,NaN,431321,娄底水利(山洪),山洪,,长江,山洪预警,-,,,假定,,201201,5,湘江,112.108333,湖南水文,27.329444,2023-04-14T05:11:00.000Z,CT,侧水,,,611H7404,娄底市双峰县锁石镇锁石村,车田,ZZ,1,1
2023-04-26T08:00:00.000Z,28.66,-,6,-,-,,-,NaN,430611,岳阳水文,水文,202007,长江,防汛站,-,,,,,202007,4,洞庭湖,112.4436,湖南水文,29.3114,2023-04-14T05:12:37.000Z,HHYHX,华洪运河,,,615F0051,岳阳市君山区钱粮湖镇分路口社区华洪运河西,华洪运河西,ZZ,1,5
2023-04-26T08:00:00.000Z,47.34,23.9,4,-,-,,-,NaN,431129,永州,水文,201605,长江,中小河流,30,2.0,,冻结(85基准),,201801,4,湘江,111.533333,湖南水文,25.033333,2023-04-14T05:11:13.000Z,DLPS,萌渚水,,0,61104001,永州市江华县大路铺镇老村村,大路铺(上),ZZ,1,1
2023-04-26T08:00:00.000Z,34.19,-,6,-,-,,-,NaN,430723,常德水利(山洪),山洪,,长江,山洪预警,-,,,假定,,201212,5,洞庭湖,111.855833,湖南水文,29.696694,2023-04-14T05:10:21.000Z,ZZXHQ,涔水,,,615H1002,常德市澧县涔澹蓄洪区合同铺村,涔澹蓄洪区,ZZ,1,5
2023-04-26T08:00:00.000Z,43.54,-,5,-,-,,-,NaN,430424,衡阳水利(山洪),山洪,,长江,山洪预警,-,,,假定,,201209,5,湘江,112.941194,湖南水文,27.318611,2023-04-14T05:11:44.000Z,SWHD,湘江,,,611H1251,衡阳市衡东县石湾镇石坝村,石湾河堤,ZZ,1,1
2023-04-26T08:00:00.000Z,391.13,-,4,-,-,,-,NaN,433123,湘西,水文,,长江,中小河流,97,,,85基准,,201601,3,沅水,109.458611,湖南水文,27.885,2023-04-14T05:11:56.000Z,HS,白泥江,,,613E0900,湘西州凤凰县新场乡合水村,合水,ZQ,1,3
2023-04-26T08:00:00.000Z,44.09,-,4,-,-,,-,NaN,430281,株洲水利(山洪),山洪,,长江,山洪预警,-,,,假定,,201209,5,湘江,113.196389,湖南水文,27.503889,2023-04-14T05:12:36.000Z,ZLH,昭陵港,,,611H1720,株洲市醴陵市均楚镇岱兴桥村,昭陵河,ZZ,1,1
2023-04-25T16:00:00.000Z,204.05,-,,-,-,,-,NaN,431022,郴州水利(山洪),山洪,201301,珠江,山洪预警,-,,,黄海,,201105,5,北江,112.816742,湖南水文,25.325222,2023-04-14T05:10:27.000Z,YXQ,武江,,,810G0360,郴州市宜章县梅田镇遇仙桥村,遇仙桥,ZZ,1,8
2023-04-26T08:00:00.000Z,128.19,-,4,-,-,,-,NaN,430224,株洲,水文,,长江,中小河流,-,,,假定,,201509,3,湘江,113.765556,湖南水文,26.934167,2023-04-14T05:11:08.000Z,GL,茶水,,,611E1880,株洲市茶陵县高陇镇祖安村,高陇,ZQ,1,1
2023-04-26T08:00:00.000Z,178.95,10.4,,-,-,,-,NaN,431024,郴州,水文,,长江,中小河流,286,44.0,,85基准,,201606,3,湘江,112.461171,湖南水文,25.671142,2023-04-14T05:11:24.000Z,XJ,黄狮江,,,611E1045,郴州市嘉禾县行廊镇滑石口村,肖家,ZQ,1,1
2023-04-26T08:00:00.000Z,97.64,-,5,-,-,,-,NaN,430181,长沙水利(山洪),山洪,,长江,山洪预警,-,,,黄海,,201209,5,湘江,113.88,湖南水文,28.36,2023-04-14T05:11:27.000Z,GDHD,浏渭河,,,611H2021,长沙市浏阳市官渡镇河口电站,官渡河道,ZZ,1,1
2023-04-26T08:00:00.000Z,164.83,-,4,-,-,,-,NaN,431271,怀化水利(山洪),山洪,,长江,山洪预警,-,,,85基准,,201005,5,沅水,110.046667,湖南水文,27.166111,2023-04-14T05:12:37.000Z,MTYZ,公溪河,,,613H9504,怀化市洪江区桂花园乡茅头园村一组,茅头园,ZZ,1,3
2023-04-26T08:00:00.000Z,32.80,-,6,-,-,,-,NaN,430321,湘潭水利(山洪),山洪,201301,长江,山洪预警,-,,,假定,,201203,5,湘江,112.719722,湖南水文,27.787778,2023-04-14T05:11:05.000Z,YJQ,涟水,,,611H2560,湘潭市湘潭县石潭镇涟滨村撇洪渠入河口上游1Km,杨嘉桥,ZZ,1,1
2023-04-26T08:00:00.000Z,262.30,8.3,,-,-,,-,NaN,433130,五凌电力,水利,,长江,五凌电力,-,,,,,,4,沅水,109.49,贵州水文,28.97,2019-10-25T07:32:47.000Z,,沅水,,,WL000031,五凌公司,小坝里(五),ZQ,1,3
2023-04-26T08:00:00.000Z,980.76,-,6,-,-,,-,NaN,431002,郴州水利(山洪),山洪,201301,长江,山洪预警,-,,,,,201209,5,湘江,112.829338,湖南水文,25.512046,2023-04-14T05:11:06.000Z,YTH,耒水,,,611H4503,郴州市北湖区仰天湖瑶族乡仰天湖景区,仰天湖,ZZ,1,1
2023-04-26T08:00:00.000Z,27.93,-,6,-,-,,-,NaN,430602,岳阳水利(山洪),山洪,,长江,山洪预警,-,,,85基准,,201209,5,洞庭湖,113.121389,湖南水文,29.403333,2023-04-14T05:12:29.000Z,DFH,洞庭湖,,,615H0005,岳阳市岳阳楼区洞庭办事处东风湖,东风湖,ZZ,1,5
2023-04-26T08:00:00.000Z,208.53,-,4,-,-,,-,NaN,430503,邵阳,水文,,长江,中小河流,12074,426.0,,黄海,,201605,3,资水,111.375222,湖南水文,27.192278,2023-04-14T05:11:28.000Z,SYFSZ,资水,,,61200550,邵阳市大祥区雨溪镇塘瑶村,邵阳附属站,ZZ,1,2
2023-04-26T08:00:00.000Z,98.24,-,6,-,-,,-,NaN,430626,岳阳水利(山洪),山洪,,长江,山洪预警,-,,,其它,,201209,5,洞庭湖,113.926389,湖南水文,28.722778,2023-04-14T05:11:17.000Z,ZLJCS,汨罗江,,,615H0424,岳阳市平江县长寿镇,汨罗江长寿,ZZ,1,5
2023-04-26T08:00:00.000Z,136.61,-,6,-,-,,-,NaN,430224,株洲,水文,201310,长江,中小河流,-,,,假定,0.0,201305,3,湘江,113.74625,湖南水文,26.967,2023-04-14T05:12:21.000Z,ZZ,洲陂,,0,611E1900,株洲市茶陵县火田镇洲陂村,洲陂,ZZ,1,1
2023-04-26T06:00:00.000Z,68.66,-,6,-,-,,-,NaN,430723,常德,水文,,长江,防汛站,484,,,黄海,,197401,4,洞庭湖,111.532401,湖南水文,29.761418,2023-04-14T05:12:22.000Z,WJCBQ,涔水,,1,61504202,常德市澧县王家厂镇,王家厂(北渠),ZZ,1,5
2023-04-26T08:00:00.000Z,38.21,-,,-,-,,-,NaN,430682,岳阳,水文,201310,长江,中小河流,243,30.0,,黄海,0.0,201305,3,黄盖湖,113.448611,湖南水文,29.466944,2023-04-14T05:12:27.000Z,LX,源潭河,,1,617E2950,岳阳市临湘市长安镇飞跃村,临湘,ZZ,1,8
2023-04-26T08:00:00.000Z,105.71,4.2,6,-,-,,-,NaN,431382,娄底,水文,,长江,中小河流,699,10.0,,假定,,201508,3,湘江,111.8525,湖南水文,27.821389,2023-04-14T05:12:36.000Z,QTS,湄江,,,611E2470,娄底市涟源市桥头河镇桥头山村,桥头山,ZQ,1,1
2023-04-26T08:00:00.000Z,188.48,-,6,-,200.85,2018-11-10T04:00:00.000Z,-,-12.37,431322,娄底,水文,201901,长江,基本站,531,22.0,,85基准,,195901,1,资水,111.45,湖南水文,28.033333,2023-04-14T05:10:52.000Z,ZJTE,油溪,,1,61205400,娄底市新化县吉庆镇老塘冲村,邹家滩(二),ZQ,1,2
2023-04-26T08:00:00.000Z,33.96,-,6,-,-,,-,NaN,430723,常德,水文,201806,长江,防汛站-内湖,-,,,,,201805,4,洞庭湖,111.89972,湖南水文,29.655833,2023-04-14T05:11:35.000Z,ZDKPSZ,澹水下游,,,615F1004,常德市澧县,中渡口排水闸(内),ZZ,1,5
2023-04-26T08:00:00.000Z,92.01,3.1,4,-,95.39,2002-07-04T16:00:00.000Z,-,-3.38,430923,益阳,水文,199801,长江,基本站,88,13.0,20.577,冻结(85基准),,196301,1,资水,111.383333,湖南水文,28.433333,2023-04-14T05:11:57.000Z,QS,渭溪,,0,61205550,益阳市安化县龙塘乡齐心村,青山,ZQ,1,2
2023-04-26T08:00:00.000Z,85.62,-,6,-,-,,-,NaN,430481,衡阳,水文,,长江,中小河流,192,12.0,,85基准,,201610,3,湘江,112.985,湖南水文,26.521667,2023-04-14T05:12:15.000Z,DS,敖山河,,,611E1600,衡阳市耒阳市大市镇芭蕉村,大市,ZQ,1,1
2023-04-26T08:00:00.000Z,241.45,-,6,-,-,,-,NaN,430923,益阳,水文,,长江,中小河流,131,35.0,,85基准,,201607,3,资水,110.851111,湖南水文,28.299167,2023-04-14T05:11:36.000Z,LBX,洋溪,,,612E2390,益阳市安化县奎溪镇新龙村,六步溪,ZQ,1,2
2023-04-26T08:00:00.000Z,0.00,-,6,-,-,,-,NaN,430102,长沙,内涝,,长江,防汛站,-,,,假定,,201606,4,湘江,113.007,湖南水文,28.194,2023-04-14T05:11:54.000Z,CYLKL,未知,,,611N1802,长沙市芙蓉区五一路朝阳路口西南角,朝阳路口(涝),ZZ,1,1
2023-04-26T08:00:00.000Z,428.56,-,6,-,-,,-,NaN,430527,邵阳,水文,201805,长江,防汛站,-,,,85基准,,201805,3,资水,110.34,湖南水文,26.771111,2023-04-14T05:11:36.000Z,WFQ,蓼水,,,612F0650,邵阳市绥宁县武阳镇,万福桥,ZZ,1,2
2023-04-26T08:00:00.000Z,30.60,-,6,-,-,,-,NaN,430703,常德,水文,201806,长江,防汛站-内湖,-,,,,,201805,4,洞庭湖,111.813086,湖南水文,29.072244,2023-04-14T05:11:52.000Z,LMKXHZ,马家吉河,,,615F0703,常德市鼎城区,拦马口泄洪闸(外),ZZ,1,5
2023-04-26T08:00:00.000Z,176.40,-,4,-,-,,-,NaN,431381,娄底水利(山洪),山洪,,长江,山洪预警,-,,,假定,,201101,5,资水,111.461972,湖南水文,27.645,2023-04-14T05:12:03.000Z,LB,资水,,,612G0400,娄底市冷水江市沙塘湾街道办事处炉埠村,炉埠,ZZ,1,2
2023-04-26T07:42:13.000Z,327.14,-,,-,-,,-,NaN,431229,怀化水利(山洪),山洪,,长江,山洪预警,-,,,85基准,,201209,5,沅水,109.607778,湖南水文,26.484167,2023-04-14T05:10:38.000Z,HJQ,横江桥溪,,,613H1703,怀化市靖州县渠阳镇横江桥村,横江桥,ZZ,1,3
2023-04-26T08:00:00.000Z,145.62,-,,-,-,,-,NaN,430821,张家界,水文,,长江,中小河流,123,9.3,,85基准,,201508,3,澧水,110.9675,湖南水文,29.552778,2023-04-14T05:12:32.000Z,TJP,石厂河,,,614E2070,张家界市慈利县通津铺镇锁坪村,通津铺,ZQ,1,4
2023-04-26T08:00:00.000Z,34.41,-,,-,-,,-,NaN,430111,长沙,水文,,长江,中小河流,120,5.0,,85基准,,201601,3,湘江,113.023333,湖南水文,28.156389,2023-04-14T05:11:45.000Z,GT,圭塘河,,,611E2822,长沙市雨花区奎塘办事处,圭塘,ZQ,1,1
2023-04-26T08:00:00.000Z,28.54,-,4,-,-,,-,NaN,430624,洞庭湖分中心,水文,0,长江,长江委水文,-,,-1.881,85基准,,195301,2,洞庭湖,112.616667,长江委水文,28.783056,2020-03-16T02:58:08.000Z,YLT,南洞庭湖,,,61509500,岳阳市湘阴县湘滨镇柳潭村,杨柳潭,ZZ,1,5
2023-04-26T08:00:00.000Z,0.00,-,6,-,-,,-,NaN,430104,长沙,内涝,,长江,防汛站,-,,,假定,,201606,4,湘江,112.940306,湖南水文,28.201111,2023-04-14T05:11:48.000Z,BYLBL,未知,,,611N1808,长沙市岳麓区枫林路白云路口,白云路北(涝),ZZ,1,1
2023-04-26T08:00:00.000Z,249.90,-,6,-,-,,-,NaN,430528,邵阳,水文,201601,长江,中小河流,370,10.3,,假定,,201601,3,资水,111.159722,湖南水文,26.766944,2023-04-14T05:11:29.000Z,GQ,双江,,,612E1420,邵阳市新宁县回龙镇官桥村,官桥,ZQ,1,2
2023-04-26T07:00:00.000Z,261.08,-,5,-,-,,-,NaN,433123,湘西,水文,201310,长江,中小河流,780,41.6,,黄海,0.0,201305,3,沅水,109.718333,湖南水文,28.051667,2023-04-14T05:12:35.000Z,MJP,沱江,270.0,0,613E1720,湘西州凤凰县木江坪镇木江坪村,木江坪,ZZ,1,3
2023-04-26T08:00:00.000Z,295.49,-,6,-,-,,-,NaN,431228,怀化,水文,201310,长江,中小河流,202,60.0,,假定,0.0,201305,3,沅水,109.476111,湖南水文,27.210278,2023-04-14T05:11:32.000Z,LS,碧涌溪,,,613E0320,怀化市芷江县碧涌镇龙神村布代田组,龙神,ZZ,1,3
2023-04-26T08:00:00.000Z,42.79,-,4,-,-,,-,NaN,430922,益阳水利(山洪),山洪,201511,长江,山洪预警,-,,,85基准,,201509,5,资水,112.033056,湖南水文,28.591944,2023-04-14T05:11:49.000Z,XS,资水,,,612H2107,益阳市桃江县修山电站,修山,ZZ,1,2
2023-04-26T08:00:00.000Z,78.10,-,4,-,-,,-,NaN,430421,衡阳,水文,,长江,中小河流,357,7.5,,85基准,,201610,3,湘江,112.474722,湖南水文,27.165,2023-04-14T05:12:24.000Z,ZJ,岳沙河,,,611E1180,衡阳市衡阳县渣江镇潭溪村,渣江,ZQ,1,1
2023-04-26T08:00:00.000Z,279.05,-,6,-,-,,-,NaN,422828,常德,水文,,长江,防汛站,2186,178.0,,黄海,,202005,4,澧水,110.39346,湖南水文,29.748,2023-04-14T05:12:16.000Z,JPH,溇水,1.0,,61401620,湖北省恩施州鹤峰县走马镇,江坪河,ZQ,1,4
2023-04-26T08:00:00.000Z,60.14,15.2,,-,-,,-,NaN,430725,常德,水文,,长江,中小河流,524,11.0,,黄海,,201606,3,沅水,111.091556,湖南水文,28.91,2023-04-14T05:12:38.000Z,GYS,大洑溪,,,613E2620,常德市桃源县观音寺镇姚家坪村,观音寺,ZQ,1,3
2023-04-26T08:00:00.000Z,28.42,-,5,-,-,,-,NaN,430611,岳阳水文,水文,202007,长江,防汛站,-,,,,,202007,4,洞庭湖,112.4856,湖南水文,29.3204,2023-04-14T05:11:31.000Z,HHYHD,华洪运河,,,615F0054,岳阳市君山区许市渔场华洪运河东,华洪运河东,ZZ,1,5
2023-04-26T08:00:00.000Z,274.57,-,,-,-,,-,NaN,430726,常德,水文,201310,长江,中小河流,591,130.0,,假定,0.0,201401,3,澧水,110.676694,湖南水文,30.008944,2023-04-14T05:12:00.000Z,SH,渫水,,,614E2330,常德市石门县壶瓶山镇双合村,双合,ZQ,1,4
2023-04-26T08:00:00.000Z,158.14,-,6,-,-,,-,NaN,431226,怀化水利(山洪),山洪,202107,长江,山洪预警,-,,,黄海,,202106,5,沅水,109.764722,湖南水文,27.776389,2023-04-14T05:10:34.000Z,ljb,辰水,,,613H1418,怀化市麻阳县隆家堡乡卫生院,隆家堡,ZZ,1,3
2023-04-26T08:00:00.000Z,29.03,154.63,,-,-,,-,NaN,430105,长沙,水文,,长江,防汛站,4657,1.7,,85基准,,201810,4,湘江,112.988167,湖南水文,28.24225,2023-04-14T05:12:00.000Z,SJZ,浏渭河,,,611F1804,长沙市开福区伍家岭街道陈家湖社区,三角洲,ZQ,1,1
2023-04-26T07:55:00.000Z,25.73,-,6,-,-,,-,NaN,430621,岳阳水利(山洪),山洪,,长江,山洪预警,-,,,其它,,201209,5,洞庭湖,112.968056,湖南水文,29.073056,2023-04-14T05:11:46.000Z,ZZWH,洞庭湖,,,615H0100,岳阳市岳阳县中洲乡中洲垸六门闸,中洲(外湖),ZZ,1,5
