时间,水位,W,RWPTN,入库,出库,RSVRTP,HHRZ,HHRZTM,汛限水位,比讯限,ADDVCD站名,DRNA,FRGRD,HNNM,LGTD,LTTD,河流,站点编号,站点位置,站名,STTP,HN_NUM
2023-04-29T00:00:00.000Z,147.33,18.5,5,17.70,9.80,3,161.33,1999-09-15T16:00:00.000Z,159.0,-11.67,430482,145.0,2,湘江,112.2725,26.271389,宜水,61105350,衡阳市常宁市洋泉镇巷坪村,洋泉,RR,1
2023-04-29T00:00:00.000Z,198.78,6.201,5,0.12,0.06,3,-,,210.5,-11.72,430725,,2,沅水,111.3189,29.39,麻溪,613K2238,常德市桃源县热市镇,戈尔潭,RR,3
2023-04-29T00:00:00.000Z,147.45,4.91,5,2.08,-,3,-,,159.2,-11.75,430421,,2,湘江,112.5913,27.12425,横江铺河,611K1111,衡阳市衡阳县岣嵝乡,山峙门,RR,1
2023-04-29T00:00:00.000Z,308.75,1.0,5,0.23,-,3,-,,320.7,-11.95,430521,,2,资水,111.78,27.12217,邵水,612K0113,邵阳市邵东市简家陇乡,三都,RR,2
2023-04-29T00:00:00.000Z,308.48,1.22,5,0.04,-,3,-,,320.5,-12.02,430521,,2,资水,111.7824,27.13108,邵水,612K0112,邵阳市邵东市简家陇乡,宝田,RR,2
2023-04-29T00:00:00.000Z,744.90,0.15,5,1.26,1.20,2,-,,757.0,-12.10,431022,5.0,2,北江,112.957778,25.519722,白沙水,810K0010,郴州市宜章县五岭镇,李家洞,RR,8
2023-04-29T00:00:00.000Z,416.81,19.43,5,5.30,1.61,3,431.21,1994-07-31T16:00:00.000Z,429.0,-12.19,431382,102.0,2,湘江,111.705,27.9425,湄塘河,61113820,娄底市涟源市湄江镇,大江口,RR,1
2023-04-29T00:00:00.000Z,234.66,3.786,5,0.35,0.30,3,-,,247.0,-12.34,431302,,2,湘江,111.959111,27.89175,高灯河,611K2253,娄底市娄星区双江乡,双江,RR,1
2023-04-29T00:00:00.000Z,228.38,30.15,5,8.41,4.68,4,245.37,2000-08-31T16:00:00.000Z,240.8,-12.42,431023,450.0,1,湘江,113.412,26.297,永乐江,61111750,郴州市永兴县龙形市乡,青山垅,RR,1
2023-04-29T08:00:00.000Z,541.91,,5,-,-,3,-,,554.37,-12.46,430525,,5,沅水,110.218889,26.995833,公溪河,613K2690,邵阳市洞口县罗溪瑶族乡,龙木坪,RR,3
2023-04-29T08:00:00.000Z,271.53,6125.36,,311.18,85.23,5,284.62,1995-12-31T16:00:00.000Z,284.0,-12.47,431081,4719.0,1,湘江,113.309203,25.872755,耒水,61108050,郴州市资兴市东江街道,东江,RR,1
2023-04-29T00:00:00.000Z,277.02,0.082,4,-,-,2,-,,289.5,-12.48,431002,3.0,2,湘江,112.873333,25.861111,西河,611K0510,郴州市北湖区华塘镇红卫水库管理所,红卫,RR,1
2023-04-29T08:00:00.000Z,192.39,898.9,,226.22,679.31,5,206.11,1996-07-19T16:00:00.000Z,205.0,-12.61,431222,17500.0,1,沅水,110.288815,28.718647,酉水,61312550,怀化市沅陵县明溪口镇,凤滩,RR,3
2023-04-29T00:00:00.000Z,316.35,10.61,4,11.53,11.83,3,-,,329.0,-12.65,431026,,2,赣江,113.9265,25.60147,章江,623K0046,郴州市汝城县集龙乡,两江口,RR,8
2023-04-29T08:00:00.000Z,237.35,715.6,,80.00,80.00,5,-,,250.0,-12.65,431281,,1,沅水,109.63437,27.120104,沅水,61304580,怀化市洪江市托口镇,托口,RR,3
2023-04-29T00:00:00.000Z,131.50,1.31,4,-,-,2,-,,144.29,-12.79,430626,69.0,2,洞庭湖,113.897028,28.615472,丽江,615K0415,岳阳市平江县加义镇,丽江,RR,5
2023-04-29T00:00:00.000Z,116.00,5.063,5,3.00,0.10,3,-,,128.8,-12.80,430281,25.0,2,湘江,113.2844,27.53172,昭陵港,611K1703,株洲市醴陵市均楚镇,周坊,RR,1
2023-04-29T08:00:00.000Z,372.77,,5,-,-,3,-,,385.6,-12.83,431126,29.0,5,湘江,112.044111,25.400917,泠江河,611H0320,永州市宁远县湾井镇水库管理所,半山水库,RR,1
2023-04-29T00:00:00.000Z,448.16,21.19,5,28.40,8.00,3,470,1998-05-31T16:00:00.000Z,461.0,-12.84,431121,155.0,2,湘江,112.100833,26.132778,大黄溪河,61105050,永州市祁阳县内下乡,内下,RR,1
2023-04-29T08:00:00.000Z,335.60,,6,-,-,3,-,,348.68,-13.08,430525,,5,资水,110.564167,26.974167,蓼水,612K0519,邵阳市洞口县毓兰镇,超美,RR,2
2023-04-29T00:00:00.000Z,183.80,2.85,5,2.98,0.20,3,-,,197.0,-13.20,430223,11.0,2,湘江,113.2782,27.32114,铁水,611K1567,株洲市攸县丫江桥镇,皮佳如,RR,1
2023-04-29T00:00:00.000Z,281.20,7.306,5,7.36,0.10,3,294.82,1900-10-20T11:40:00.000Z,294.5,-13.30,431021,40.0,2,湘江,112.46725,26.089417,莲塘水,61107050,郴州市桂阳县莲塘镇,莲塘,RR,1
2023-04-29T00:00:00.000Z,271.70,3.095,5,1.80,0.80,3,-,,285.0,-13.30,431124,,2,湘江,111.593611,25.678333,宜江,611K0205,永州市道县梅花镇,廊洞,RR,1
2023-04-29T00:00:00.000Z,441.70,8.29,,9.25,-,3,-,,455.0,-13.30,360323,,5,湘江,113.876944,27.422778,麻山水,611R0890,江西省萍乡市芦溪县长丰磨桥,锅底潭水库,RR,1
2023-04-29T00:00:00.000Z,324.60,3.98,5,0.52,0.10,3,-,,338.2,-13.60,433101,,2,沅水,109.5603,28.21,湾溪,613K0001,湘西州吉首市社塘坡乡,黄石洞,RR,3
2023-04-29T00:00:00.000Z,231.40,2.22,5,-,-,3,-,,245.0,-13.60,431224,,2,沅水,110.7412,28.00469,四都河,613K1205,怀化市溆浦县岩家垅乡,杉木塘,RR,3
2023-04-29T08:00:00.000Z,94.14,1339.2,,658.60,1284.52,5,113.26,1996-07-19T00:00:00.000Z,108.0,-13.86,431222,,1,沅水,110.925006,28.775081,沅江,61302350,怀化市沅陵县五强溪镇,五强溪,RR,3
2023-04-29T00:00:00.000Z,558.60,6.209,4,0.48,0.15,3,-,,572.5,-13.90,433127,44.0,2,澧水,109.824583,29.184,澧水南源,613K0610,湘西州永顺县万坪镇杉木村,杉木河,RR,4
2023-04-29T00:00:00.000Z,162.10,32.045,5,12.80,0.60,4,176.6,1990-06-13T16:00:00.000Z,176.0,-13.90,431222,457.0,2,沅水,110.48387,28.417423,兰溪,61311830,怀化市沅陵县凉水井镇,岩屋潭,RR,3
2023-04-29T00:00:00.000Z,162.59,25.09,4,4.00,32.00,3,-,,176.5,-13.91,431222,,2,沅水,110.8683,28.83056,洞庭溪,613K1019,怀化市沅陵县七甲坪镇,鸟儿巢,RR,3
2023-04-29T00:00:00.000Z,374.00,2.82,6,0.30,0.05,3,-,,388.0,-14.00,431225,,2,沅水,109.8397,27.00778,会同河,613K1311,怀化市会同县金龙乡,大溪,RR,3
2023-04-29T00:00:00.000Z,338.98,48.0,5,18.90,7.68,4,353.01,1996-05-31T16:00:00.000Z,353.0,-14.02,430524,338.0,1,资水,110.916667,27.383333,辰水,61203000,邵阳市隆回县六都寨镇,六都寨,RR,2
2023-04-29T00:00:00.000Z,470.83,22.93,5,8.52,8.29,3,-,,485.0,-14.17,433124,314.0,2,沅水,109.471389,28.509722,兄弟河,613K0306,湘西州花垣县花垣镇,兄弟河,RR,3
2023-04-29T00:00:00.000Z,168.78,18.53,5,16.97,5.40,3,185.26,1976-07-08T16:00:00.000Z,183.0,-14.22,431121,118.0,2,湘江,111.946944,26.293056,昌木套河,61105070,永州市祁阳县肖家村镇,大江,RR,1
2023-04-29T00:00:00.000Z,381.55,11.2,5,2.47,1.20,3,399.2,2001-07-06T16:00:00.000Z,396.0,-14.45,430581,115.0,2,资水,110.6,26.666667,玉溪,61202550,邵阳市武冈市邓元泰镇威溪水库水管站,威溪,RR,2
2023-04-29T00:00:00.000Z,165.50,4.702,5,1.16,-,3,-,,180.12,-14.62,430424,,2,湘江,113.12,26.85989,永乐江,611K1254,衡阳市衡东县南湾乡,江东,RR,1
2023-04-29T08:00:00.000Z,504.06,,6,-,-,3,-,,519.0,-14.94,431227,42.0,2,沅水,109.050361,27.145806,平溪,613K1510,怀化市新晃侗族自治县新寨乡,朝阳,RR,3
2023-04-29T00:00:00.000Z,443.02,,5,0.50,0.10,3,-,,458.26,-15.24,431228,,2,沅水,109.4761,27.30822,梨洞溪,613K1620,怀化市芷江侗族自治县梨溪口乡,梨溪口,RR,3
2023-04-29T00:00:00.000Z,148.69,41.2,5,8.38,1.20,4,166.1,1992-07-02T16:00:00.000Z,164.0,-15.31,430182,241.0,1,湘江,112.076389,28.1475,沩水,61116200,长沙市宁乡市黄材镇黄材水库,黄材,RR,1
2023-04-29T00:00:00.000Z,203.60,3.12,4,1.00,1.50,3,221.3,1994-06-12T16:00:00.000Z,219.0,-15.40,431122,,2,湘江,111.3879,26.61125,西涧河,611K0120,永州市东安县鹿马桥镇,金江,RR,1
2023-04-29T00:00:00.000Z,500.50,0.421,4,0.26,0.26,2,-,,516.0,-15.50,433125,6.0,2,沅水,109.6305,28.619972,涂乍河,613K0403,湘西州保靖县水银乡,塘口湾,RR,3
2023-04-29T00:00:00.000Z,269.40,11.01,5,8.40,0.80,3,295,1999-09-21T16:00:00.000Z,285.0,-15.60,431122,117.0,2,湘江,111.147583,26.446806,紫水河,61102950,永州市东安县紫溪市镇,高岩,RR,1
2023-04-29T00:00:00.000Z,406.30,2.75,4,0.80,1.20,3,-,,422.0,-15.70,430626,,2,洞庭湖,113.8584,28.57856,马斯坑,615K0404,岳阳市平江县加义镇,徐家洞,RR,5
2023-04-29T00:00:00.000Z,169.15,3.268,5,-,-,3,-,,185.0,-15.85,430381,,2,湘江,112.0372,27.88278,西阳江,611K2629,湘潭市湘乡市壶天镇,合东,RR,1
2023-04-29T00:00:00.000Z,399.07,12.195,5,9.86,3.50,3,-,,415.0,-15.93,431125,,2,湘江,111.1975,25.2875,永明河,611K0261,永州市江永县允山镇,古宅,RR,1
2023-04-29T00:00:00.000Z,336.00,1.46,5,-,-,3,-,,352.1,-16.10,430525,,5,资水,110.581667,26.897222,蓼水,612K0518,邵阳市洞口县花园镇福泉村,大业冲,RR,2
2023-04-29T00:00:00.000Z,1163.86,5.66,4,4.55,0.01,3,1179.54,1996-08-29T16:00:00.000Z,1180.0,-16.14,431224,54.0,2,沅水,110.642056,27.487222,葛竹坪溪,61309350,怀化市溆浦县龙庄湾乡,刘家坪,RR,3
2023-04-29T00:00:00.000Z,345.80,2.42,6,-,-,3,-,,362.0,-16.20,430525,,5,资水,110.562222,26.977778,蓼水,612K0510,邵阳市洞口县岩山镇,南景,RR,2
2023-04-29T00:00:00.000Z,258.70,2.76,5,0.69,-,3,-,,275.0,-16.30,431221,,2,沅水,109.9309,27.30367,舞水,613K0907,怀化市中方县中方镇,五龙溪,RR,3
2023-04-29T00:00:00.000Z,582.06,4.181,5,0.31,0.10,3,-,,598.5,-16.44,433130,,2,沅水,109.5812,29.58281,猛洞河,613K0716,湘西州龙山县石牌镇,卧龙,RR,3
2023-04-29T00:00:00.000Z,181.50,2.0,4,1.10,6.00,3,-,,198.0,-16.50,431222,,2,沅水,110.4708,28.75861,大晏溪,613K1017,怀化市沅陵县清浪乡,挖鱼槽,RR,3
2023-04-29T00:00:00.000Z,279.41,45.143,5,88.75,28.99,4,-,,296.0,-16.59,431172,324.0,2,湘江,112.142222,26.282778,白水,611K0073,永州市金洞管理区晒北滩瑶族乡,晒北滩,RR,1
2023-04-29T00:00:00.000Z,183.33,5.719,5,4.14,0.08,3,-,,200.0,-16.67,430421,,2,湘江,112.0913,27.10347,金兰河,611K1106,衡阳市衡阳县金兰镇,城坪冲,RR,1
2023-04-29T00:00:00.000Z,399.30,8.308,4,0.94,1.00,3,-,,416.0,-16.70,433125,,2,沅水,109.2807,28.63417,花垣河,613K0410,湘西州保靖县野竹坪镇,卡棚,RR,3
2023-04-29T00:00:00.000Z,245.00,2.88,6,0.11,0.11,3,-,,262.0,-17.00,431222,,2,沅水,110.2219,28.36333,酉水,613K1018,怀化市沅陵县太常乡,栗坡,RR,3
2023-04-29T00:00:00.000Z,178.25,2.42,5,3.98,0.21,3,197.38,1982-06-18T16:00:00.000Z,195.5,-17.25,431321,22.0,2,湘江,112.281306,27.445972,城坪,61114220,娄底市双峰县永丰街道,燕霄,RR,1
2023-04-29T00:00:00.000Z,298.93,1.124,4,-,-,3,-,,316.8,-17.87,430521,,2,资水,111.7082,27.12244,槎江,612K0109,邵阳市邵东市九龙岭镇,三合,RR,2
2023-04-29T08:00:00.000Z,157.09,24189.0,4,-,7500.00,5,175,2010-10-25T16:00:00.000Z,175.0,-17.91,420506,1001700.0,1,长江干流,110.983056,30.833056,长江,60106980,湖北省宜昌市夷陵区三斗坪镇,三峡,RR,6
2023-04-29T00:00:00.000Z,109.70,3.086,5,0.23,0.09,3,127.8,1998-05-31T16:00:00.000Z,127.8,-18.10,430121,13.0,2,湘江,113.373333,28.128889,三叉河,61115720,长沙市长沙县江背镇,乌川,RR,1
2023-04-29T00:00:00.000Z,404.00,1.17,5,-,-,3,-,,422.5,-18.50,430523,,2,资水,111.6454,27.05969,槎江,612K0347,邵阳市邵阳县郦家坪镇,张家冲,RR,2
2023-04-29T00:00:00.000Z,154.48,22.98,6,-,-,3,179.3,1977-07-04T16:00:00.000Z,173.0,-18.52,430682,80.0,2,洞庭湖,113.617444,29.468694,游港河,61511250,岳阳市临湘市羊楼司镇,龙源,RR,5
2023-04-29T00:00:00.000Z,309.62,1.17,5,1.39,0.40,3,-,,328.2,-18.58,431002,,2,湘江,112.9658,25.62611,郴江,611K0500,郴州市北湖区石盖塘街道江源水库,江源,RR,1
2023-04-29T00:00:00.000Z,204.04,1.901,4,0.22,0.35,3,-,,223.1,-19.06,431103,,2,湘江,111.547778,26.751389,石溪江,611K0023,永州市冷水滩区杨村甸乡,岭口,RR,1
2023-04-29T00:00:00.000Z,496.23,1.316,4,0.90,1.00,3,-,,515.7,-19.47,430822,31.0,2,澧水,110.362778,29.577083,郁水,614K0406,张家界市桑植县马合口乡双泉村,双泉,RR,4
2023-04-29T00:00:00.000Z,312.30,1.26,4,-,-,3,-,,332.0,-19.70,430521,,2,资水,111.7823,27.38442,落水河,612K0110,邵阳市邵东市黑田铺镇,马皇冲,RR,2
2023-04-29T00:00:00.000Z,681.27,1.045,5,0.14,-,3,-,,702.5,-21.23,430528,,2,资水,111.0257,26.55231,夫夷水,612K0710,邵阳市新宁县黄龙镇,三联,RR,2
2023-04-29T00:00:00.000Z,261.23,4.41,5,4.20,0.80,3,-,,282.5,-21.27,431223,,2,沅水,110.4419,27.68078,黄溪,613K1101,怀化市辰溪县罗子山瑶族乡,罗子山,RR,3
2023-04-29T00:00:00.000Z,456.37,14.94,5,17.42,3.30,3,480.05,1995-06-29T16:00:00.000Z,477.9,-21.53,430524,140.0,2,资水,110.8,27.366667,西洋江,61202750,邵阳市隆回县大水田乡,木瓜山,RR,2
2023-04-29T00:00:00.000Z,325.00,0.21,4,-,-,3,-,,347.21,-22.21,431228,,2,沅水,109.5679,27.3055,龙盘江,613K1624,怀化市芷江侗族自治县楠木坪镇,两江口,RR,3
2023-04-29T00:00:00.000Z,375.75,34.2,4,7.62,7.85,3,395.21,1999-07-16T16:00:00.000Z,398.08,-22.33,433123,460.0,2,沅水,109.522111,27.991222,沱江,61311100,湘西州凤凰县千工坪乡,长潭岗,RR,3
2023-04-29T00:00:00.000Z,372.20,0.32,5,2.80,2.60,3,-,,395.0,-22.80,431228,,2,沅水,109.6609,27.56353,五郎溪,613K1611,怀化市芷江侗族自治县五郎溪乡,金厂坪,RR,3
2023-04-29T00:00:00.000Z,106.50,35.0,5,0.80,-,2,-,,129.6,-23.10,430626,2.0,3,洞庭湖,113.2775,28.745694,汨罗江,615K0414,岳阳市平江县伍市镇,界牌,RR,5
2023-04-29T00:00:00.000Z,466.50,589.8,6,0.50,0.20,3,-,,490.0,-23.50,431102,,2,湘江,111.255278,25.881944,石期河,611K0021,永州市零陵区大庆坪乡,猫儿岩,RR,1
2023-04-29T00:00:00.000Z,624.62,17.38,5,7.02,3.66,3,649.72,1994-07-23T16:00:00.000Z,648.72,-24.10,430528,230.0,2,资水,110.633333,26.433333,新寨,61203250,邵阳市新宁县麻林乡,大圳,RR,2
2023-04-29T08:00:00.000Z,119.37,438.29,,56.25,-,5,138.27,2012-10-30T23:00:00.000Z,143.5,-24.13,430726,3000.0,2,澧水,111.233333,29.666667,渫水,61402350,常德市石门县皂市镇,皂市,RR,4
2023-04-29T00:00:00.000Z,381.80,1.56,5,0.60,0.40,3,409,1994-08-04T16:00:00.000Z,406.0,-24.20,431122,,2,资水,111.4939,26.83469,骡马桥,611K0118,永州市东安县南桥镇,双江,RR,2
2023-04-29T00:00:00.000Z,542.44,2.05,4,11.62,5.20,3,-,,568.5,-26.06,431026,,5,湘江,113.5406,25.5711,浙水,611G3170,郴州市汝城县马桥镇满天星水库,满天星,RR,1
2023-04-29T00:00:00.000Z,509.97,97.11,5,4.82,1.87,4,538.99,2004-07-31T16:00:00.000Z,537.0,-27.03,430529,556.0,1,沅水,110.316667,26.333333,巫水,61306950,邵阳市城步县儒林镇,白云,RR,3
2023-04-29T08:00:00.000Z,203.29,671.92,,33.83,-,5,235.99,2008-08-30T00:00:00.000Z,236.0,-32.71,430821,3711.0,1,澧水,110.739955,29.540863,溇水,61401900,张家界市慈利县江垭镇,江垭,RR,4
2023-04-29T00:00:00.000Z,417.00,0.11,4,0.20,0.20,2,-,,,-,430524,10.0,5,资水,110.889444,27.506944,都水,612K0421,邵阳市隆回县司门前镇,苏婆溪水库,RR,2
2023-04-29T00:00:00.000Z,424.85,0.846,4,-,-,2,-,,,-,431129,19.0,3,湘江,111.663889,24.916667,深冲,611K0457,永州市江华瑶族自治县小圩镇,深冲,RR,1
2023-04-29T00:00:00.000Z,313.20,1.171,5,0.30,0.10,2,-,,,-,431322,2.0,2,资水,111.165083,28.077611,沙田溪,612K1726,娄底市新化县荣华乡,新田,RR,2
2023-04-29T00:00:00.000Z,394.10,0.65,6,-,0.00,2,-,,,-,430802,25.0,3,澧水,110.249194,29.182694,议事河,614K0229,张家界市永定区三家馆乡,尧湾,RR,4
2023-04-29T08:00:00.000Z,107.64,,,-,-,2,-,,,-,430121,1.0,5,湘江,113.2,28.546,麻林河,611H1862,长沙市长沙县福临镇开物村,西冲水库,RR,1
2023-04-29T00:00:00.000Z,260.00,0.255,4,-,-,2,-,,,-,430381,4.0,2,湘江,112.228,27.794194,翻江河,611K2632,湘潭市湘乡市翻江镇,横子冲,RR,1
2023-04-29T00:00:00.000Z,179.00,0.79,4,0.13,0.20,2,-,,,-,430923,4.0,3,资水,111.866389,28.362222,沂溪,612K1200,益阳市安化县长塘镇,包家,RR,2
2023-04-29T00:00:00.000Z,321.68,0.53,6,0.50,0.50,2,-,,,-,433101,2.0,2,沅水,109.853889,28.308611,司马河,613K0004,湘西州吉首市太平乡,干田,RR,3
2023-04-29T00:00:00.000Z,180.00,2.4,5,0.20,0.10,2,-,,,-,431224,113.0,2,沅水,110.655222,27.858722,溪口江,613K1209,怀化市溆浦县水东镇,五化坝,RR,3
2023-04-29T00:00:00.000Z,634.70,4.2,5,0.30,0.02,2,-,,,-,433123,4.0,2,沅水,109.444722,28.054028,沱江,613K0206,湘西州凤凰县山江镇,山江一库,RR,3
2023-04-29T08:00:00.000Z,53.75,,6,-,-,2,-,,,-,430181,,5,湘江,113.52,28.24,石洞河,611H2007,长沙市浏阳市焦溪乡常丰村,石洞岭水库,RR,1
2023-04-29T00:00:00.000Z,95.00,1.1,5,0.09,0.06,2,-,,,-,430923,2.0,3,资水,111.293889,28.301111,大酉溪,612K1216,益阳市安化县田庄乡,文冲,RR,2
2023-04-29T00:00:00.000Z,163.00,0.78,4,-,-,2,-,,,-,430726,4.0,2,澧水,110.986028,29.762222,渫水,614K1026,常德市石门县磨市镇,高岩壁,RR,4
2023-04-29T08:00:00.000Z,77.49,,6,-,-,3,-,,,-,430121,,5,湘江,113.402,28.527,金脱河,611H1829,长沙市长沙县金井镇,金井水库,RR,1
2023-04-29T00:00:00.000Z,150.10,0.604,6,0.02,0.02,2,-,,,-,430725,1.0,2,沅水,111.170833,29.115278,兰溪,613K2272,常德市桃源县理公港镇,白岩堉,RR,3
2023-04-29T08:00:00.000Z,68.28,,6,-,-,1,-,,,-,430121,0.0,5,湘江,113.318,28.16,湘阴港,611H1872,长沙市长沙县江背镇阳雀村,过塘冲水库,RR,1
2023-04-29T00:00:00.000Z,255.50,0.55,4,-,-,2,-,,,-,431382,2.0,2,湘江,111.602056,27.593306,涟水,611K2459,娄底市涟源市三甲乡,财溪,RR,1
2023-04-29T07:55:00.000Z,137.31,,6,-,-,2,-,,,-,430121,1.0,5,湘江,113.458,28.512,双江河,611H1879,长沙县双江镇青山村,青山水库,RR,1
2023-04-29T08:00:00.000Z,73.16,,6,-,-,1,-,,,-,430121,1.0,5,湘江,113.341111,28.088889,湘阴港,611H1871,长沙市长沙县江背镇南木村,峡江水库,RR,1
2023-04-29T08:00:00.000Z,43.78,,6,-,-,1,-,,,-,430121,2.0,5,湘江,113.139,28.282,榨山港,611H1889,长沙县黄花镇梁坪村,富安水库,RR,1
2023-04-29T00:00:00.000Z,176.00,1.95,5,30.00,30.00,2,-,,,-,431102,2.0,3,湘江,111.836667,26.286667,黄花河,611K0001,永州市零陵区邮亭圩镇,小木口,RR,1
2023-04-29T08:00:00.000Z,63.14,,6,-,-,1,-,,,-,430121,2.0,5,湘江,113.162,28.139,榨山港,611H1895,长沙市长沙县黄兴镇打卦岭村,榨山塘水库,RR,1
2023-04-29T00:00:00.000Z,212.70,0.128,5,-,-,2,-,,,-,430381,2.0,2,湘江,112.133111,27.843056,成家湾河,611K2601,湘潭市湘乡市壶天镇,小水洞,RR,1
2023-04-29T00:00:00.000Z,431.00,1.1,6,-,-,2,-,,,-,430524,15.0,5,资水,111.041111,27.305556,石马江,612K0432,邵阳市隆回县岩口镇大观村,寨志水库,RR,2
2023-04-29T08:00:00.000Z,290.53,,5,-,-,2,-,,,-,431322,16.0,2,资水,111.16525,28.013194,澧溪,612K1727,娄底市新化县琅塘镇,太平,RR,2
2023-04-29T00:00:00.000Z,312.20,1.42,6,-,-,2,-,,,-,433122,4.0,3,沅水,110.08,28.428333,酉溪河,613K0117,湘西州泸溪县八什坪乡,梓林溪,RR,3
2023-04-29T08:00:00.000Z,98.95,,4,-,-,1,-,,,-,430121,1.0,5,湘江,113.363,28.571,金脱河,611H1877,长沙市长沙县金井镇新沙村,王板洞水库,RR,1
2023-04-29T00:00:00.000Z,112.30,0.89,5,-,-,2,-,,,-,431229,7.0,3,沅水,109.480556,26.479444,三眼桥溪,613K1712,怀化市靖州苗族侗族自治县藕团乡,地理冲,RR,3
2023-04-29T08:00:00.000Z,48.96,,4,-,-,1,-,,,-,430121,2.0,5,湘江,113.189,28.28,榨山港,611H1891,长沙县黄花镇新江村,新塘托水库,RR,1
2023-04-29T07:00:00.000Z,553.78,,6,-,-,1,-,,,-,430181,,5,湘江,113.57,28.21,浏渭河,611H2012,长沙市浏阳市集里街道办事处道吾村,道吾山水库,RR,1
2023-04-29T00:00:00.000Z,348.40,0.892,5,0.40,0.08,2,-,,,-,431126,12.0,3,湘江,112.066111,25.948889,宁远河,611K0309,永州市宁远县鲤溪镇,中心江,RR,1
2023-04-29T08:00:00.000Z,129.84,,6,-,-,3,-,,,-,430181,,5,湘江,113.66,28.279722,南川河,611H2024,长沙市浏阳市杨花乡,道源水库,RR,1
2023-04-29T08:00:00.000Z,115.84,,6,-,-,1,-,,,-,430121,2.0,5,湘江,113.295,28.589,白沙河,611H1861,长沙市长沙县白沙乡窑上,金华水库,RR,1
2023-04-29T00:00:00.000Z,185.30,0.73,5,0.20,0.10,2,-,,,-,431223,15.0,3,沅水,110.358889,27.938889,柿溪,613K1117,怀化市辰溪县柿溪乡,斧头岩,RR,3
2023-04-29T00:00:00.000Z,223.68,1.42,5,0.25,0.06,2,-,,,-,430426,10.0,2,湘江,111.885444,26.917583,双江口,611K1306,衡阳市祁东县黄土铺镇,炳溪冲,RR,1
2023-04-29T08:00:00.000Z,166.53,,4,-,-,3,-,,,-,430181,,5,湘江,113.631,28.461,捞刀河,611H2030,长沙市浏阳市社港镇,关山水库,RR,1
2023-04-29T08:00:00.000Z,78.53,,,-,-,2,-,,,-,430121,1.0,5,湘江,113.301,28.401,桥里河,611H1853,长沙市长沙县路口镇路口村,向家冲水库,RR,1
2023-04-29T08:00:00.000Z,74.57,,6,-,-,1,-,,,-,430181,,5,湘江,113.45,28.33,捞刀河,611H2016,长沙市浏阳市沙市镇团农村,金凤水库,RR,1
2023-04-29T00:00:00.000Z,164.20,1.21,5,0.80,0.20,2,-,,,-,430421,14.0,2,湘江,112.163028,27.0505,演陂水,611K1100,衡阳市衡阳县库宗乡,小源冲,RR,1
2023-04-29T00:00:00.000Z,126.85,3.8,5,90.00,70.00,3,-,,,-,433122,,2,沅水,110.0169,28.24139,武水,613K0101,湘西州泸溪县洗溪镇,甘溪桥,RR,3
2023-04-29T00:00:00.000Z,85.00,1.3,6,1.00,1.00,2,-,,,-,430923,3.0,3,资水,111.575556,28.19,山口溪,612K1206,益阳市安化县梅城镇,后溪坑,RR,2
2023-04-29T00:00:00.000Z,70.00,1.2,6,0.10,0.10,2,-,,,-,430923,1.0,3,资水,111.605556,28.575,善溪,612K1204,益阳市安化县羊角塘镇,大洞冲,RR,2
2023-04-29T00:00:00.000Z,424.25,7.0,4,25.00,32.00,2,-,,,-,430529,884.0,3,沅水,110.271,26.359889,巫水,613K2705,邵阳市城步苗族自治县儒林镇,沉江渡,RR,3
2023-04-29T08:00:00.000Z,159.46,,6,-,-,2,-,,,-,431321,3.0,2,湘江,112.383278,27.488861,虞塘河,611K2304,娄底市双峰县井字镇,曾家洞,RR,1
2023-04-29T00:00:00.000Z,107.50,0.065,5,0.30,-,2,-,,,-,431281,2.0,2,沅水,109.905417,27.18525,舞水,613K1917,怀化市洪江市黔城镇,天鹅坨,RR,3
2023-04-29T08:00:00.000Z,123.86,,6,-,-,2,-,,,-,431321,7.0,2,湘江,112.222222,27.314167,泥湾塅,611K2309,娄底市双峰县石牛乡,鸡干石,RR,1
2023-04-29T00:00:00.000Z,112.00,0.07,5,0.40,-,2,-,,,-,431281,4.0,2,沅水,109.804806,27.274,舞水,613K1910,怀化市洪江市红岩乡,花树冲,RR,3
2023-04-29T00:00:00.000Z,499.90,0.55,5,0.50,0.80,2,-,,,-,433130,82.0,2,沅水,109.480833,29.45925,兴隆街河,613K0708,湘西州龙山县新城街道,狮子头,RR,3
2023-04-29T00:00:00.000Z,263.96,1.29,4,1.00,2.00,2,-,,,-,431281,22.0,2,沅水,109.885389,27.21375,烟溪,613K1932,怀化市洪江市双溪镇,小阳,RR,3
2023-04-29T00:00:00.000Z,109.00,0.25,6,-,-,2,-,,,-,431281,5.0,2,沅水,110.096139,27.092556,车皮溪,613K1930,怀化市洪江市深渡苗族乡,大塅田,RR,3
2023-04-29T00:00:00.000Z,426.20,1.06,4,0.00,0.00,2,-,,,-,430802,9.0,2,澧水,110.103583,29.225528,住马溪,614K0228,张家界市永定区罗塔坪乡,寒溪沟,RR,4
2023-04-29T00:00:00.000Z,210.00,0.535,5,-,-,2,-,,,-,430381,4.0,2,湘江,112.217528,27.887528,乌江,611K2624,湘潭市湘乡市翻江镇,吉洞,RR,1
2023-04-29T00:00:00.000Z,547.25,147.97,4,0.15,0.18,2,-,,,-,433127,4.0,2,沅水,109.9225,28.960556,牛路河,613K0605,湘西州永顺县抚志乡,禾作,RR,3
