LGTD,LTTD,站点编号,时间,站名,zr,ymdh,dyrn,z,保证水位,dwz,河名,avq,hnnm,w,detaz,unitname,damel,iymdh,fymdh,q,警戒水位,sttp,obhtztm,frgrd,obhtz
119.473164,30.539180,63008800,2023-04-26 22,老石坎水库,105.38,,,105.38,122.29,,太湖流域,,浙西区,,,,124.53,,,,115.13,水库,,,
119.701188,30.588845,63009540,2023-04-26 22,凤凰水库,50.74,,,50.74,63.82,,太湖流域,,浙西区,,,,64.80,,,,62.00,水库,,,
119.603423,30.832266,63009560,2023-04-26 22,天子岗水库,21.95,,,21.95,25.37,,太湖流域,,浙西区,,,,27.80,,,,23.16,水库,,,
119.518496,30.747872,63009590,2023-04-26 22,大河口水库,122.79,,,122.79,127.09,,太湖流域,,浙西区,,,,129.00,,,,125.04,水库,,,
119.908787,30.761995,63010240,2023-04-26 22,和平水库,60.46,,,60.46,65.27,,太湖流域,,浙西区,,,,68.67,,,,61.67,水库,,,
120.028733,30.888514,63010800,2023-04-26 22,杨家埠,3.09,,,3.09,5.00,,太湖流域,,杭嘉湖区,,,,7.03,,,14.342,4.50,河道,1983-07-06 00:00:00,,5.681
119.862165,30.386029,63023990,2023-04-26 22,潘板,4.14,,,4.14,,,太湖流域,,浙西区,,,,,,,0.000,,河道,,,
119.101700,31.310600,63101001,2023-04-26 22,茅东闸,8.12,,,8.12,,,太湖流域,,湖西区,,,,,,,,,闸坝,1999-07-02 00:00:00,,13.080
119.229125,31.367269,63101130,2023-04-26 22,河口,3.26,,,3.26,,,太湖流域,,湖西区,,,,8.20,,,,,河道,2016-07-03 15:05:00,,7.740
119.335500,31.445500,63101151,2023-04-26 22,南渡,3.27,,,3.27,,,太湖流域,,湖西区,,,,7.40,,,-2.100,5.00,河道,2016-07-03 14:55:00,,7.030
119.520800,31.405800,63101200,2023-04-26 22,溧阳(二),3.25,,,3.25,,,太湖流域,,湖西区,,,,6.30,,,,4.50,河道,2016-07-05 07:00:00,,6.290
119.807722,31.363000,63101300,2023-04-26 22,宜兴（西）,3.19,,,3.19,5.20,,太湖流域,,湖西区,,,,6.00,,,,4.20,河道,2016-07-05 09:00:00,,5.540
119.817799,31.360365,63101301,2023-04-26 22,宜兴（南）,3.17,,,3.17,,,太湖流域,,湖西区,,,,5.50,,,12.800,,河道,2016-07-05 12:00:00,,5.390
119.372634,31.397552,63101401,2023-04-26 22,大溪水库,11.21,,,11.21,,,太湖流域,,湖西区,,,,,,,,,水库,,,
119.573650,31.747657,63101500,2023-04-26 22,金坛,3.41,,,3.41,6.00,,太湖流域,,湖西区,,,,,,,,5.00,河道,2015-06-28 00:00:00,,6.690
119.583887,31.766000,63101511,2023-04-26 22,丹金闸,3.42/3.41,,,3.42,,3.41,太湖流域,,湖西区,,,,7.30,,,,,闸坝,2015-06-28 08:50:00,,6.980
119.372634,31.585693,63101520,2023-04-26 22,塘马水库,9.86,,,9.86,,,太湖流域,,湖西区,,,,,,,,,水库,,,
119.316667,31.300000,63101530,2023-04-26 22,前宋水库,15.58,,,15.58,,,太湖流域,,湖西区,,,,,,,,,水库,,,
119.507732,31.682167,63101550,2023-04-26 22,王母观,3.36,,,3.36,5.60,,太湖流域,,湖西区,,,,,,,,4.60,河道,2016-07-05 11:10:00,,6.550
119.433333,31.316667,63101701,2023-04-26 22,沙河水库,17.10,,,17.10,,,太湖流域,,湖西区,,,,,,,,,水库,,,
119.573366,31.241411,63101901,2023-04-26 22,横山水库,29.06,,,29.06,,,太湖流域,,湖西区,,,,,,,,,水库,,,
119.887275,31.606979,63102050,2023-04-26 22,坊前,3.37,,,3.37,4.60,,太湖流域,,湖西区,,,,6.10,,,,4.10,河道,2016-07-05 08:00:00,,5.800
120.006837,31.541089,63102100,2023-04-26 22,黄埝桥,3.24,,,3.24,4.50,,太湖流域,,湖西区,,,,5.80,,,,4.00,河道,2016-07-03 09:35:00,,5.200
119.970874,31.519215,63102150,2023-04-26 22,漕桥（三）,3.22,,,3.22,4.50,,太湖流域,,湖西区,,,,,,,,4.00,河道,2016-07-03 10:20:00,,5.180
120.123000,31.508000,63102260,2023-04-26 22,直湖港闸,3.47,,,3.47,,,太湖流域,,武澄锡虞区,,,,6.00,,,,,闸坝,1991-07-14 00:00:00,,4.990
120.080000,31.460000,63102270,2023-04-26 22,雅浦港闸,3.38/3.04,,,3.38,,3.04,太湖流域,,武澄锡虞区,,,,5.50,,,-0.113,,闸坝,2016-07-11 20:00:00,,4.890
120.120000,31.500000,63102280,2023-04-26 22,武进港闸,3.44/3.10,,,3.44,,3.10,太湖流域,,武澄锡虞区,,,,5.50,,,,,闸坝,2016-07-11 20:00:00,,4.900
119.930748,31.321194,63201050,2023-04-26 22,大浦口,3.14,,,3.14,4.66,,太湖流域,,太湖区,,,,5.50,,,95.900,3.85,河道,1999-07-06 00:00:00,,5.080
120.036864,31.485860,63201200,2023-04-26 22,百渎口,3.00,,,3.00,,,太湖流域,,太湖区,,,,5.50,,,,,河道,1991-07-14 00:00:00,,5.040
120.223494,31.541474,63201251,2023-04-26 22,犊山闸,3.09,,,3.09,,,太湖流域,,太湖区,,,,6.00,,,,,闸坝,1999-07-07 00:00:00,,5.030
120.223560,31.539000,63201255,2023-04-26 22,梅梁湖泵站,3.49,,,3.49,,,太湖流域,,太湖区,,,,,,,,,闸坝,,,
