damel,时间,省,流域,河名,库水位(米),站点编号,站名,蓄水量(百万3),入库(米3/秒)
0,2023-04-28 14:00:00,湖北省,长江,界河,97.47,62206490,滑石冲,11,0
0,2023-04-28 14:00:00,湖北省,长江,寨子河,83.22,62207610,石门,25,0
0,2023-04-28 14:00:00,湖北省,长江,鬼水,77.79,62208010,惠亭山,81,0
0,2023-04-28 14:00:00,湖北省,长江,大富水,108.02,62208800,高关,66,0
0,2023-04-28 08:00:00,湖北省,长江,大富水,54.08,62246400,短港,39,0
0,2023-04-28 14:00:00,江西省,长江流域,赣江,86.77,62301230,万安水库,404,684
0,2023-04-28 14:00:00,江西省,长江流域,云亭水,149.65,62307750,老营盘水库,43,5
0,2023-04-28 14:00:00,江西省,长江流域,富田水,173.56,62308250,白云山水库,51,10
0,2023-04-28 14:00:00,江西省,长江流域,牛吼江,152.41,62309670,南车水库,68,14
0,2023-04-28 14:00:00,江西省,长江流域,泸水,166.71,62309880,社上水库,91,26
0,2023-04-28 14:00:00,江西省,长江流域,袁水,66.92,62311050,江口,229,149
0,2023-04-28 14:00:00,江西省,长江流域,尧市,169.93,62336900,飞剑潭一坝水库,22,4
0,2023-04-28 14:00:00,江西省,长江流域,丰水,76.41,62338580,紫云山水库,38,0
0,2023-04-28 14:00:00,江西省,长江流域,秀水,62.22,62338640,潘桥水库,25,0
0,2023-04-28 14:00:00,江西省,长江流域,苏溪,78.91,62340400,上游水库,82,13
0,2023-04-28 14:00:00,江西省,长江,乐安河,71.06,62504900,共库,46,0
0,2023-04-28 14:00:00,江西省,长江,修河,61.69,62512600,柘林,4070,450
0,2023-04-28 14:00:00,江西省,长江流域,修河,205.11,62514500,大塅水库,55,29
0,2023-04-28 14:00:00,江西省,长江,土塘水,66.05,62602300,大港水库,9,0
0,2023-04-28 14:00:00,江苏省,长江,句容河,50.08,62702501,北山水库(镇江),15,0
0,2023-04-28 14:00:00,湖北省,长江,荆竹河,61.86,62802010,荆竹,21,0
0,2023-04-28 14:00:00,湖北省,长江,垅坪河,62.75,62802100,垅坪,34,0
0,2023-04-28 14:00:00,湖北省,长江,古角河,61.08,62802210,古角,15,0
0,2023-04-28 14:00:00,安徽省,长江,长河,77.16,62802800,花凉亭,814,0
0,2023-04-28 14:00:00,湖北省,长江,戴文义河,38.77,62820500,仙人坝,11,0
0,2023-04-28 14:00:00,安徽省,长　江,杭埠河,62.75,62901300,龙河口(内),284,0
0,2023-04-28 14:00:00,安徽省,长江,南淝河,25.81,62902700,董铺,45,0
0,2023-04-28 14:00:00,安徽省,长江,青弋江,111.97,62905700,陈村,1298,0
0,2023-04-28 14:00:00,安徽省,长江,襄河,40.63,62915400,黄栗树,22,0
0,2023-04-28 14:00:00,安徽省,长江,清流河,31.62,62915800,沙河集,20,0
0,2023-04-28 14:00:00,浙江省,长江流域太湖区,南苕溪,22.28,63000600,青山水库,28,0
0,2023-04-28 14:00:00,浙江省,长江流域太湖区,余英溪,40.66,63003200,对河口水库,29,0
0,2023-04-28 14:00:00,浙江省,长江流域太湖区,西溪,74.31,63006800,赋石水库,67,0
0,2023-04-28 14:00:00,浙江省,长江流域太湖区,南溪,105.33,63008800,老石坎水库,18,0
0,2023-04-28 14:00:00,江苏省,太湖,大溪水库,11.18,63101401,大溪水库,18,0
0,2023-04-28 14:00:00,江苏省,太湖,沙河水库,16.94,63101701,沙河水库,21,0
0,2023-04-28 14:00:00,江苏省,太湖,厔溪,29.01,63101901,横山水库,0,0
0,2023-04-28 14:00:00,浙江省,浙闽台河流,富春江,23.14,70101500,富春江水库,450,0
0,2023-04-28 14:00:00,浙江省,浙闽台河流,乌溪江,114.91,70106200,黄坛口水库,78,0
0,2023-04-28 14:00:00,浙江省,浙闽台河流,铜山源,131.21,70106700,铜山源水库,82,0
0,2023-04-28 14:00:00,浙江省,浙闽台河流,东阳江,152.41,70107900,横锦水库,97,0
0,2023-04-28 14:00:00,浙江省,浙闽台河流,南江,199.09,70109700,南江水库,66,0
0,2023-04-28 14:00:00,浙江省,浙闽台河流,新安江,99.77,70112000,新安江水库,13334,0
0,2023-04-28 14:00:00,浙江省,浙闽台河流,开化江,87.63,70118880,石壁水库,34,0
0,2023-04-28 14:00:00,浙江省,浙闽台河流,陈蔡江,78.3,70119000,陈蔡水库,40,0
0,2023-04-28 14:00:00,浙江省,浙闽台河流,新昌江,118.5,70203600,长诏水库,65,0
0,2023-04-28 14:00:00,浙江省,浙闽台河流,南山江,111.25,70204500,南山水库,43,0
0,2023-04-28 14:00:00,浙江省,浙闽台河流,剡江,67.34,70300450,亭下水库,38,0
0,2023-04-28 14:00:00,浙江省,浙闽台河流,樟溪,58.34,70301600,皎口水库,43,0
0,2023-04-28 14:00:00,浙江省,浙闽台河流,县江,86.87,70302500,横山水库,24,0
0,2023-04-28 14:00:00,浙江省,浙闽台河流,始丰溪,171.9,70402900,里石门水库,96,0
0,2023-04-28 14:00:00,浙江省,浙闽台河流,逆溪,34.33,70404100,牛头山水库,59,0
0,2023-04-28 14:00:00,浙江省,浙闽台河流,永宁江,24.5,70404400,长潭水库,133,0
0,2023-04-28 14:00:00,浙江省,浙闽台河流,龙泉溪,172.46,70501100,紧水滩水库,688,0
0,2023-04-28 14:00:00,福建省,闽江,九龙溪,252.63,70900550,安砂水库,328,0
0,2023-04-28 14:00:00,福建省,闽江,沙溪,85.69,70900950,沙溪口水库,118,0
0,2023-04-28 08:00:00,福建省,闽江,金溪,260.44,71010490,池潭水库,291,168
0,2023-04-28 14:00:00,福建省,闽江,建溪,256.93,71110260,东溪水库,51,0
0,2023-04-28 14:00:00,福建省,闽江,闽江,57.34,71200400,水口水库,1665,0
0,2023-04-28 14:00:00,福建省,闽江,尤溪,139.04,71210520,水东水库,76,0
0,2023-04-28 08:00:00,福建省,闽江,屏山溪,605.01,71210780,坑口水库,13,0
0,2023-04-28 14:00:00,福建省,闽江,古田溪,367.34,71211025,古田一级水库,160,0
0,2023-04-28 14:00:00,福建省,晋江,晋江东溪,88.29,71310800,山美水库,322,0
0,2023-04-28 14:00:00,福建省,闽东南诸河,万安溪,342.02,71400060,万安水库,89,0
0,2023-04-28 08:00:00,福建省,闽东南诸河,陈巷溪,56.35,71410770,活盘水库,5,0
0,2023-04-28 14:00:00,福建省,闽东南诸河,船场溪,288.71,71411160,南一水库,64,0
0,2023-04-28 14:00:00,福建省,闽东诸河,穆阳溪,745.01,71501190,芹山水库,165,0
0,2023-04-28 14:00:00,福建省,闽东诸河,鳌江,82.99,71501890,山仔水库,95,0
0,2023-04-28 14:00:00,福建省,闽南诸河,龙江,46.04,71600030,东张水库,79,0
0,2023-04-28 14:00:00,福建省,萩芦溪,三叉河溪,59.53,71600070,东方红,8,0
0,2023-04-28 14:00:00,福建省,闽南沿海诸河,延寿溪,68.96,71600900,东圳,116,0
0,2023-04-28 14:00:00,福建省,闽南沿海诸河,苦溪,105.42,71601060,古洋,10,0
0,2023-04-28 14:00:00,福建省,闽南沿海诸河,大罗溪,69.08,71601290,惠女水库,45,0
0,2023-04-28 14:00:00,福建省,闽东南诸河,汀溪,65.78,71601501,汀溪水库,26,0
0,2023-04-28 14:00:00,福建省,闽东南诸河,漳江,59.76,71601780,峰头水库,59,0
0,2023-04-28 14:00:00,福建省,闽东南诸河,湖内溪,29.8,71602060,亚湖水库,10,0
0,2023-04-27 14:00:00,贵州省,珠江,南盘江,751.02,80107020,天生桥一级,4382,124
0,2023-04-28 08:00:00,贵州省,珠江,黄泥河,1112.95,80212900,鲁布革,25,102
0,2023-04-28 14:00:00,广东省,珠江,罗定江,98.61,80901030,金银河,27,0
0,2023-04-28 14:00:00,广东省,珠江,新榕河,287.01,80901180,罗光,16,0
0,2023-04-28 08:00:00,广东省,珠江,新兴江,157.65,80901220,合河,34,1
0,2023-04-28 14:00:00,广东省,珠江,勒竹河,111.89,80901280,北峰山,7,0
0,2023-04-28 14:00:00,广东省,珠江,罗坪水,113.23,80901320,朝阳,3,0
0,2023-04-28 14:00:00,广东省,珠江,船步河,193.13,80921460,山垌,6,0
0,2023-04-28 14:00:00,广东省,珠江,社圩水,71.01,80922040,共成,13,0
0,2023-04-28 14:00:00,广东省,珠江,长利水,34.04,80922240,九坑河,23,0
0,2023-04-28 14:00:00,广东省,珠江,北江,23.78,81000881,飞来峡,407,2000
0,2023-04-28 14:00:00,广东省,珠江,锦江,130.53,81001590,锦江(仁化),107,0
0,2023-04-28 14:00:00,广东省,珠江,廊田水,307.83,81002260,东洛,18,0
0,2023-04-28 14:00:00,广东省,北江,南水,207.47,81002450,南水,623,0
0,2023-04-28 14:00:00,广东省,珠江,翁江,59.29,81003000,长湖,108,0
0,2023-04-28 14:00:00,广东省,珠江,大镇水,138.58,81003280,空子,13,0
0,2023-04-28 14:00:00,广东省,珠江,潭源洞水,631.23,81003450,潭岭,51,0
0,2023-04-28 08:00:00,广东省,珠江,秦皇水,60.65,81004520,大秦,4,2
0,2023-04-28 14:00:00,广东省,珠江,枫湾河,221.16,81020860,小坑,36,0
0,2023-04-28 14:00:00,广东省,珠江,黄洞水,255.97,81024840,龙须带,40,0
0,2023-04-28 14:00:00,广东省,珠江,迎咀河,52.36,81025020,迎咀,28,0
0,2023-04-28 14:00:00,广东省,珠江,银盏河,44.68,81025040,银盏,6,0
0,2023-04-28 14:00:00,广东省,珠江,江谷河,44.44,81026100,江谷,20,0
0,2023-04-28 14:00:00,广东省,珠江,东江,150.35,81100250,枫树坝,862,0
0,2023-04-28 14:00:00,广东省,珠江,新丰江,108.8,81102100,新丰江,8333,0
0,2023-04-28 14:00:00,广东省,珠江,西枝江,65.16,81102900,白盆珠,240,0
0,2023-04-28 08:00:00,广东省,珠江,二渡河,267.31,81103600,上板桥,3,0
0,2023-04-28 14:00:00,广东省,珠江,东江,78.66,81103800,七礤水库,0,0
0,2023-04-28 14:00:00,广东省,珠江,东江,53.4,81104000,红花湖,14,0
0,2023-04-28 08:00:00,广东省,珠江,黄沙水,17.66,81105000,同沙,20,1
0,2023-04-28 14:00:00,广东省,珠江,横岭水,43.05,81124680,鸡心石,3,0
0,2023-04-28 14:00:00,广东省,珠江,稿树下水,58.74,81124780,稿树下,14,0
0,2023-04-28 14:00:00,广东省,珠江,里波水,50.02,81200650,联和,38,0
0,2023-04-28 14:00:00,广东省,珠江,增江,135.53,81200760,天堂山,69,0
0,2023-04-28 08:00:00,广东省,流溪河,流溪河,223.03,81202850,流溪河,169,11
0,2023-04-28 08:00:00,广东省,流溪河,天湖水库水,227.42,81202920,天湖,3,0
0,2023-04-28 08:00:00,广东省,流溪河,沙坑,33.14,81203460,和龙,6,0
0,2023-04-28 14:00:00,广东省,珠江,沙河,20.35,81220200,显岗,24,0
0,2023-04-28 08:00:00,广东省,流溪河,流溪河,165.78,81221360,黄龙带,45,1
0,2023-04-28 08:00:00,广东省,珠江,茅洲河,24.64,81222640,罗田,5,0
0,2023-04-28 08:00:00,广东省,珠江,西乡水,24.14,81222680,铁岗,50,15
0,2023-04-28 14:00:00,广东省,珠江,南头河,27.09,81222720,西沥,17,0
0,2023-04-28 14:00:00,广东省,珠江,深圳水,27.336,81222740,深圳,0,0
0,2023-04-28 08:00:00,广东省,珠江,新洲河,0.0,81286400,梅林,5,0
0,2023-04-28 08:00:00,广东省,珠江,龙岗河,60.6,81287600,松子坑,15,4
0,2023-04-28 14:00:00,广东省,珠江,莲塘水,31.32,81304800,宝鸭仔,13,0
0,2023-04-28 14:00:00,广东省,珠江,沙坪水,63.39,81320180,四堡,13,0
0,2023-04-28 14:00:00,广东省,珠江,小隐涌,21.62,81320400,长江,18,0
0,2023-04-28 14:00:00,广东省,珠江,潭江,83.91,81320860,锦江,180,0
0,2023-04-28 14:00:00,广东省,珠江,鹤洲水,30.03,81321400,大沙河,63,0
0,2023-04-28 14:00:00,广东省,珠江,镇海水,23.34,81321410,镇海,52,0
0,2023-04-28 08:00:00,广东省,珠江,大镜山溪,15.8,81383500,大镜山,4,0
0,2023-04-28 14:00:00,广东省,韩江,五华河,146.26,81501820,益塘,62,0
0,2023-04-28 14:00:00,广东省,韩江,和山河,155.28,81501960,和山岩,5,0
0,2023-04-28 14:00:00,福建省,韩江,汀江,151.25,81502880,棉花滩水库,724,0
0,2023-04-28 14:00:00,广东省,韩江,汀江,70.43,81503020,青溪,48,20
0,2023-04-28 14:00:00,广东省,韩江,程江,163.99,81521540,梅西,20,4
0,2023-04-28 14:00:00,广东省,韩江,凤凰溪,420.58,81526860,凤溪,11,0
0,2023-04-28 14:00:00,广东省,粤东沿海诸河,五经富水,87.24,81600750,龙颈(上),52,0
0,2023-04-28 14:00:00,广东省,粤东沿海诸河,五经富水,53.39,81600800,龙颈(下),19,0
0,2023-04-28 14:00:00,广东省,粤东沿海诸河,小龙溪,50.82,81601570,小龙溪,2,0
0,2023-04-28 14:00:00,广东省,粤东沿海诸河,龙溪水,169.02,81601580,龙溪一级,1,0
0,2023-04-28 08:00:00,广东省,粤东沿海诸河,龙溪水,45.01,81601590,龙溪二级,1,0
0,2023-04-28 14:00:00,广东省,粤东沿海诸河,锣鼓水,231.57,81601610,红场,1,0
0,2023-04-28 14:00:00,广东省,粤东沿海诸河,金溪河,84.54,81601620,上金溪,3,0
0,2023-04-28 14:00:00,广东省,粤东沿海诸河,三坑溪,163.04,81601630,上三坑,9,0
0,2023-04-28 14:00:00,广东省,粤东沿海诸河,练江,362.97,81601640,白沙溪,2,0
0,2023-04-28 14:00:00,广东省,粤东沿海诸河,雷岭河,41.29,81601660,镇北,3,0
0,2023-04-28 14:00:00,广东省,粤东沿海诸河,雷岭河,44.27,81601670,蜈蚣岭,7,0
0,2023-04-28 14:00:00,广东省,粤东沿海诸河,黄江,201.26,81602360,朝面山,6,0
0,2023-04-28 14:00:00,广东省,粤东沿海诸河,横江水,67.18,81620680,横江,39,0
0,2023-04-28 14:00:00,广东省,粤东沿海诸河,练江,47.2,81621380,汤坑,13,0
0,2023-04-28 14:00:00,广东省,粤东沿海诸河,练江,35.14,81621500,秋风岭,16,0
0,2023-04-28 14:00:00,广东省,粤东沿海诸河,龙江,60.21,81621620,龙潭,21,0
0,2023-04-28 14:00:00,广东省,粤东沿海诸河,罗溪,40.19,81621800,石榴潭,11,0
0,2023-04-28 14:00:00,广东省,粤东沿海诸河,黄江,12.5,81622340,公平,70,0
0,2023-04-28 08:00:00,广东省,粤东沿海诸河,大液河,45.65,81622400,黄山洞,5,0
0,2023-04-28 14:00:00,广东省,粤东沿海诸河,新西河,31.74,81684800,新西河,15,0
0,2023-04-28 14:00:00,广东省,珠江,大隆洞河,25.5,81700100,大隆洞,94,0
0,2023-04-28 14:00:00,广东省,鉴江,小水河,128.99,81702000,高城,3,0
0,2023-04-28 14:00:00,广东省,鉴江,六雅河,104.34,81702050,尚文,15,0
0,2023-04-28 14:00:00,广东省,鉴江,大井河,80.58,81702900,良德水库(大坝),270,0
0,2023-04-28 14:00:00,广东省,鉴江,庙背水,107.31,81704100,罗坑,59,0
0,2023-04-28 14:00:00,广东省,鉴江,袂花江,112.41,81704150,黄沙,27,0
0,2023-04-28 14:00:00,广东省,粤西沿海诸河,东运河,15.36,81705280,西湖,6,0
0,2023-04-28 14:00:00,广东省,粤西沿海诸河,龙门河,53.0,81705600,龙门,16,0
0,2023-04-28 14:00:00,广东省,粤西沿海诸河,大水桥河,54.34,81706150,大水桥,64,0
0,2023-04-28 14:00:00,广东省,粤西沿海诸河,九洲江,37.4,81706600,鹤地水库(大坝),515,0
0,2023-04-28 14:00:00,广东省,粤西沿海诸河,武陵河,36.55,81707000,武陵,47,0
0,2023-04-28 14:00:00,广东省,粤西沿海诸河,沙铲河,40.82,81707050,岭背下,32,0
0,2023-04-28 14:00:00,广东省,粤西沿海诸河,沙铲河,34.34,81707100,仙人域,3,0
0,2023-04-28 08:00:00,广东省,珠江,漠阳江,76.67,81720640,北河,12,0
0,2023-04-28 14:00:00,广东省,珠江,那龙河,25.37,81721390,东湖,37,0
0,2023-04-28 14:00:00,广东省,珠江,洋边河,26.62,81721500,茅垌,6,0
0,2023-04-28 14:00:00,广东省,珠江,儒洞河,36.92,81721620,陂底,6,0
0,2023-04-28 14:00:00,海南省,南渡江,南渡江,180.33,81800500,松涛水库（南丰）,0,0
0,2023-04-28 08:00:00,海南省,万泉河,万泉河,102.47,81801600,牛路岭水库,436,6
0,2023-04-28 14:00:00,海南省,太阳河,太阳河,18.69,81801750,万宁水库（大坝）,0,0
0,2023-04-28 08:00:00,海南省,宁远河,宁远河,47.87,81802480,大隆水库,136,1
0,2023-04-28 08:00:00,海南省,望楼河,望楼河,152.23,81802600,长茅水库,45,0
0,2023-04-28 08:00:00,海南省,昌化江,昌化江,131.24,81803075,大广坝水库,756,22
0,2023-04-28 08:00:00,海南省,昌化江,石碌河,114.12,81803200,石碌水库,21,0
0,2023-04-29 08:00:00,青海省,内陆河,雪水河,3952.9,01200100,温泉,56,0
0,2023-04-29 08:00:00,,内陆河,洪水河,2468.55,01502390,双树寺水库,0,0
0,2023-04-29 08:00:00,,海河流域,滦河,217.61,30101101,潘家口,1796,0
0,2023-04-29 08:00:00,,海河流域,滦河,129.9,30101201,大黑汀,241,0
0,2023-04-29 14:00:00,河北省,海河,青龙河,134.88,30104403,桃林口水库,0,0
0,2023-04-29 14:00:00,河北省,海河,陡河,29.2,30201101,陡河水库(坝上),0,0
0,2023-04-29 14:00:00,天津市,海河,潮白新河,3.78,30300500,黄白桥上,0,0
0,2023-04-29 14:00:00,天津市,海河,潮白新河,0.29,30300600,宁车沽上,0,0
0,2023-04-29 08:00:00,,海河,白河,593.11,30301400,白河堡,45,1
0,2023-04-29 08:00:00,,海河,白河,151.42,30301800,密云白河坝上,2945,6
0,2023-04-29 08:00:00,,海河,牤牛河,252.88,30302100,半城子水库,4,0
0,2023-04-29 08:00:00,,海河,安达木河,435.0,30303000,遥桥峪水库,0,0
0,2023-04-29 08:00:00,,海河,红门川,162.83,30303400,沙厂水库,12,0
0,2023-04-29 08:00:00,,海河,怀河,57.01,30303600,怀柔水库,32,1
0,2023-04-29 08:00:00,,海河,雁栖河,81.81,30304100,北台上水库,13,0
0,2023-04-29 14:00:00,,海河,沙河,170.58,30304200,大水峪水库,11,0
0,2023-04-29 08:00:00,,海河,泃河,105.29,30401400,海子水库,50,0
0,2023-04-29 08:00:00,,海河,泃河,201.64,30402100,黄松峪水库,7,0
0,2023-04-29 08:00:00,,海河,泃河,213.02,30402200,西峪水库,5,0
0,2023-04-29 14:00:00,天津市,海河,州河,19.29,30402800,于桥坝上,0,0
0,2023-04-29 14:00:00,河北省,海河,还乡河,62.23,30404500,邱庄水库(坝上),0,0
0,2023-04-29 08:00:00,天津市,海河,引滦明渠,4.62,30405306,尔王庄库,35,0
0,2023-04-29 08:00:00,,海河,温榆河,89.26,30503400,十三陵水库,17,0
0,2023-04-29 08:00:00,,海河,东沙河,549.84,30503403,十三陵水库上池,2,0
0,2023-04-29 08:00:00,,海河,温榆河,53.0,30503500,桃峪口水库,0,0
0,2023-04-29 08:00:00,,海河,永定河,476.71,30700100,官厅水库,584,0
0,2023-04-29 08:00:00,,海河,清水河,454.41,30707501,斋堂水库,23,0
0,2023-04-29 08:00:00,河北省,海河,马头沟,40.59,30803500,马头水库(坝上),2,0
0,2023-04-29 08:00:00,河北省,海河,垒子河,63.55,30803600,垒子水库,4,0
0,2023-04-29 08:00:00,,海河,刺猬河,70.48,30805100,崇青水库,7,0
0,2023-04-29 08:00:00,河北省,海河,白洋淀,8.65,30806201,十方院（白）（堰上）,410,67
0,2023-04-29 08:00:00,河北省,海河,滹沱河,192.91,30909200,岗南水库(坝上),584,0
0,2023-04-29 08:00:00,河北省,海河,滹沱河,116.38,30909303,黄壁庄水库(坝上),322,0
0,2023-04-29 08:00:00,河南省,海河,安阳河,161.83,31006700,小南海,20,0
0,2023-04-29 08:00:00,,海河流域,漳河,138.44,31007100,岳城水库（坝上）,318,0
0,2023-04-29 08:00:00,青海省,黄河,黄河,2579.94,40100400,龙羊峡,16590,459
0,2023-04-29 08:00:00,宁夏回族自治区,黄河,黄河,1156.05,40102050,青铜峡水库,39,1040
0,2023-04-29 08:00:00,,黄河,黄河,974.3,40103458,万家寨上,462,272
0,2023-04-29 08:00:00,河南省,黄河,黄河,316.99,40104430,史家滩,539,0
0,2023-04-29 08:00:00,河南省,黄河,黄河,262.27,40104690,小浪底水库,6150,0
0,2023-04-29 08:00:00,青海省,黄河,巴燕河,2982.28,40400120,东大滩,21,0
0,2023-04-28 08:00:00,陕西省,黄河,杏子河,1179.98,40606550,王瑶,6,0
0,2023-04-29 08:00:00,河南省,黄河,宏农涧河,640.84,40902500,窄口,96,3
0,2023-04-28 08:00:00,山西省,黄河,汾河,1121.2,41000500,汾河水库,130,0
0,2023-04-29 08:00:00,陕西省,黄河,黑河,580.44,41107180,金盆,121,22
0,2023-04-28 08:00:00,陕西省,黄河,石砭峪,720.53,41107950,石砭峪,17,3
0,2023-04-29 08:00:00,甘肃省,黄河,蒲河,1112.17,41202690,巴家嘴水库,1,0
0,2023-04-29 08:00:00,山东省,黄河,东平湖,41.31,41502460,东平湖老湖,504,0
0,2023-04-29 08:00:00,河南省,黄河,伊河,314.15,41602500,陆浑坝上,465,0
0,2023-04-29 08:00:00,河南省,黄河,洛河,526.35,41605400,故县水库,493,0
0,2023-04-29 08:00:00,山东省,淮河,潍河,98.42,41806800,墙夼水库(东库),82,0
0,2023-04-29 08:00:00,山东省,淮河,潍河,98.42,41806810,墙夼水库(西库),13,0
0,2023-04-29 08:00:00,山东省,淮河,潍河,37.16,41807100,峡山水库,499,0
0,2023-04-29 08:00:00,河南省,淮河,浉河,100.11,50201800,南湾,438,6
0,2023-04-29 08:00:00,河南省,淮河,小潢河,75.23,50202300,石山口,60,0
0,2023-04-29 08:00:00,河南省,淮河,青龙河,85.74,50202600,五岳,55,0
0,2023-04-29 08:00:00,河南省,淮河,泼陂河,77.16,50203500,泼河,83,2
0,2023-04-29 14:00:00,湖北省,淮河,界河,233.39,50223150,花山,82,0
0,2023-04-29 14:00:00,河南省,淮河,滚河,106.87,50300100,石漫滩,68,0
0,2023-04-29 08:00:00,河南省,淮河,汝河,107.8,50302010,板桥,134,0
0,2023-04-29 08:00:00,河南省,淮河,汝河,52.13,50302400,宿鸭湖,167,0
0,2023-04-29 08:00:00,河南省,淮河,臻头河,110.42,50304900,薄山,168,0
0,2023-04-29 14:00:00,安徽省,淮河,史河,111.13,50500301,梅山,532,0
0,2023-04-29 08:00:00,河南省,淮河,灌河,97.07,50502400,鲇鱼山,180,5
0,2023-04-29 08:00:00,河南省,淮河,颍河,221.47,50600300,白沙,75,0
0,2023-04-29 14:00:00,河南省,淮河,沙河,163.47,50603000,昭平台,100,0
0,2023-04-29 14:00:00,河南省,淮河,沙河,101.2,50603200,白龟山,196,0
0,2023-04-29 14:00:00,河南省,淮河,澧河,148.72,50605800,孤石滩,33,0
0,2023-04-29 14:00:00,安徽省,淮河,淠河东源,178.2,50700901,磨子潭,113,0
0,2023-04-29 14:00:00,安徽省,淮河,淠河东源,117.3,50701001,佛子岭,201,0
0,2023-04-29 14:00:00,安徽省,淮河,淠河西源,109.46,50701301,响洪甸,505,0
0,2023-04-29 14:00:00,山东省,淮河,东汶河,171.59,51103400,岸堤水库,253,0
0,2023-04-29 14:00:00,山东省,淮河,浚河,182.96,51104700,唐村水库,42,0
0,2023-04-29 14:00:00,江苏省,淮河,淋头河,25.32,51106500,阿湖水库站,5,0
0,2023-04-29 14:00:00,江苏省,淮河,骆马湖,23.01,51107800,骆马湖水库,835,0
0,2023-04-29 14:00:00,山东省,淮河,沭河,65.51,51110700,沙沟水库,24,0
0,2023-04-29 14:00:00,江苏省,淮河,新沭河,23.55,51112101,石梁河水库,210,0
0,2023-04-29 14:00:00,江苏省,淮河,厚镇河,15.81,51114500,安峰山水库,38,0
0,2023-04-29 14:00:00,山东省,淮河,浔河,123.16,51114800,陡山水库,103,0
0,2023-04-29 14:00:00,山东省,淮河,西泇河,73.15,51209900,会宝岭水库(南),80,0
0,2023-04-29 14:00:00,江苏省,淮河,青口河,30.52,51300601,小塔山水库,83,0
0,2023-04-29 14:00:00,湖北省,长江,长江,157.14,60106980,三峡,24223,6900
0,2023-04-29 14:00:00,重庆市,长江,大洪河,288.21,60512050,大洪河,63,4
0,2023-04-29 08:00:00,重庆市,长江,龙溪河,336.1,60512080,狮子滩,337,22
0,2023-04-29 08:00:00,重庆市,长江,龙河,455.29,60531770,石板水,37,8
0,2023-04-29 14:00:00,甘肃省,长江,白龙江,696.52,60706825,碧口水库,69,240
0,2023-04-29 14:00:00,贵州省,长江,乌江,730.44,60800520,乌江渡水电站,1052,311
0,2023-04-29 14:00:00,贵州省,长江,猫跳河,1230.745,60805700,红枫水库,228,0
0,2023-04-29 14:00:00,贵州省,长江,猫跳河,1191.28,60805809,百花水库,133,0
0,2023-04-29 14:00:00,湖北省,长江,郁江,1464.54,60811560,福宝山水库,4,0
0,2023-04-29 14:00:00,湖北省,长江,黄柏河,299.8,60900610,西北口水库,64,0
0,2023-04-29 14:00:00,湖北省,长江,玛瑙河,167.5,60903700,白河水库,7,0
0,2023-04-29 14:00:00,湖北省,长江,印河,145.76,60908800,跑马水库,22,0
0,2023-04-29 14:00:00,湖北省,长江,漳河,115.08,60911010,李家州,417,0
0,2023-04-29 14:00:00,湖北省,长江,漳河,115.07,60917010,烟墩,593,0
0,2023-04-29 14:00:00,湖北省,长江,花庙河,85.07,60918000,石子岭水库,9,0
0,2023-04-29 14:00:00,湖北省,长江,长江,75.92,60931200,鲁家港水库,12,0
0,2023-04-29 14:00:00,湖北省,长江,巩河,124.92,60938000,巩河水库,66,0
0,2023-04-29 14:00:00,湖北省,长江,清江,369.426,61002791,水布垭(坝上),2676,139
0,2023-04-29 14:00:00,湖北省,长江,清江,186.17,61003101,隔河岩(坝上),2182,31
0,2023-04-29 14:00:00,湖北省,长江,清江,79.22,61004710,高坝洲(坝上),381,1
0,2023-04-29 14:00:00,湖北省,长江,车坝河,720.11,61004950,车坝水库,22,0
0,2023-04-29 14:00:00,湖北省,长江,沮漳河,36.66,61013300,太湖港水库,23,0
0,2023-04-29 14:00:00,湖南省,长江,江华水,300.27,61103150,涔天河,792,435
0,2023-04-29 14:00:00,湖南省,长江,湘江,164.54,61103450,双牌,232,1402
0,2023-04-29 14:00:00,湖南省,长江,舂陵水,126.98,61105650,欧阳海,208,1079
0,2023-04-29 14:00:00,湖南省,长江,耒水,271.51,61108050,东江,6122,278
0,2023-04-29 08:00:00,湖南省,长江,攸水,156.82,61111500,酒埠江,140,171
0,2023-04-29 08:00:00,湖南省,长江,永乐江,228.38,61111750,青山垅,30,8
0,2023-04-29 08:00:00,湖南省,长江,涟水,88.66,61113550,水府庙,180,350
0,2023-04-29 08:00:00,湖南省,长江,沩水,148.69,61116200,黄材,41,8
0,2023-04-29 08:00:00,湖南省,长江,涧江,110.83,61140750,官庄,40,5
0,2023-04-29 14:00:00,湖南省,长江,资水,154.9,61201300,柘溪,1367,1423
0,2023-04-29 14:00:00,湖南省,长江,沅水,94.14,61302350,五强溪,1339,326
0,2023-04-29 14:00:00,湖南省,长江,酉水,192.45,61312550,凤滩,900,363
0,2023-04-29 14:00:00,湖北省,长江,新峡河,524.76,61312950,新峡水库,22,0
0,2023-04-29 08:00:00,湖南省,长江,白洋河,82.23,61315100,黄石,218,4
0,2023-04-29 14:00:00,湖北省,长江,洈水,87.13,61501000,洈水水库,231,0
0,2023-04-29 14:00:00,湖北省,长江,界溪河,47.77,61501150,卷桥水库,3,0
0,2023-04-29 14:00:00,湖南省,长江,涔水,73.09,61504200,王家厂,0,0
0,2023-04-29 14:00:00,湖北省,长江,新河,118.61,61520250,北河水库,13,0
